"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	
345	1269	338	2133	506	1137	1962	1751	280	1652	609	143	358	685	1514	748	2114	109	2584	963	611	1892	1887	2425	2070	1026	2245	2750	1022	1752	1848	1677	2506	111	
337	1269	338	2187	497	1137	1962	1760	280	1673	717	147	368	702	1514	748	2114	109	2584	998	648	1892	1887	2457	2070	1066	2242	2671	1022	1752	1851	1677	2544	113	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
232	1218	335	1984	480	1072	1637	1535	271	1520	476	128	332	615	1456	711	1928	102	2475	963	547	1756	1734	2304	1911	964	2107	2519	950	1612	1726	1549	2311	110	
5	0	0	22	15	30	63	81	0	0	24	7	0	50	0	0	19	0	0	0	45	41	57	0	0	0	0	0	0	0	0	0	98	0	
100	51	3	181	2	35	262	144	9	153	217	12	36	37	58	37	167	7	109	35	56	95	96	153	159	102	135	152	72	140	125	128	135	3	
5	0	0	22	15	30	63	81	0	0	24	7	0	50	0	0	19	0	0	0	45	41	57	0	0	0	0	0	0	0	0	0	98	0	
232	1218	335	1984	480	1072	1637	1535	271	1520	476	128	332	615	1456	711	1928	102	2475	963	547	1756	1734	2304	1911	964	2107	2519	950	1612	1726	1549	2311	110	
0	0	2	0	1	0	6	0	0	0	1	0	0	1	7	0	0	0	11	14	1	0	4	18	0	0	0	11	0	0	5	3	8	0	
237	1218	333	2006	494	1102	1694	1616	271	1520	499	135	332	664	1449	711	1947	102	2464	949	591	1797	1787	2286	1911	964	2107	2508	950	1612	1721	1546	2401	110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	2	0	1	2	1	0	3	2	0	0	0	0	1	0	0	0	1	2	6	6	1	2	1	0	0	5	0	0	1	0	0	
32	28	0	81	4	94	151	143	8	40	10	3	8	10	94	26	170	0	168	51	25	98	99	167	164	40	106	84	15	52	74	55	114	3	
0	4	0	4	0	0	7	5	1	5	2	0	3	0	0	1	0	0	0	2	0	0	0	1	1	0	0	2	10	1	3	0	1	0	
205	1182	332	1906	490	1003	1511	1457	261	1452	482	131	319	651	1355	682	1777	102	2296	894	562	1677	1675	2106	1741	916	2001	2418	910	1554	1626	1485	2280	107	
0	4	1	3	0	0	14	1	1	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	3	3	0	1	0	4	16	0	0	0	
0	0	0	0	0	2	6	6	0	13	1	0	1	3	0	1	0	0	0	0	0	0	7	11	0	4	0	1	4	1	2	4	2	0	
0	0	0	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	4	0	0	1	2	0	
0	0	0	7	0	0	3	3	0	2	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	2	0	0	0	2	0	
