"УИК №1576"	"УИК №1577"	"УИК №1578"	"УИК №1579"	"УИК №1580"	"УИК №1581"	"УИК №1582"	"УИК №1583"	"УИК №1584"	"УИК №1585"	"УИК №1586"	"УИК №1587"	"УИК №1588"	"УИК №1589"	"УИК №1590"	"УИК №1591"	"УИК №1592"	"УИК №1593"	"УИК №1594"	"УИК №1595"	"УИК №1596"	"УИК №1597"	"УИК №1598"	"УИК №1599"	"УИК №1600"	"УИК №1601"	"УИК №1602"	"УИК №1603"	"УИК №1604"	"УИК №1605"	"УИК №1606"	"УИК №1607"	"УИК №1608"	"УИК №1609"	"УИК №1610"	"УИК №1611"	"УИК №1612"	"УИК №1613"	"УИК №1614"	"УИК №1615"	
1380	1337	1229	1497	1282	1850	1905	1680	1100	1153	1695	2136	1965	2043	2014	1801	1749	2030	1830	1726	1525	1766	1919	2199	2090	1286	1411	1950	1666	1731	1227	1349	1261	1741	1635	1377	1821	1491	1207	1055	
1200	1350	1200	1450	1300	1850	1900	1700	1100	1150	1700	2150	1950	2050	1850	1750	1700	2050	1850	1750	1500	1800	1950	2200	2150	1300	1400	1950	1650	1700	1200	1350	1250	1750	1650	1400	1800	1500	1200	1050	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
973	1245	1017	1343	1197	1742	1762	1575	1002	1048	1592	2031	1844	1904	1605	1636	1567	1930	1728	1650	1385	1686	1806	2044	1998	1173	1302	1817	1540	1517	1115	1256	1158	1643	1536	1201	1674	1396	1012	872	
176	2	6	6	4	6	9	8	0	0	4	8	17	5	142	0	5	2	0	0	9	10	10	4	6	0	0	5	8	2	1	0	4	4	0	0	0	0	4	4	
51	103	177	101	99	102	129	117	98	102	104	111	89	141	103	114	128	118	122	100	106	104	134	152	146	127	98	128	102	181	84	94	88	103	114	199	126	104	184	174	
176	2	6	6	4	6	9	8	0	0	4	8	17	5	142	0	5	2	0	0	9	10	10	4	6	0	0	5	8	2	1	0	4	4	0	0	0	0	4	4	
973	1245	1017	1343	1197	1742	1762	1575	1002	1048	1592	2031	1844	1904	1605	1636	1567	1930	1728	1650	1385	1686	1806	2044	1998	1173	1302	1817	1540	1517	1115	1256	1158	1643	1536	1201	1674	1396	1012	872	
17	25	9	15	8	22	11	12	26	8	14	7	24	13	12	25	7	16	9	23	19	17	18	13	15	16	22	10	12	21	13	12	9	17	21	22	14	21	13	8	
1132	1222	1014	1334	1193	1726	1760	1571	976	1040	1582	2032	1837	1896	1735	1611	1565	1916	1719	1627	1375	1679	1798	2035	1989	1157	1280	1812	1536	1498	1103	1244	1153	1630	1515	1179	1660	1375	1003	868	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	2	5	1	3	0	0	0	0	0	2	6	12	1	1	6	4	9	7	0	0	0	3	1	6	1	1	1	0	4	5	4	29	8	1	2	1	4	1	
77	57	76	82	89	59	76	82	55	34	91	68	102	96	45	122	88	47	101	62	62	34	65	71	123	87	167	112	146	58	83	67	31	2	55	89	56	82	62	44	
2	6	2	3	1	0	0	0	0	0	5	15	2	2	3	15	17	32	33	0	0	32	0	0	0	2	4	1	4	5	3	0	6	2	0	1	0	2	0	1	
1027	1133	876	1239	1062	1597	1655	1434	832	998	1417	1889	1660	1705	1600	1444	1437	1740	1503	1517	1259	1559	1665	1894	1791	1035	1052	1674	1347	1327	941	1115	1059	1566	1428	1064	1556	1213	916	807	
3	2	3	0	2	3	3	3	2	2	2	3	6	2	3	3	0	2	6	6	8	0	2	3	3	5	3	3	5	3	0	2	11	5	2	3	0	0	1	6	
19	11	41	5	28	50	12	48	77	5	57	41	36	69	69	12	5	81	64	25	32	43	56	50	57	22	43	5	23	91	49	45	28	12	13	11	44	71	15	8	
2	3	8	0	3	8	8	0	3	1	3	8	25	3	8	8	0	3	3	3	8	4	3	8	8	0	3	5	3	8	1	3	8	8	0	3	0	0	0	0	
1	7	6	0	7	6	6	4	7	0	7	6	0	7	6	6	12	7	0	7	6	7	7	6	6	0	7	11	7	6	22	7	6	6	9	7	2	6	5	1	
