"УИК №2001"	"УИК №2002"	"УИК №2003"	"УИК №2004"	"УИК №2005"	"УИК №2006"	"УИК №2007"	"УИК №2008"	"УИК №2009"	"УИК №2010"	"УИК №2011"	"УИК №2012"	"УИК №2013"	"УИК №2014"	"УИК №2015"	"УИК №2016"	"УИК №2017"	"УИК №2018"	"УИК №2019"	"УИК №2020"	"УИК №2021"	"УИК №2022"	"УИК №2023"	"УИК №2024"	"УИК №2025"	"УИК №2026"	
421	292	454	729	819	585	238	628	1884	199	1291	1250	1242	1249	1185	1689	1901	1784	840	712	1932	811	1909	1526	429	202	
425	337	503	744	832	552	134	645	1878	187	1463	1220	1208	1280	1117	1709	1954	1850	711	820	1804	819	1848	1485	463	189	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
217	102	204	293	377	300	125	221	1128	79	813	756	780	714	711	979	1144	1091	393	404	934	426	1029	960	156	96	
0	4	10	9	13	14	1	3	30	6	18	34	17	15	7	20	35	13	70	12	53	8	27	25	11	5	
208	231	289	442	442	238	8	421	720	102	632	430	411	551	399	710	775	746	248	404	817	385	792	500	296	88	
0	4	10	9	13	14	1	3	30	6	18	34	17	15	7	20	35	13	70	12	53	8	27	25	11	5	
217	102	204	293	377	300	125	221	1127	79	813	756	780	714	711	979	1144	1088	393	404	934	426	1028	960	156	96	
3	0	1	2	6	2	3	3	14	3	10	4	10	10	8	18	16	15	8	0	22	3	13	10	2	3	
214	106	213	300	384	312	123	221	1143	82	821	786	787	719	710	981	1163	1086	455	416	965	431	1042	975	165	98	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	3	2	1	0	1	3	0	5	6	4	2	2	3	1	10	1	3	3	1	3	2	1	1	
54	16	56	65	92	59	30	39	234	12	158	141	163	140	144	195	228	221	72	82	216	96	204	184	35	20	
19	8	16	31	35	39	17	32	108	8	65	67	73	67	54	74	91	96	48	49	107	42	89	77	24	14	
137	78	139	188	247	209	73	146	771	62	573	555	531	493	490	678	811	728	326	272	624	278	724	674	99	59	
2	3	1	6	2	2	1	2	8	0	11	6	6	7	10	15	8	10	3	6	6	3	9	16	1	1	
1	1	1	3	3	1	1	1	9	0	4	4	3	1	2	8	6	8	0	2	6	6	6	7	1	3	
1	0	0	3	2	1	1	0	7	0	4	3	4	6	3	2	7	5	2	1	3	2	4	9	1	0	
0	0	0	1	1	0	0	0	3	0	1	4	3	3	5	6	11	8	3	1	0	3	3	6	3	0	
