"УИК №215"	"УИК №216"	"УИК №217"	"УИК №218"	"УИК №219"	"УИК №220"	"УИК №221"	"УИК №222"	"УИК №223"	"УИК №224"	"УИК №225"	"УИК №226"	"УИК №227"	"УИК №228"	"УИК №229"	"УИК №230"	"УИК №231"	"УИК №232"	"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	
2125	2203	322	82	572	68	628	423	508	89	248	86	547	143	352	45	298	254	39	148	195	118	491	63	510	171	71	599	55	
2230	2300	395	83	645	72	680	500	565	112	290	112	665	185	400	48	333	282	43	160	215	126	550	66	565	180	75	660	63	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1145	1313	215	31	389	54	398	321	347	64	180	64	402	105	249	27	196	181	33	106	133	79	331	51	360	94	51	415	36	
112	200	36	26	75	2	88	50	80	6	17	6	44	20	42	9	28	23	4	14	11	9	63	0	25	21	1	58	8	
973	787	144	26	181	16	194	129	138	42	93	42	219	60	109	12	109	78	6	40	71	38	156	15	180	65	23	187	19	
112	200	36	26	75	2	88	50	80	6	17	6	44	20	42	9	28	23	4	14	11	9	63	0	25	21	1	58	8	
1145	1313	215	31	389	54	398	321	347	64	180	64	402	105	249	27	196	181	33	106	133	79	331	51	360	94	51	415	36	
16	12	0	0	3	0	4	5	1	2	1	1	6	0	6	1	7	4	0	1	1	1	5	0	7	0	1	6	1	
1241	1501	251	57	461	56	482	366	426	68	196	69	440	125	285	35	217	200	37	119	143	87	389	51	378	115	51	467	43	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	3	0	3	0	5	6	3	0	3	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	
250	278	47	9	121	1	26	58	43	8	31	4	29	13	27	3	42	25	0	10	10	13	68	0	46	17	5	51	7	
128	120	27	17	68	14	44	47	59	7	32	3	44	26	22	7	11	22	0	12	17	9	39	1	46	14	7	61	6	
833	1064	171	29	257	38	400	245	310	52	127	61	366	86	234	25	162	148	37	94	110	65	274	50	280	82	39	348	30	
10	10	1	0	1	1	3	4	5	1	1	1	0	0	1	0	1	0	0	2	5	0	1	0	1	1	0	5	0	
9	12	1	0	6	2	1	3	3	0	1	0	1	0	1	0	0	0	0	1	0	0	4	0	3	0	0	0	0	
4	6	0	0	3	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	
3	6	1	2	2	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	
