"УИК №3401"	"УИК №3402"	"УИК №3403"	"УИК №3404"	"УИК №3405"	"УИК №3406"	"УИК №3407"	"УИК №3408"	"УИК №3409"	"УИК №3410"	"УИК №3411"	"УИК №3412"	"УИК №3413"	"УИК №3414"	"УИК №3415"	"УИК №3416"	"УИК №3417"	"УИК №3418"	"УИК №3419"	"УИК №3420"	"УИК №3421"	"УИК №3422"	"УИК №3423"	"УИК №3424"	
738	271	271	407	78	299	916	273	145	62	181	146	172	230	305	504	734	783	1681	1866	855	810	280	114	
760	290	290	440	80	330	960	310	150	60	220	180	210	250	330	560	790	810	1740	1920	880	840	280	120	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364	180	150	232	31	229	529	180	95	51	103	110	138	115	181	285	425	385	1029	1028	388	474	149	58	
31	10	27	24	4	24	64	14	23	7	24	13	10	9	34	66	44	63	40	35	84	37	12	18	
365	100	113	184	45	77	367	116	32	2	93	57	62	126	115	209	321	362	671	857	408	329	119	44	
31	10	27	24	4	24	64	14	23	7	24	13	10	9	34	66	44	63	40	35	84	37	12	18	
364	180	150	232	31	229	529	180	95	51	103	110	138	115	181	285	425	385	1029	1027	388	474	149	58	
10	1	7	5	0	6	8	0	0	0	2	0	1	2	2	6	4	6	8	15	10	8	8	0	
385	189	170	251	35	247	585	194	118	58	125	123	147	122	213	345	465	442	1061	1047	462	503	153	76	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	0	0	3	0	0	3	0	0	0	1	1	0	1	1	1	1	3	8	3	2	2	0	0	
36	7	8	29	0	6	54	22	18	1	3	7	4	4	5	21	52	35	118	115	29	47	15	10	
43	11	22	14	5	12	39	7	2	7	10	16	7	8	18	32	32	39	123	105	50	45	19	7	
296	169	134	199	28	227	475	164	92	50	109	95	136	109	187	278	364	351	784	797	366	395	118	54	
2	2	3	2	1	0	5	0	4	0	1	1	0	0	1	1	8	5	13	13	7	2	1	1	
1	0	2	4	0	0	3	1	1	0	1	1	0	0	1	5	6	5	4	7	4	7	0	1	
3	0	1	0	0	1	1	0	0	0	0	2	0	0	0	7	0	2	4	5	2	4	0	3	
0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	0	2	2	7	2	2	1	0	0	
