"УИК №2045"	"УИК №2046"	"УИК №2047"	"УИК №2048"	"УИК №2049"	"УИК №2050"	"УИК №2051"	"УИК №2052"	"УИК №2053"	"УИК №2054"	"УИК №2055"	"УИК №2056"	"УИК №2057"	"УИК №2058"	"УИК №2059"	"УИК №2060"	"УИК №2061"	"УИК №2062"	"УИК №2063"	"УИК №2064"	"УИК №2065"	"УИК №2066"	"УИК №2067"	"УИК №2068"	"УИК №2069"	"УИК №2070"	"УИК №2071"	"УИК №2072"	"УИК №2073"	"УИК №2074"	"УИК №2075"	"УИК №2076"	"УИК №2077"	
756	889	864	1110	963	1052	996	857	509	653	686	849	701	572	71	167	84	122	669	52	215	504	63	154	261	145	633	180	191	757	307	135	325	
840	960	890	1150	1000	1100	1000	925	540	680	720	870	800	600	69	155	102	126	670	80	220	550	70	155	275	150	620	165	250	800	310	128	330	
0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
426	408	391	542	439	457	505	328	164	280	293	443	415	265	47	87	48	66	358	27	91	262	44	91	131	96	388	150	141	438	173	77	252	
28	56	8	8	17	10	27	14	5	36	41	9	32	28	3	6	5	14	26	13	14	24	0	4	11	0	33	5	21	18	16	5	15	
386	496	491	600	544	633	468	583	371	364	386	418	349	302	19	62	46	46	286	40	115	264	26	60	133	54	199	10	88	344	121	46	63	
28	56	8	8	17	10	27	14	5	36	41	9	36	33	3	6	8	14	26	13	14	24	0	4	11	0	33	5	21	18	16	5	15	
426	408	391	542	439	457	505	328	154	280	293	443	415	265	47	87	48	66	358	27	91	262	44	91	131	96	388	150	141	438	173	77	252	
12	3	5	16	3	13	8	1	0	4	6	10	0	9	1	1	0	0	6	0	0	3	0	1	0	0	4	1	3	5	3	3	7	
442	461	394	534	453	454	524	341	159	312	328	442	451	289	49	92	56	80	378	40	105	283	44	94	142	96	417	154	159	451	186	79	260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	4	2	0	4	5	5	1	2	3	5	2	1	0	0	0	1	0	1	1	0	0	2	1	0	2	0	0	3	2	0	1	
74	76	59	84	67	86	83	52	21	34	31	61	43	36	12	3	4	7	34	2	1	18	1	11	19	0	43	5	14	44	15	5	21	
34	35	39	51	38	53	44	38	17	31	35	36	50	15	4	16	4	4	37	4	5	27	4	5	21	5	35	54	18	57	21	12	25	
322	336	282	385	336	302	379	245	115	241	250	314	348	229	33	72	48	66	299	32	97	232	37	76	98	88	329	92	124	338	143	61	208	
2	1	5	5	5	6	6	0	4	4	2	11	4	1	0	1	0	1	3	1	0	0	0	0	0	3	2	1	3	5	0	0	3	
2	2	2	3	2	1	5	0	1	0	4	9	1	5	0	0	0	1	4	0	1	3	1	0	1	0	5	0	0	3	4	1	2	
3	4	2	2	3	0	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	3	1	0	2	0	1	1	0	1	1	0	0	
2	5	1	2	2	2	2	0	0	0	3	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
