"УИК №820"	"УИК №821"	"УИК №822"	"УИК №823"	"УИК №824"	"УИК №825"	"УИК №826"	"УИК №827"	"УИК №828"	"УИК №829"	"УИК №830"	"УИК №831"	"УИК №832"	"УИК №833"	"УИК №834"	"УИК №835"	"УИК №836"	"УИК №837"	"УИК №838"	"УИК №839"	"УИК №840"	"УИК №841"	"УИК №842"	"УИК №843"	"УИК №844"	"УИК №845"	"УИК №846"	"УИК №847"	"УИК №848"	"УИК №849"	"УИК №850"	"УИК №851"	"УИК №852"	"УИК №853"	"УИК №854"	"УИК №855"	"УИК №856"	"УИК №863"	"УИК №864"	"УИК №865"	"УИК №866"	"УИК №867"	
2609	2518	2591	2128	1662	1107	2006	1851	2255	2007	1605	2841	1559	2208	1712	1770	2142	1050	2367	1531	1721	2809	2344	1750	1438	2160	2307	1525	1637	290	75	182	2537	1750	1779	2610	241	1819	1214	2267	600	2756	
2650	2200	2600	2100	1700	1100	2050	1850	2300	2050	1650	2750	1550	2250	1700	1750	2150	1050	2400	1600	1700	2850	2350	1750	1450	2200	2350	1600	1650	275	76	182	2600	1750	1750	2650	240	1850	1200	2300	550	2800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1731	1693	1663	1368	1139	742	1239	1130	1477	1321	1032	1688	1024	1401	1110	1206	1387	718	1596	1008	1173	1652	1584	1179	975	1348	1578	985	1132	256	75	182	1614	1087	1243	1621	120	1168	789	1400	389	1755	
14	26	45	35	14	9	21	28	31	26	13	29	16	19	19	21	22	13	37	11	9	39	19	7	13	17	27	17	18	0	0	0	19	21	12	10	10	42	17	35	7	23	
905	481	892	697	547	349	790	692	792	703	605	1033	510	830	571	523	741	319	767	581	518	1159	747	564	462	835	745	598	500	19	1	0	967	642	495	1019	110	640	394	865	154	1022	
14	26	45	35	14	9	21	28	31	26	13	29	16	19	19	21	22	13	37	11	9	39	19	7	13	17	27	17	18	0	0	0	19	21	12	10	10	42	17	35	7	23	
1729	1693	1659	1368	1134	741	1239	1130	1476	1321	1032	1688	1024	1400	1100	1204	1387	717	1593	1008	1173	1650	1584	1173	975	1348	1578	985	1132	256	75	182	1612	1087	1239	1621	120	1168	782	1400	389	1755	
14	16	24	10	7	8	14	8	7	12	9	14	8	15	9	8	11	3	18	10	9	13	14	15	7	21	20	7	10	3	0	1	8	3	14	16	0	4	10	23	5	11	
1729	1703	1680	1393	1141	742	1246	1150	1500	1335	1036	1703	1032	1404	1110	1217	1398	727	1612	1009	1173	1676	1589	1165	981	1344	1585	995	1140	253	75	181	1623	1105	1237	1615	130	1206	789	1412	391	1767	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	14	6	15	10	6	11	12	9	11	4	7	11	11	13	9	9	5	11	10	7	15	21	5	3	13	7	7	9	2	0	3	7	3	10	21	1	20	7	15	1	18	
147	155	137	109	120	58	106	106	134	118	124	138	86	122	105	110	122	60	166	75	106	135	140	117	73	116	150	77	103	31	3	16	141	92	129	173	5	127	68	120	32	147	
98	97	111	73	41	37	94	77	105	83	63	107	76	92	69	86	62	37	99	53	71	127	87	62	61	77	88	51	82	23	2	17	104	74	83	117	5	86	47	109	28	100	
1399	1371	1326	1125	909	597	975	898	1155	1033	783	1382	813	1087	870	958	1124	577	1251	819	929	1301	1271	920	787	1073	1259	818	891	190	67	142	1291	876	945	1236	116	916	625	1109	309	1444	
33	32	47	36	22	11	21	23	29	30	23	26	15	38	20	19	27	19	30	19	25	50	34	25	23	33	40	21	18	2	2	1	37	29	27	28	0	17	18	22	12	27	
16	13	12	9	12	7	9	7	17	10	12	6	7	9	8	3	12	3	15	7	5	14	8	6	5	3	11	2	9	1	0	0	11	10	14	15	1	8	6	8	2	6	
20	7	14	11	13	7	10	10	21	10	11	10	10	16	11	8	19	10	16	11	9	18	14	7	13	14	14	6	14	2	0	2	12	9	13	12	0	14	5	12	4	6	
7	14	27	15	14	19	20	17	30	40	16	27	14	29	14	24	23	16	24	15	21	16	14	23	16	15	16	13	14	2	1	0	20	12	16	13	2	18	13	17	3	19	
