"УИК №1702"	"УИК №1703"	"УИК №1704"	"УИК №1706"	"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1716"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1726"	"УИК №1727"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	
727	482	1333	984	355	657	462	265	391	510	164	205	231	186	408	683	292	367	917	562	507	707	1441	300	417	232	584	337	202	
770	480	1406	1002	380	660	470	265	395	515	185	225	240	197	395	690	296	390	920	565	525	700	1480	302	420	225	582	370	205	
0	209	0	0	0	0	0	0	0	0	0	19	0	0	0	0	109	75	0	0	0	0	0	0	0	0	0	46	55	
634	208	1057	644	324	575	421	246	327	424	138	161	212	174	362	626	176	262	836	427	483	655	946	274	358	219	463	213	138	
60	10	225	273	25	33	29	5	60	81	13	21	17	9	33	51	5	28	71	39	20	39	57	20	36	6	38	74	6	
76	53	124	85	31	52	20	14	8	10	34	24	11	14	0	13	6	25	13	99	22	6	477	8	26	0	81	37	6	
60	219	225	273	25	33	29	5	60	81	13	40	17	9	33	51	114	103	71	39	20	39	57	20	36	6	38	120	61	
634	208	1057	644	324	575	421	246	327	424	138	161	212	174	362	626	176	262	836	427	483	655	946	274	358	219	463	213	138	
1	0	13	0	5	5	2	2	0	5	0	0	0	1	0	2	0	2	7	2	2	4	54	0	3	0	6	1	0	
693	427	1269	917	344	603	448	249	387	500	151	201	229	182	395	675	290	363	900	464	501	690	949	294	391	225	495	332	199	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	3	5	4	2	5	2	0	0	0	2	0	1	2	1	2	0	1	1	1	0	3	4	0	3	0	5	2	0	
45	70	57	43	7	46	31	17	10	10	3	5	5	8	17	4	8	37	35	64	6	55	108	19	43	18	47	23	7	
15	9	33	83	11	53	11	13	6	10	5	6	2	1	10	4	0	7	77	20	4	29	101	3	18	4	64	10	2	
620	340	1156	774	319	490	398	217	367	476	141	190	220	170	364	661	282	311	773	365	488	594	717	269	316	201	371	295	190	
5	3	5	7	2	3	2	1	1	1	0	0	0	1	0	2	0	3	7	6	2	4	6	1	3	2	5	1	0	
3	2	5	2	2	5	4	1	1	2	0	0	0	0	2	2	0	1	1	3	0	3	6	1	6	0	2	1	0	
2	0	5	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	4	0	0	5	1	1	0	0	0	0	
0	0	3	4	1	0	0	0	1	1	0	0	0	0	1	0	0	2	5	1	1	2	2	0	1	0	1	0	0	
