"УИК №1555"	"УИК №1556"	"УИК №1557"	"УИК №1559"	"УИК №1561"	"УИК №1562"	"УИК №1564"	"УИК №1565"	"УИК №1566"	"УИК №1567"	"УИК №1569"	"УИК №1570"	"УИК №1571"	"УИК №1572"	"УИК №1573"	"УИК №1574"	"УИК №1575"	"УИК №1576"	"УИК №1577"	"УИК №1579"	"УИК №1580"	"УИК №1581"	"УИК №1582"	"УИК №1583"	"УИК №1584"	"УИК №1585"	
180	79	327	664	174	131	175	97	119	187	139	323	64	58	65	238	118	62	239	647	729	642	731	784	709	142	
195	98	340	700	175	170	185	104	120	200	160	340	66	71	70	250	128	66	260	650	700	650	750	750	700	146	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143	49	246	433	131	94	151	63	100	130	100	288	59	52	63	176	79	42	166	406	460	397	418	468	486	109	
16	13	54	53	8	30	8	3	8	29	17	12	0	3	0	12	12	7	42	52	40	51	59	52	24	10	
36	36	40	214	36	46	26	38	12	41	43	40	7	16	7	62	37	17	52	192	200	202	273	230	190	27	
16	13	54	53	8	30	8	3	8	29	17	12	0	3	0	12	12	7	42	52	40	51	59	52	24	10	
143	49	246	433	131	94	151	63	100	130	100	288	59	52	63	176	79	42	166	406	460	397	418	468	486	109	
2	1	1	5	3	0	10	0	1	0	2	1	0	0	0	2	0	0	6	6	6	9	6	7	8	2	
157	61	299	481	136	124	149	66	107	159	115	299	59	55	63	186	91	49	202	452	494	439	471	513	502	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	6	5	4	2	0	0	1	2	0	3	0	0	1	1	1	1	0	11	2	10	3	8	5	1	
8	2	17	70	23	13	24	11	3	22	8	39	4	3	7	20	9	1	15	99	121	138	99	122	117	17	
10	5	39	49	22	7	22	10	10	21	10	48	8	10	2	22	16	6	33	40	71	28	80	53	55	3	
133	50	230	351	82	102	99	45	91	110	95	201	47	42	52	143	65	39	145	296	288	261	283	317	318	90	
1	0	3	4	4	0	2	0	1	2	1	4	0	0	0	0	0	2	2	4	3	0	2	6	5	2	
2	1	2	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	6	2	4	2	2	0	0	4	
2	1	2	1	1	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	2	3	2	0	
0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	
