"УИК №233"	"УИК №234"	"УИК №235"	"УИК №236"	"УИК №237"	"УИК №238"	"УИК №239"	"УИК №240"	"УИК №241"	"УИК №242"	"УИК №243"	"УИК №244"	"УИК №245"	"УИК №246"	"УИК №247"	"УИК №248"	"УИК №249"	"УИК №250"	"УИК №745"	"УИК №746"	
1434	3068	1268	1304	1207	1340	1363	1603	1133	1635	1275	1346	1369	1190	1342	1285	1174	1182	207	131	
1300	2500	1300	1200	1100	1200	1300	1400	1200	1400	1200	1300	1200	1200	1200	1200	1000	1000	500	500	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
903	1862	960	978	881	987	942	1213	901	1288	874	966	967	859	838	951	831	859	204	131	
19	34	5	21	8	44	15	16	31	20	24	19	31	17	27	16	18	9	0	0	
378	604	335	201	211	169	343	171	268	92	302	315	202	324	335	233	151	132	296	369	
19	34	5	21	8	44	15	16	31	20	24	19	31	17	27	16	18	9	0	0	
903	1856	960	978	881	985	942	1213	901	1288	873	966	967	859	838	951	831	859	203	131	
14	30	20	12	13	15	14	18	13	29	11	12	19	9	4	16	9	9	0	3	
908	1860	945	987	876	1014	943	1211	919	1279	886	973	979	867	861	951	840	859	203	128	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	12	4	9	8	7	8	12	8	13	8	4	9	4	8	7	7	4	2	2	
97	179	119	119	100	107	89	128	119	161	96	119	105	96	99	123	85	95	17	16	
118	221	79	82	77	88	101	110	81	128	81	88	80	78	97	87	91	113	15	11	
634	1341	678	710	627	730	699	894	638	888	649	719	726	650	594	697	630	616	156	91	
21	49	31	27	28	37	25	27	29	46	20	19	21	21	34	13	11	14	4	4	
5	17	9	10	11	8	7	11	7	11	6	7	7	4	6	6	7	8	2	0	
11	13	10	13	11	8	3	9	15	16	9	13	12	6	13	10	6	3	1	1	
12	28	15	17	14	29	11	20	22	16	17	4	19	8	10	8	3	6	6	3	
