"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	"УИК №693"	"УИК №694"	"УИК №695"	"УИК №696"	"УИК №697"	"УИК №698"	"УИК №699"	"УИК №700"	"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №705"	"УИК №706"	
1165	690	1037	1319	94	107	263	62	140	191	332	272	174	278	265	287	95	48	178	209	362	215	96	210	223	139	99	258	138	292	137	91	132	
1100	700	1000	1300	90	100	270	60	150	200	300	250	170	280	250	280	90	50	190	220	370	200	100	200	200	150	100	250	130	270	140	90	150	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
633	358	475	632	68	46	126	44	93	126	167	132	97	139	190	167	70	33	121	156	280	159	45	114	135	72	55	166	86	182	80	51	88	
47	24	33	38	0	16	25	2	22	32	39	30	30	33	17	18	8	3	20	18	15	16	23	46	26	13	0	15	25	30	10	4	9	
420	318	492	630	22	38	119	14	35	42	94	88	43	108	43	95	12	14	49	46	75	25	32	40	39	65	45	69	19	58	50	35	53	
47	24	33	38	0	16	25	2	22	32	39	30	30	33	17	18	8	3	20	18	15	16	23	46	26	13	0	15	25	30	10	4	9	
633	358	475	632	68	46	126	44	93	126	167	132	97	139	190	167	70	33	121	156	280	159	45	114	135	72	55	166	86	182	80	51	88	
4	7	7	8	1	1	4	1	1	6	2	3	1	2	1	0	0	0	1	3	2	5	3	2	0	4	3	1	1	1	3	0	1	
676	375	501	662	67	61	147	45	114	152	204	159	126	170	206	185	78	36	140	171	293	170	65	158	161	81	52	180	110	211	87	55	96	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	2	6	3	0	0	0	0	1	3	2	3	1	0	2	1	0	0	0	5	2	3	0	0	1	1	1	1	0	3	1	0	0	
129	84	89	147	4	5	16	3	31	27	30	28	7	21	12	18	2	1	26	7	43	16	8	14	11	16	7	11	3	10	17	4	8	
48	34	51	61	6	3	17	11	9	17	18	25	9	6	36	17	2	5	14	44	27	21	4	24	18	7	4	21	25	15	9	17	14	
476	246	353	427	56	53	113	29	70	103	150	102	106	142	152	148	73	30	99	113	218	130	51	115	129	57	37	140	82	179	57	33	72	
4	1	0	9	0	0	1	0	1	0	2	0	1	0	2	1	1	0	0	2	0	0	1	1	2	0	0	3	0	2	0	1	2	
3	3	2	8	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	2	2	0	0	1	0	0	
5	4	0	3	0	0	0	2	0	1	0	1	2	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	
1	1	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	
