"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	
578	505	1423	935	998	1229	1141	1213	1000	1175	2066	2112	1126	2007	2470	2389	1598	1088	673	1353	608	
500	400	1057	800	900	1000	1000	1000	900	1000	1900	2000	1000	1900	1800	2600	1400	1000	600	1200	700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
337	312	1002	563	648	796	717	743	654	799	1406	1351	773	1321	1726	1516	976	610	482	846	347	
12	7	6	8	9	12	12	47	16	9	25	33	11	27	12	16	18	14	24	12	6	
151	81	49	229	243	192	271	210	230	192	469	616	216	552	62	1068	406	376	94	342	347	
12	7	6	8	9	12	12	47	16	9	25	33	11	27	12	16	18	14	24	12	6	
337	312	1001	563	648	796	717	743	654	799	1406	1351	773	1308	1726	1516	976	610	482	846	347	
3	4	15	3	3	11	10	12	8	2	19	9	3	16	33	28	9	5	11	12	3	
346	315	992	568	654	797	719	778	662	806	1412	1375	781	1319	1705	1504	985	619	495	846	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	2	1	1	6	4	4	5	7	6	9	12	7	12	5	6	9	0	3	5	1	
18	27	93	50	69	71	64	70	62	89	151	122	55	139	154	120	102	55	32	79	30	
38	30	108	50	34	48	40	67	42	44	90	94	53	88	174	153	88	35	47	68	32	
269	235	753	439	499	617	577	604	515	637	1109	1085	632	1027	1292	1138	734	509	373	655	280	
7	9	20	9	27	22	14	10	14	13	21	27	12	28	46	50	22	7	18	25	4	
2	1	4	6	3	10	5	6	8	4	9	9	4	3	6	13	12	6	4	3	2	
5	7	6	6	4	14	7	7	5	6	10	11	11	13	15	12	11	4	12	8	0	
4	4	7	7	12	11	8	9	9	7	13	15	7	9	13	12	7	3	6	3	1	
