"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	"УИК №1213"	"УИК №1214"	"УИК №1215"	"УИК №1216"	"УИК №1217"	"УИК №1218"	"УИК №1219"	"УИК №1220"	"УИК №1221"	"УИК №1222"	"УИК №1223"	"УИК №1224"	"УИК №1225"	"УИК №1226"	"УИК №1227"	"УИК №1228"	"УИК №1229"	"УИК №1230"	"УИК №1231"	"УИК №1232"	"УИК №1233"	"УИК №1234"	"УИК №1235"	"УИК №1236"	"УИК №1237"	"УИК №1238"	"УИК №1239"	"УИК №1240"	"УИК №1241"	"УИК №1242"	"УИК №1243"	"УИК №1244"	"УИК №1245"	"УИК №1246"	"УИК №1247"	"УИК №1248"	"УИК №1249"	"УИК №1250"	"УИК №1251"	
1137	940	837	537	1222	203	199	163	377	508	217	258	217	355	582	439	432	870	235	452	561	407	251	309	486	560	278	311	359	306	361	127	353	427	764	269	513	252	473	222	214	241	514	302	256	348	606	385	519	570	343	
1130	970	835	585	1200	200	200	165	400	490	210	255	205	350	575	435	400	880	240	440	550	410	255	295	500	595	290	330	360	300	365	130	360	435	780	290	585	285	515	240	225	235	505	300	245	380	635	405	560	600	345	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
998	795	591	465	1002	164	174	136	298	396	170	193	178	297	423	343	345	769	184	364	465	346	224	270	406	472	234	247	302	250	318	105	265	360	638	223	439	184	400	191	176	207	400	265	225	257	493	295	407	480	270	
44	36	144	49	79	30	13	19	61	76	28	43	20	26	94	72	29	77	47	75	53	32	16	22	44	40	31	52	53	44	36	21	80	55	76	27	64	54	55	21	28	24	95	23	17	76	59	56	81	69	46	
88	139	100	71	119	6	13	10	41	18	12	19	7	27	58	20	26	34	9	1	32	32	15	3	50	83	25	31	5	6	11	4	15	20	66	40	82	47	60	28	21	4	10	12	3	47	83	54	72	51	29	
44	36	144	49	79	30	13	19	61	76	28	43	20	26	94	72	29	77	47	75	53	32	16	22	44	40	31	52	53	44	36	21	80	55	76	27	64	54	55	21	28	24	95	23	17	76	59	56	81	69	46	
998	794	591	465	1002	164	174	136	298	396	170	193	178	297	423	343	345	769	184	364	465	346	224	270	406	472	234	247	302	250	318	105	265	360	638	223	439	184	400	191	176	207	400	265	225	257	493	295	407	480	270	
12	11	5	6	17	1	4	0	5	1	3	5	2	4	2	5	4	8	10	2	5	1	5	6	0	8	1	8	8	1	2	3	3	4	10	6	3	0	11	3	0	2	21	7	3	1	3	4	10	7	2	
1030	819	730	508	1064	193	183	155	354	471	195	231	196	319	515	410	370	838	221	437	513	377	235	286	450	504	264	291	347	293	352	123	342	411	704	244	500	238	444	209	204	229	474	281	239	332	549	347	478	542	314	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	2	2	3	4	0	1	2	2	2	2	1	1	0	5	0	2	2	1	1	2	1	0	1	5	3	0	0	2	3	0	0	1	4	6	1	2	0	3	1	0	0	2	1	1	4	6	1	0	4	1	
154	109	128	44	141	14	9	13	18	42	12	22	30	26	54	24	57	65	22	29	93	53	58	41	69	90	18	37	24	15	28	26	35	35	111	22	30	15	60	12	20	24	46	18	25	17	114	60	52	52	20	
40	58	40	39	64	8	6	10	15	19	7	15	11	24	25	27	30	34	12	20	34	19	10	21	30	32	9	18	19	23	19	4	21	31	44	18	16	11	56	11	12	29	21	19	20	15	29	16	27	22	19	
807	617	543	412	836	163	163	127	314	393	171	188	144	262	419	350	270	720	176	383	378	297	165	220	337	364	232	231	298	244	292	92	276	326	533	200	445	199	316	179	168	174	392	237	190	293	383	261	382	453	272	
15	16	10	3	6	3	1	2	1	5	2	4	5	4	4	3	2	6	4	0	1	3	1	3	6	6	4	2	2	4	7	0	3	10	3	1	3	6	2	1	3	2	1	3	1	2	11	1	8	5	0	
2	8	3	4	3	2	1	0	2	5	0	0	4	1	2	3	3	9	2	2	3	2	0	0	1	7	0	2	2	1	2	0	2	2	2	0	1	4	1	4	0	0	4	2	0	0	3	4	5	2	2	
5	7	1	2	4	3	2	0	1	2	1	0	1	1	4	3	4	1	3	1	1	2	1	0	1	1	0	1	0	2	3	1	1	2	2	2	2	1	4	1	1	0	2	1	1	0	1	3	3	2	0	
1	2	3	1	6	0	0	1	1	3	0	1	0	1	2	0	2	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	3	1	3	0	1	2	2	0	0	0	6	0	1	1	2	1	1	2	0	
