"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	
462	206	251	376	31	714	275	463	679	49	312	39	528	96	77	38	279	487	364	41	340	717	31	333	988	1449	1414	1131	1583	
550	269	293	449	28	837	324	601	775	46	385	38	607	93	75	39	329	566	407	44	429	845	30	433	941	1400	1471	1224	1477	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
329	179	192	305	28	487	242	384	533	46	265	33	387	81	67	35	238	388	281	33	278	520	29	289	730	1062	1031	797	1207	
22	7	13	18	0	25	11	27	45	0	14	0	27	3	2	0	15	36	20	0	28	49	0	12	35	38	48	52	35	
199	83	88	126	0	325	71	190	197	0	106	5	193	9	6	4	76	142	106	11	123	276	1	132	176	300	392	375	235	
22	7	13	18	0	25	11	27	45	0	14	0	27	3	2	0	15	36	20	0	28	49	0	12	35	38	48	52	35	
329	179	192	305	28	487	242	384	533	46	265	33	387	81	67	35	238	388	281	33	278	520	29	289	730	1062	1031	797	1207	
0	0	0	2	0	2	2	0	4	0	1	0	3	0	0	0	2	4	0	0	1	1	0	0	3	7	4	6	10	
351	186	205	321	28	510	251	411	574	46	278	33	411	84	69	35	251	420	301	33	305	568	29	301	762	1093	1075	843	1232	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	1	0	1	0	1	2	0	0	0	2	0	0	0	0	1	0	0	2	1	0	0	1	4	2	2	0	
95	43	46	96	6	126	55	144	148	3	45	4	89	6	17	3	40	162	63	5	72	205	1	88	233	391	399	284	412	
2	1	0	2	1	2	3	1	1	0	0	0	4	0	0	0	2	2	0	1	3	1	0	1	3	7	3	7	7	
251	140	159	219	21	375	192	259	414	43	230	29	313	78	52	32	206	254	238	26	223	348	28	206	513	668	654	533	796	
2	2	0	3	0	1	1	3	4	0	3	0	2	0	0	0	2	0	0	1	5	10	0	4	8	10	10	11	13	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	5	3	0	1	
0	0	0	0	0	5	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	4	1	2	3	
0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	3	4	0	
