"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	"УИК №1133"	"УИК №1134"	"УИК №1135"	"УИК №1136"	"УИК №1137"	"УИК №1138"	"УИК №1139"	
1790	1993	1001	1036	907	1492	350	1218	832	785	470	484	1298	113	447	371	639	671	335	861	620	600	398	531	759	
1350	1500	750	800	650	1150	300	950	650	600	400	400	1000	100	350	300	500	550	300	650	500	450	350	400	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1017	1119	574	528	416	805	219	599	515	461	288	292	651	77	278	232	377	428	194	520	395	401	229	339	457	
83	115	38	47	84	47	30	107	48	68	15	40	157	5	18	34	50	82	49	112	66	21	26	39	64	
250	266	138	225	150	298	51	244	87	71	97	68	192	18	54	34	73	40	57	18	39	28	95	22	79	
83	115	38	47	84	47	30	107	48	68	15	40	157	5	18	34	50	82	49	112	66	21	26	39	64	
1017	1119	574	528	416	805	219	599	515	461	288	292	651	77	278	232	377	428	194	520	395	401	229	339	457	
12	20	10	11	7	7	5	12	14	11	5	6	11	0	4	4	10	3	2	8	9	7	4	6	5	
1088	1214	602	564	493	845	244	694	549	518	298	326	797	82	292	262	417	507	241	624	452	415	251	372	516	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	10	5	3	2	4	0	4	0	4	0	1	5	1	1	2	1	3	0	3	3	2	0	2	3	
282	344	180	141	120	240	55	213	170	156	62	63	189	20	38	32	81	105	46	153	86	86	66	86	117	
92	99	56	50	44	70	15	44	52	58	14	32	61	9	28	22	31	65	16	42	38	28	15	46	71	
691	734	355	359	319	512	169	422	320	292	221	224	531	50	220	198	299	327	178	420	317	297	163	234	314	
5	8	2	2	2	1	1	8	5	4	0	2	1	2	2	4	3	3	1	4	0	1	4	1	2	
6	10	2	5	4	9	1	2	2	1	0	2	8	0	2	2	1	0	0	2	7	1	2	2	7	
2	4	0	3	0	3	3	1	0	0	1	2	1	0	0	0	1	3	0	0	0	0	0	0	2	
5	5	2	1	2	6	0	0	0	3	0	0	1	0	1	2	0	1	0	0	1	0	1	1	0	
