"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	
674	270	146	1545	290	185	59	1138	1475	728	934	153	258	550	422	108	345	114	129	602	376	244	111	42	832	1274	2531	608	270	1341	840	504	148	133	200	314	876	143	220	166	
700	300	160	1580	290	200	70	1200	1520	760	990	160	260	520	420	120	340	120	140	640	400	270	120	50	790	1230	2580	630	300	1360	870	550	160	190	220	350	930	140	240	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
627	251	136	1382	290	163	52	1020	1387	677	829	136	258	508	372	65	284	97	82	542	335	233	110	40	707	1175	2355	575	248	1245	825	501	101	133	197	314	840	112	199	158	
0	0	0	39	0	0	0	20	11	0	16	0	0	2	10	0	0	0	0	14	4	0	1	2	11	14	0	1	3	0	15	3	0	0	3	0	0	4	0	0	
73	49	24	159	0	37	18	160	122	83	145	24	2	10	38	55	56	23	58	84	61	37	9	8	72	41	225	54	49	115	30	46	59	57	20	36	90	24	41	22	
0	0	0	39	0	0	0	20	11	0	16	0	0	2	10	0	0	0	0	14	4	0	1	2	11	14	0	1	3	0	15	3	0	0	3	0	0	4	0	0	
627	251	136	1382	290	163	52	1020	1387	677	829	136	258	508	372	65	284	97	82	542	335	233	110	40	707	1175	2355	575	248	1245	825	501	101	133	197	314	840	112	199	158	
0	0	0	0	16	0	0	0	2	0	2	0	2	7	1	0	0	0	0	0	0	0	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0	0	0	3	
627	251	136	1421	274	163	52	1040	1396	677	843	136	256	503	381	65	284	97	82	556	339	233	111	42	717	1185	2355	570	251	1245	840	504	101	133	200	314	840	116	199	155	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	1	1	0	0	0	0	0	0	0	
56	20	11	113	11	3	8	80	107	11	67	7	11	38	31	4	25	8	5	40	22	29	9	4	58	101	212	43	20	62	63	37	7	11	18	28	59	5	18	9	
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	0	
571	231	125	1308	259	159	44	960	1286	665	769	127	245	465	342	56	254	88	76	512	316	204	102	37	659	1076	2143	526	231	1158	773	463	92	122	182	285	781	111	181	146	
0	0	0	0	1	0	0	0	1	0	3	0	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	0	0	5	1	1	0	0	0	0	0	0	0	0	
0	0	0	0	3	1	0	0	1	1	3	2	0	0	2	2	3	0	0	1	0	0	0	1	0	2	0	1	0	3	2	0	1	0	0	1	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
