"УИК №301"	"УИК №302"	"УИК №303"	"УИК №304"	"УИК №305"	"УИК №306"	"УИК №307"	"УИК №308"	"УИК №309"	"УИК №310"	"УИК №311"	"УИК №312"	"УИК №313"	"УИК №314"	"УИК №315"	"УИК №316"	"УИК №317"	"УИК №318"	"УИК №319"	"УИК №320"	"УИК №321"	"УИК №322"	"УИК №323"	"УИК №324"	"УИК №325"	"УИК №326"	"УИК №327"	"УИК №328"	"УИК №329"	"УИК №330"	"УИК №331"	"УИК №332"	"УИК №333"	"УИК №334"	"УИК №335"	"УИК №336"	"УИК №337"	"УИК №338"	"УИК №339"	"УИК №340"	"УИК №341"	"УИК №342"	"УИК №343"	"УИК №344"	"УИК №345"	"УИК №346"	"УИК №347"	"УИК №348"	"УИК №349"	"УИК №350"	"УИК №351"	"УИК №352"	"УИК №353"	"УИК №354"	"УИК №355"	
2493	2214	1620	283	2205	1343	2374	2676	1765	2343	2635	1823	2641	2050	1952	2311	2242	2582	2162	2181	2520	1757	2189	1887	2235	2085	2416	2142	2366	1987	2554	2405	2845	2239	2332	2141	2453	1307	2198	2109	2046	2019	2451	2341	2030	2235	2176	2215	1592	2676	2095	2042	1691	325	345	
2000	2000	1500	250	2000	1100	2000	2500	1500	2000	2200	1500	2400	1500	1500	2000	2000	2400	2000	2000	2000	1500	2000	1500	2000	2000	2000	2000	2000	1500	2500	2000	2500	2000	2000	2000	2000	1100	2000	2000	1500	1500	2000	2000	1500	2000	2000	2000	1500	2500	2000	2000	1500	325	347	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1647	1385	954	169	1382	940	1745	1733	1250	1584	1850	1300	1757	1359	1340	1570	1473	1666	1468	1420	1651	1182	1438	1249	1451	1287	1671	1480	1742	1381	1719	1619	1864	1537	1546	1478	1767	961	1522	1516	1375	1392	1732	1567	1409	1533	1564	1599	1190	1936	1513	1434	1230	110	133	
63	63	51	14	56	45	59	86	28	111	55	61	47	75	51	51	50	56	76	67	52	56	56	41	54	175	62	55	44	42	46	62	71	52	56	53	62	29	43	52	41	53	45	59	51	55	65	24	17	38	47	24	48	215	190	
290	552	495	67	562	115	196	681	222	305	295	139	596	66	109	379	477	678	456	513	297	262	506	210	495	538	267	465	214	77	735	319	565	411	398	469	171	110	435	432	84	55	223	374	40	412	371	377	293	526	440	542	222	0	24	
63	63	51	14	56	45	59	86	28	111	55	61	47	75	51	51	50	56	76	67	52	56	56	41	54	175	62	55	44	42	46	62	71	52	56	53	62	29	43	52	41	53	45	59	51	55	65	24	17	38	47	24	48	215	190	
1646	1384	954	169	1382	940	1744	1733	1250	1584	1850	1300	1757	1359	1340	1569	1473	1662	1468	1420	1646	1182	1438	1249	1450	1285	1617	1480	1742	1381	1719	1619	1864	1537	1545	1474	1767	961	1518	1515	1375	1392	1732	1567	1409	1532	1564	1599	1190	1936	1511	1434	1226	110	133	
20	21	13	3	29	15	36	19	27	29	42	22	27	28	15	33	31	31	19	32	33	18	14	20	16	24	38	28	30	23	33	20	32	23	18	31	27	11	18	13	26	30	20	22	17	30	41	22	17	34	25	15	14	4	3	
1689	1426	992	180	1409	970	1767	1800	1251	1666	1863	1339	1777	1406	1376	1587	1492	1687	1525	1455	1665	1220	1480	1270	1488	1436	1641	1507	1756	1400	1732	1661	1903	1566	1583	1496	1802	979	1543	1554	1390	1415	1757	1604	1443	1557	1588	1601	1190	1940	1533	1443	1260	321	320	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	14	8	2	10	15	6	14	10	10	11	13	9	10	8	13	9	7	13	13	18	10	8	7	9	10	8	2	13	16	10	9	19	14	9	9	12	13	15	13	13	16	14	7	20	12	17	11	9	15	14	10	12	3	2	
163	145	65	7	137	119	190	166	119	122	198	138	195	124	128	140	136	139	142	120	160	75	163	99	104	126	138	132	182	139	144	150	167	138	125	149	180	88	157	146	135	122	152	126	126	113	124	151	140	197	133	146	112	23	16	
130	116	88	17	106	72	130	135	94	111	144	82	130	102	103	114	122	124	109	129	131	113	106	113	107	103	123	111	123	85	144	134	148	124	128	86	125	50	99	117	127	113	138	127	116	133	106	128	72	137	116	105	73	38	28	
1296	1073	783	149	1082	706	1324	1403	969	1360	1376	1022	1337	1094	1051	1252	1167	1347	1179	1112	1284	972	1134	993	1205	1146	1303	1188	1357	1101	1346	1272	1506	1216	1266	1190	1395	765	1190	1202	1044	1085	1370	1264	1117	1224	1283	1242	915	1507	1202	1109	993	247	263	
28	35	15	2	33	24	56	33	23	26	66	29	43	24	33	25	28	24	28	23	34	22	35	35	32	18	33	34	29	18	46	49	30	36	26	24	35	29	39	31	28	38	29	34	30	29	20	31	21	29	27	35	30	5	7	
15	10	9	2	8	7	6	10	9	12	7	14	16	17	16	10	3	11	15	12	11	6	8	7	8	13	10	11	13	11	9	11	7	8	9	9	25	9	8	9	14	10	17	14	8	9	13	7	10	7	12	13	9	2	0	
18	17	8	1	19	13	19	18	15	16	30	18	27	14	20	11	11	16	13	17	11	6	13	6	10	13	12	11	15	17	17	13	15	13	9	14	11	10	15	18	12	4	21	16	14	17	9	19	6	21	17	10	13	1	3	
26	16	16	0	14	14	36	21	12	9	31	23	20	21	17	22	16	19	26	29	16	16	13	10	13	7	14	18	24	13	16	23	11	17	11	15	19	15	20	18	17	27	16	16	12	20	16	12	17	27	12	15	18	2	1	
