"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	
1215	1397	1413	2250	2346	1648	2370	1392	1507	2195	1477	1385	1381	499	347	183	178	541	702	272	412	393	403	425	483	479	261	149	
1000	1200	1200	1900	2000	1300	2000	1300	1300	1900	1200	1200	1200	450	310	160	150	500	650	250	350	350	370	400	450	450	250	130	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
720	955	696	1056	1180	896	1385	602	663	1136	683	603	837	258	202	131	119	202	359	208	269	247	198	275	269	285	143	102	
47	82	129	67	79	43	70	34	46	65	54	59	130	75	61	21	28	96	140	33	42	36	56	40	88	70	40	15	
233	163	375	777	741	361	545	664	591	699	463	538	233	117	47	8	3	202	151	9	39	67	116	85	93	95	67	13	
47	82	129	67	79	43	70	34	46	65	54	59	130	75	61	21	28	96	140	33	42	36	56	40	88	70	40	15	
720	955	696	1056	1180	896	1385	602	663	1136	683	603	837	258	202	131	119	202	359	208	269	247	198	275	269	285	143	102	
9	0	3	8	10	10	15	9	3	0	7	1	0	0	0	0	0	2	4	0	0	3	1	0	3	2	0	0	
758	1037	822	1115	1249	929	1440	627	706	1201	730	661	967	333	263	152	147	296	495	241	311	280	253	315	354	353	183	117	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	5	7	8	11	9	6	7	7	7	9	3	9	3	1	1	1	3	4	4	3	0	2	7	2	1	1	1	
124	270	150	226	190	135	214	96	132	233	121	106	80	37	17	11	6	39	81	39	51	67	59	30	64	54	28	14	
60	81	82	116	110	87	140	63	89	111	69	68	53	33	22	17	16	23	32	22	21	17	20	25	32	34	18	6	
537	661	543	728	898	673	1031	443	451	802	511	468	812	255	218	123	123	219	370	166	231	196	160	232	248	257	132	94	
10	7	8	18	19	6	18	6	10	17	7	4	6	2	2	0	0	2	1	1	3	0	4	8	3	2	1	1	
6	3	8	10	7	12	13	6	11	12	3	5	4	1	0	0	1	5	1	1	0	0	4	4	4	3	3	0	
5	6	16	7	9	3	8	4	3	11	8	5	2	0	3	0	0	2	3	1	0	0	1	6	1	1	0	1	
4	4	8	2	5	4	10	2	3	8	2	2	1	2	0	0	0	3	3	7	2	0	3	3	0	1	0	0	
