"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	
2186	1045	1025	2513	1159	1827	492	678	1240	1233	1108	539	759	1251	1109	1184	472	560	937	698	486	
2000	1000	1000	2500	1000	1800	450	650	1200	1200	1200	500	650	1200	1200	1200	450	600	1000	750	450	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1268	715	694	1564	698	1372	289	412	603	650	602	421	491	671	618	595	277	389	569	398	323	
46	21	76	36	19	20	38	17	65	57	54	53	15	80	49	130	63	37	51	25	41	
686	264	230	900	283	408	123	221	532	493	544	26	144	449	533	475	110	174	380	327	86	
46	21	76	36	19	20	38	17	65	57	54	53	15	80	49	130	63	37	51	25	41	
1264	715	694	1563	698	1371	288	412	603	650	602	421	491	671	618	595	277	389	569	398	323	
21	10	4	26	6	24	4	5	4	7	3	13	55	10	11	10	3	3	8	10	6	
1289	726	766	1573	711	1367	322	424	664	700	653	461	451	741	656	715	337	423	612	413	358	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	4	9	7	6	5	3	3	6	6	2	4	1	4	1	5	1	1	2	2	1	
147	81	63	164	78	106	45	39	59	87	43	63	33	63	57	49	17	24	77	39	16	
69	44	48	92	45	110	27	27	49	35	52	26	15	39	36	38	24	19	36	31	17	
1004	562	618	1241	548	1039	232	338	536	548	532	328	391	613	539	604	284	374	491	336	316	
24	10	13	28	18	68	6	7	6	3	7	17	7	9	7	4	9	2	4	1	4	
14	14	5	11	5	12	2	3	2	8	5	4	1	3	5	3	2	1	2	1	2	
10	4	4	10	8	8	1	2	5	8	8	7	1	7	4	8	0	1	0	3	1	
9	7	6	20	3	19	6	5	1	5	4	12	2	3	7	4	0	1	0	0	1	
