"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	"УИК №676"	"УИК №677"	"УИК №678"	"УИК №679"	"УИК №680"	"УИК №681"	"УИК №682"	"УИК №683"	"УИК №684"	"УИК №685"	"УИК №686"	"УИК №687"	"УИК №688"	"УИК №689"	"УИК №690"	"УИК №691"	"УИК №692"	
446	754	1124	1384	1010	728	1165	641	1280	514	1301	789	604	753	1253	1345	1103	1097	1261	769	1084	778	1142	1210	585	739	1237	503	676	935	1299	537	853	
400	700	1000	1260	910	630	1050	550	1180	560	1200	680	530	680	1120	1210	1020	1010	1150	760	1070	720	1080	1130	530	680	1170	460	650	860	1210	480	800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
267	381	621	651	507	413	549	407	806	313	862	474	323	437	723	777	645	639	699	430	530	368	690	627	286	388	669	174	357	455	665	309	400	
21	26	49	83	40	20	45	34	37	18	50	58	23	35	46	63	50	28	45	126	229	97	104	65	74	67	117	88	64	87	147	42	90	
112	293	330	526	363	197	456	109	337	229	288	148	184	208	351	370	325	343	406	204	311	255	286	438	170	225	384	198	229	318	398	129	310	
21	26	49	83	40	20	45	34	37	18	50	58	23	35	46	63	50	28	45	126	228	97	104	65	74	67	117	88	64	87	147	42	90	
267	381	621	651	507	413	549	407	806	313	862	474	323	437	723	777	645	639	699	430	530	368	690	627	286	388	669	174	357	455	665	309	400	
3	7	11	14	8	4	11	7	13	6	9	9	1	4	14	9	10	9	8	5	7	6	24	12	0	5	9	3	5	4	18	5	4	
285	400	659	720	539	429	583	434	830	325	903	523	345	468	755	831	685	658	736	551	751	459	770	680	360	450	777	259	416	538	794	346	486	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	8	3	3	3	8	4	17	5	1	2	3	2	3	8	8	2	5	0	4	0	3	9	1	3	6	1	2	4	8	1	2	
61	65	162	118	132	98	138	89	179	63	214	100	61	74	194	207	157	138	167	75	153	83	96	165	45	82	163	33	60	89	194	81	119	
17	24	47	44	35	34	28	37	51	29	59	35	21	28	30	56	41	49	48	33	55	29	57	44	28	43	52	10	34	36	61	24	33	
194	301	437	537	357	280	392	288	558	217	599	375	248	349	513	533	458	452	494	433	526	341	594	443	281	311	539	212	311	390	519	233	320	
8	4	3	7	3	4	10	8	5	2	11	4	2	4	4	11	12	4	10	6	6	3	10	6	1	6	6	0	2	7	1	2	4	
3	2	0	5	1	5	4	1	5	4	4	1	4	2	4	3	5	3	3	2	1	3	5	4	3	4	3	2	4	4	7	2	2	
0	1	1	1	2	2	0	3	7	3	7	2	2	2	3	9	1	7	5	2	4	0	4	5	1	1	5	0	2	7	1	1	3	
0	3	1	5	6	3	3	4	8	2	8	4	4	7	4	4	3	3	4	0	2	0	1	4	0	0	3	1	1	1	3	2	3	
