"УИК №2199"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2282"	
475	2475	2368	2676	2297	2815	1323	1596	559	69	156	171	262	254	81	174	199	394	1011	88	551	133	
654	2505	2260	2138	2200	2641	1300	1428	530	83	193	229	350	360	86	176	224	430	1064	80	792	150	
138	0	51	477	55	0	0	0	2	0	0	0	6	0	0	18	16	0	414	0	260	0	
210	1362	1258	1226	1234	1354	543	907	343	37	149	156	194	210	80	108	128	263	319	72	289	40	
17	32	14	25	20	14	8	22	10	0	0	0	6	8	0	1	2	22	12	5	2	93	
289	1111	937	410	891	1273	749	499	175	46	44	73	144	142	6	49	78	145	319	3	241	17	
155	32	65	502	75	14	8	22	12	0	0	0	12	8	0	19	18	22	426	5	262	93	
210	1362	1256	1226	1234	1354	542	907	343	37	149	156	194	210	80	108	128	263	319	72	289	40	
4	16	16	31	19	20	12	11	5	0	0	4	3	1	0	0	5	2	5	1	3	1	
361	1378	1305	1697	1290	1348	538	918	350	37	149	152	203	217	80	127	141	283	740	76	548	132	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	5	8	8	6	6	4	5	1	1	1	1	2	2	0	0	0	1	11	0	3	3	
18	146	123	182	125	121	45	69	53	2	3	4	18	5	9	4	6	10	20	1	30	6	
37	125	110	133	109	120	55	57	24	1	12	5	13	3	7	9	9	20	23	10	37	13	
289	1069	1011	1313	1014	1063	420	760	264	33	130	141	161	201	62	114	121	248	679	64	465	105	
5	14	28	25	18	16	3	14	5	0	1	0	6	3	1	0	2	3	3	1	3	4	
2	9	5	16	8	11	5	4	1	0	1	0	0	2	1	0	0	1	2	0	4	0	
4	5	8	9	5	4	2	6	1	0	1	1	1	1	0	0	0	0	2	0	5	1	
2	5	12	11	5	7	4	3	1	0	0	0	2	0	0	0	3	0	0	0	1	0	
