"УИК №2413"	"УИК №2414"	"УИК №2415"	"УИК №2416"	"УИК №2417"	"УИК №2418"	"УИК №2419"	"УИК №2420"	"УИК №2421"	"УИК №2422"	"УИК №2423"	"УИК №2424"	"УИК №2425"	"УИК №2426"	"УИК №2427"	"УИК №2428"	"УИК №2429"	"УИК №2430"	"УИК №2431"	"УИК №2432"	"УИК №2433"	"УИК №2434"	"УИК №2435"	"УИК №2436"	"УИК №2437"	"УИК №2438"	"УИК №2439"	"УИК №2440"	"УИК №2441"	"УИК №2442"	"УИК №2443"	"УИК №2444"	"УИК №2445"	"УИК №2446"	"УИК №2447"	"УИК №2448"	"УИК №2449"	"УИК №2450"	"УИК №2451"	"УИК №2452"	"УИК №2453"	"УИК №2454"	"УИК №2455"	"УИК №2456"	"УИК №2457"	"УИК №2458"	"УИК №2459"	
1283	1315	1021	666	1120	694	576	301	257	182	182	595	374	825	426	388	159	243	183	233	354	160	477	873	457	871	409	202	605	513	338	563	658	293	447	271	205	121	171	139	138	137	266	124	349	377	385	
1302	1335	1008	670	1091	704	596	307	262	180	183	611	381	831	436	403	163	244	193	243	353	160	501	891	469	917	414	210	599	527	343	572	677	289	449	280	208	125	179	137	143	137	280	127	383	371	403	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1231	1276	965	588	1058	655	568	290	242	169	179	577	371	715	385	374	159	217	171	231	336	150	428	828	423	805	375	169	557	486	317	548	650	270	379	262	184	113	167	127	138	137	256	123	315	358	368	
21	14	43	59	31	27	0	5	13	0	0	6	0	85	36	11	0	23	11	0	13	9	35	30	29	53	29	29	37	17	14	8	0	15	63	6	16	8	4	9	0	0	0	0	34	13	12	
50	45	0	23	2	22	28	12	7	11	4	28	10	31	15	18	4	4	11	12	4	1	38	33	17	59	10	12	5	24	12	16	27	4	7	12	8	4	8	1	5	0	24	4	34	0	23	
21	14	43	59	31	27	0	5	13	0	0	6	0	85	36	11	0	23	11	0	13	9	35	30	29	53	29	29	37	17	14	8	0	15	63	6	16	8	4	9	0	0	0	0	34	13	12	
1231	1276	963	588	1056	655	568	290	242	169	179	577	371	715	385	374	159	217	171	231	336	150	428	828	423	805	375	169	557	486	317	548	650	270	379	262	184	113	167	127	138	137	256	123	315	358	368	
1	0	1	3	3	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	1	0	0	0	25	2	41	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1251	1290	1005	644	1084	681	568	295	255	169	179	582	371	796	421	385	159	240	182	231	348	158	463	858	452	833	402	157	593	503	331	556	644	285	442	268	200	121	171	136	138	137	256	123	349	371	380	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	7	4	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
12	8	16	7	146	18	10	6	4	2	2	13	5	14	4	3	2	3	2	1	4	2	6	10	6	24	8	4	10	6	5	11	8	2	4	4	3	2	2	2	1	2	4	2	1	2	4	
19	10	6	3	14	6	2	0	2	2	1	0	2	4	2	0	0	2	0	0	1	0	0	2	3	8	2	1	4	1	0	3	6	1	3	3	3	0	0	0	0	0	2	0	2	1	1	
1201	1244	962	628	894	651	556	289	249	165	175	567	364	768	411	382	157	235	180	230	342	156	457	842	441	791	388	150	574	494	326	540	623	281	434	260	192	119	169	134	137	135	250	121	342	365	374	
2	5	9	2	10	1	0	0	0	0	1	2	0	4	1	0	0	0	0	0	0	0	0	1	1	3	4	1	1	1	0	1	2	1	1	0	2	0	0	0	0	0	0	0	1	1	0	
2	4	3	1	11	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	
7	4	2	1	4	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
5	8	3	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
