"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	
1037	1080	1101	890	1163	1211	942	731	128	183	121	60	47	512	85	1051	448	520	401	106	141	117	344	
1050	1000	1100	880	1200	1200	990	750	120	180	110	50	40	510	85	1080	470	530	400	110	140	120	360	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
697	690	679	641	860	628	598	447	106	120	68	50	34	306	75	543	246	312	223	100	82	97	278	
35	46	23	31	21	22	12	28	3	1	1	0	0	31	2	67	25	26	22	0	0	5	12	
318	264	398	208	319	550	380	275	11	59	41	0	6	173	8	470	199	192	155	10	58	18	70	
35	46	23	31	21	22	12	28	3	1	1	0	0	31	2	67	25	26	22	0	0	5	12	
697	690	679	641	860	628	598	447	106	120	68	50	34	306	75	543	246	312	223	100	82	97	278	
17	3	2	10	7	14	10	5	0	3	3	0	0	1	0	6	4	5	1	0	0	0	1	
715	733	700	662	874	636	600	470	109	118	66	50	34	336	77	604	267	333	244	100	82	102	289	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

4	2	1	0	0	7	3	3	0	1	0	0	0	0	0	6	0	2	1	0	1	0	0	
119	32	54	93	113	123	57	74	2	26	26	1	1	31	6	113	42	55	43	2	7	8	34	
16	18	1	24	19	29	7	19	1	2	2	1	0	14	1	40	11	12	5	2	1	2	7	
550	674	642	536	731	459	527	365	105	86	36	47	33	285	69	431	212	262	188	96	69	92	246	
13	1	1	3	7	5	2	5	0	0	1	1	0	2	0	4	1	0	7	0	2	0	0	
4	2	0	1	2	6	1	2	0	3	0	0	0	1	0	6	0	2	0	0	0	0	2	
1	1	0	2	1	6	2	2	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	
8	3	1	3	1	1	1	0	1	0	1	0	0	3	0	2	0	0	0	0	1	0	0	
