"УИК №1101"	"УИК №1102"	"УИК №1103"	"УИК №1104"	"УИК №1105"	"УИК №1106"	"УИК №1107"	"УИК №1108"	"УИК №1109"	"УИК №1110"	"УИК №1111"	"УИК №1112"	"УИК №1113"	"УИК №1114"	"УИК №1115"	"УИК №1116"	"УИК №1117"	"УИК №1118"	"УИК №1119"	"УИК №1120"	"УИК №1121"	"УИК №1122"	"УИК №1123"	"УИК №1124"	"УИК №1125"	"УИК №1126"	"УИК №1127"	"УИК №1128"	"УИК №1129"	"УИК №1130"	"УИК №1131"	"УИК №1132"	
490	1009	607	1332	637	1087	541	187	176	244	75	211	49	60	64	225	84	53	339	45	71	467	102	68	185	445	107	548	525	156	102	529	
510	1050	630	1370	640	1130	600	190	170	250	80	210	49	60	70	240	90	44	350	40	70	510	100	70	180	460	100	560	550	160	100	570	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
274	523	293	712	379	609	345	127	118	158	49	148	44	47	43	142	56	37	214	22	34	319	63	49	103	295	70	313	359	114	72	370	
29	61	39	98	31	78	95	27	8	15	5	14	3	3	3	23	0	6	31	0	1	33	0	11	20	24	7	20	19	4	7	31	
207	466	298	560	230	443	160	36	44	77	26	48	2	10	24	75	34	1	105	18	35	158	37	10	57	141	23	227	172	42	21	169	
29	61	39	98	31	78	95	27	8	15	5	14	3	3	3	23	0	6	31	0	1	33	0	11	20	24	7	20	19	4	7	31	
274	523	293	712	379	609	345	127	118	158	49	148	44	47	43	142	56	37	214	22	34	319	63	49	103	295	70	313	359	114	72	370	
1	7	10	22	9	13	10	0	0	3	1	3	1	0	1	0	1	0	4	1	0	4	0	0	0	0	1	4	2	2	2	12	
302	577	322	788	401	674	430	154	126	170	53	159	46	50	45	165	55	43	241	21	35	348	63	60	123	319	76	329	376	116	77	389	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	5	3	7	5	2	1	0	0	2	0	2	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	1	1	0	
60	124	68	164	79	162	45	7	12	41	6	6	9	2	2	17	7	2	40	6	3	63	2	4	17	28	5	65	35	14	10	71	
29	51	27	48	28	68	34	11	10	10	6	23	4	3	8	16	6	6	23	2	4	43	18	3	15	20	17	32	48	9	12	22	
210	381	219	554	277	425	345	134	100	116	40	124	33	44	34	129	41	35	165	13	27	233	43	51	89	270	53	224	289	91	54	291	
0	4	4	7	5	5	2	1	2	1	0	2	0	0	0	2	0	0	3	0	0	3	0	1	0	0	0	2	1	1	0	4	
2	8	1	7	4	7	2	1	0	0	1	1	0	1	1	0	1	0	2	0	1	1	0	0	1	0	1	2	2	0	0	1	
0	1	0	0	0	3	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	
0	3	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	3	1	0	0	0	
