"УИК №5801"	"УИК №5802"	"УИК №5803"	"УИК №5804"	"УИК №5805"	"УИК №5806"	"УИК №5807"	"УИК №5808"	"УИК №5809"	"УИК №5810"	"УИК №5811"	"УИК №5812"	"УИК №5813"	"УИК №5814"	"УИК №5815"	"УИК №5816"	"УИК №5817"	"УИК №5818"	"УИК №5819"	"УИК №5820"	"УИК №5821"	"УИК №5822"	"УИК №5823"	"УИК №5824"	"УИК №5825"	
1673	1041	1726	1052	1566	1921	1282	2050	1627	1646	1269	1687	1444	1846	2542	2267	1870	2400	2326	2104	2636	1659	1739	2714	3063	
1650	1075	1750	1100	1550	2050	1250	2450	1650	1700	1340	1650	1518	1900	2500	2150	1850	2400	2400	2050	2750	1650	1700	2700	3000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1224	814	1456	962	1332	1280	1033	1709	1397	1313	1115	1422	1146	1629	2287	2079	1543	2126	2135	1795	2212	1501	1495	2426	2509	
50	56	62	30	89	16	127	52	19	109	27	84	15	88	52	6	115	47	74	30	33	9	40	22	17	
376	205	232	108	129	754	90	689	234	278	198	144	357	183	161	65	192	227	191	225	505	140	165	252	474	
50	56	62	30	89	16	127	52	19	109	27	84	15	88	52	6	115	47	74	30	33	9	40	22	17	
1224	814	1456	962	1332	1280	1033	1709	1397	1311	1115	1422	1146	1629	2287	2079	1543	2126	2135	1795	2212	1501	1495	2426	2509	
4	12	3	2	0	15	10	13	8	9	12	1	15	1	3	2	0	4	0	3	10	1	5	11	2	
1270	858	1515	990	1421	1281	1150	1748	1408	1411	1130	1505	1146	1716	2336	2083	1658	2169	2209	1822	2235	1509	1530	2437	2524	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	4	3	2	3	6	2	2	2	5	2	4	12	1	3	7	1	2	4	3	4	2	9	15	2	
108	92	114	56	147	154	73	199	203	108	109	145	133	169	203	215	228	291	91	153	152	156	148	232	192	
22	46	18	21	115	77	38	80	30	65	49	114	78	101	114	108	21	26	86	83	64	37	54	182	95	
1109	678	1371	843	1145	970	1002	1450	1168	1177	962	1209	860	1431	1992	1690	1392	1808	2001	1557	1961	1298	1248	1943	2196	
5	10	2	7	1	21	13	5	1	17	2	1	16	1	1	4	4	4	1	5	24	4	13	10	12	
5	4	2	3	3	13	5	1	1	7	2	6	6	1	8	7	2	5	0	1	6	2	9	15	11	
9	18	2	34	3	31	14	2	2	22	2	12	29	9	6	42	7	4	16	11	16	5	34	20	7	
7	6	3	24	4	9	3	9	1	10	2	14	12	3	9	10	3	29	10	9	8	5	15	20	9	
