"УИК №401"	"УИК №402"	"УИК №403"	"УИК №404"	"УИК №405"	"УИК №406"	"УИК №407"	"УИК №408"	"УИК №409"	"УИК №410"	"УИК №411"	"УИК №412"	"УИК №413"	"УИК №414"	"УИК №415"	"УИК №416"	"УИК №417"	"УИК №418"	"УИК №419"	"УИК №420"	"УИК №421"	"УИК №422"	"УИК №423"	"УИК №424"	"УИК №425"	"УИК №426"	"УИК №427"	"УИК №428"	"УИК №429"	"УИК №430"	"УИК №431"	"УИК №432"	"УИК №433"	
380	335	124	408	424	1528	813	1715	676	601	326	230	206	628	346	214	123	247	169	114	165	414	99	112	196	163	204	383	135	86	126	280	261	
330	300	100	350	370	1250	750	1500	550	550	280	190	180	550	320	180	100	200	130	90	130	370	90	90	170	150	170	320	110	80	120	250	200	
0	0	0	0	93	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167	178	53	205	148	1047	556	1076	419	416	207	143	150	306	249	93	75	157	68	53	75	297	62	60	113	121	107	252	55	61	95	135	157	
73	47	39	75	46	98	45	99	46	69	64	37	23	116	35	72	23	31	59	32	50	45	20	21	25	21	36	50	44	9	19	65	36	
90	75	8	70	83	105	149	325	85	65	9	10	7	37	36	15	2	12	3	5	5	28	8	9	32	8	27	18	11	10	6	50	7	
73	47	39	75	139	98	45	99	46	69	64	37	23	207	35	72	23	31	59	32	50	45	20	21	25	21	36	50	44	9	19	65	36	
167	178	53	205	148	1047	556	1076	419	416	207	143	150	306	249	93	75	157	68	53	75	297	62	60	113	121	107	252	55	61	95	135	157	
3	2	0	0	1	22	8	20	5	10	2	1	2	5	2	3	0	0	0	0	1	3	0	0	0	1	2	3	2	1	0	1	1	
237	223	92	280	286	1123	593	1155	460	475	269	179	171	508	282	162	98	188	127	85	124	339	82	81	138	141	141	299	97	69	114	199	192	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	2	0	3	7	6	9	7	3	1	2	3	2	3	0	0	2	0	0	0	2	0	0	1	1	1	1	0	1	2	1	0	
19	18	2	21	24	178	79	168	56	68	43	13	36	46	34	34	4	7	10	22	15	35	3	24	42	13	36	38	12	1	6	13	14	
17	26	3	18	19	75	51	77	38	46	16	20	10	52	14	6	16	16	17	4	3	32	4	2	7	8	3	38	9	6	8	22	21	
196	170	84	236	232	804	432	851	351	336	203	135	113	399	224	120	78	158	96	57	100	249	73	54	86	112	97	215	75	60	95	146	155	
0	4	1	0	3	26	15	17	5	8	1	3	3	5	3	2	0	3	3	2	4	10	1	0	1	4	0	2	0	0	0	5	0	
1	1	0	2	4	11	2	9	2	2	3	1	5	1	0	0	0	1	1	0	1	5	1	1	1	0	4	2	0	1	2	10	1	
2	4	0	3	1	11	4	17	1	10	1	2	1	2	3	0	0	1	0	0	1	4	0	0	0	1	0	3	1	0	1	1	1	
2	0	0	0	0	11	4	7	0	2	1	3	0	1	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	
