"УИК №2180"	"УИК №2181"	"УИК №2182"	"УИК №2183"	"УИК №2184"	"УИК №2185"	"УИК №2186"	"УИК №2187"	"УИК №2188"	"УИК №2189"	"УИК №2190"	"УИК №2191"	"УИК №2192"	"УИК №2193"	"УИК №2194"	"УИК №2195"	"УИК №2196"	"УИК №2197"	"УИК №2198"	"УИК №2199"	"УИК №2200"	"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №2204"	"УИК №2205"	"УИК №2206"	"УИК №2207"	"УИК №2208"	"УИК №2209"	"УИК №2210"	"УИК №2211"	"УИК №2212"	"УИК №2213"	"УИК №2214"	"УИК №2215"	"УИК №2216"	"УИК №2217"	"УИК №2218"	"УИК №2219"	"УИК №2220"	"УИК №2221"	"УИК №2222"	"УИК №2223"	"УИК №2224"	"УИК №2225"	"УИК №2226"	
1784	3003	1871	2006	2279	1587	2253	1667	1458	1472	1673	1314	1857	1933	2486	1263	1719	1378	1452	1939	1401	1935	1927	1684	1754	2206	1530	1251	1802	2157	2112	1622	1363	1694	2036	2457	1578	1765	1873	2123	2087	2219	1736	2112	1545	2308	556	
1500	2500	1750	1750	2000	1250	1750	1500	1250	1250	1500	1000	1500	1500	2000	1000	1500	1250	1250	1500	1000	1500	1500	1500	1500	1750	1250	1000	1500	2000	1500	1500	1000	1250	1750	2000	1250	1500	1500	1750	1750	1750	1500	1750	1250	2000	600	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1028	2243	1130	1196	1111	806	1192	1059	810	872	912	697	940	1122	1184	703	999	753	851	1134	706	1185	1070	924	1258	1092	812	668	928	1098	1134	828	642	830	1136	1370	882	876	1049	1025	1047	1197	763	1102	827	1247	331	
17	21	25	26	30	75	30	14	6	32	12	13	16	26	22	14	28	21	9	23	75	89	23	5	17	55	17	12	25	35	19	30	7	13	19	16	26	18	20	18	36	25	22	28	13	24	192	
455	236	595	528	859	369	528	427	434	346	576	290	544	352	794	283	473	476	390	343	219	226	407	571	225	603	421	320	547	867	347	642	351	407	595	614	342	606	431	707	667	528	715	620	410	729	77	
17	21	25	26	30	75	30	14	6	32	12	13	16	26	22	14	28	21	9	23	75	89	23	5	17	55	17	12	25	35	19	30	7	13	19	16	26	18	20	18	36	25	22	28	13	24	192	
1027	2236	1129	1195	1106	805	1190	1057	804	872	909	697	939	1119	1182	702	995	753	850	1129	706	1184	1070	924	1256	1088	809	668	928	1098	1132	826	640	829	1110	1366	882	874	1049	1022	1047	1196	761	1102	823	1242	331	
19	37	20	19	22	16	15	23	11	13	20	10	17	19	16	8	13	11	20	17	14	21	19	14	18	21	15	7	15	20	15	12	10	54	13	29	11	18	25	13	10	24	11	9	5	26	63	
1025	2220	1134	1202	1114	864	1205	1048	799	891	901	700	938	1126	1188	708	1010	763	839	1135	767	1252	1074	915	1255	1122	811	673	938	1113	1136	844	637	788	1116	1353	897	874	1044	1027	1073	1197	772	1121	831	1240	460	
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	

7	16	2	8	9	8	9	11	17	8	6	7	12	18	13	11	13	13	3	8	5	11	10	12	5	14	9	8	16	13	8	6	13	8	10	14	7	3	14	13	10	10	10	12	12	13	4	
118	187	151	141	106	72	109	90	61	89	80	63	74	104	115	64	80	73	63	113	66	130	101	108	133	126	83	45	100	134	88	69	49	71	92	128	104	89	103	92	101	119	79	105	79	118	31	
41	112	34	35	36	30	40	38	31	27	31	26	31	40	40	23	25	38	27	43	31	53	44	31	53	49	29	20	28	34	50	36	19	39	60	61	30	36	29	46	52	48	30	48	30	60	18	
718	1715	742	832	807	618	843	725	549	606	641	481	647	805	826	489	739	520	601	801	553	900	736	637	882	788	567	487	615	732	800	593	464	557	785	920	596	637	730	740	769	852	560	817	600	874	361	
72	112	96	89	70	63	99	100	63	82	53	59	88	75	95	52	78	46	58	80	49	89	81	71	105	66	61	47	89	101	103	65	42	51	65	116	83	52	94	64	74	80	42	64	54	80	21	
5	7	11	6	6	10	8	6	6	11	13	4	8	10	7	10	7	7	9	13	4	5	9	4	6	3	9	6	10	11	8	4	4	7	12	5	11	4	4	6	6	6	3	11	4	6	5	
24	26	30	23	19	23	31	22	21	16	17	18	19	27	24	17	17	16	20	18	13	25	37	20	21	15	8	15	20	18	16	19	18	16	28	39	17	12	19	20	22	27	22	22	15	25	9	
40	45	68	68	61	40	66	56	51	52	60	42	59	47	68	42	51	50	58	59	46	39	56	32	50	61	45	45	60	70	63	52	28	39	64	70	49	41	51	46	39	55	26	42	37	64	11	
