"УИК №1177"	"УИК №1178"	"УИК №1179"	"УИК №1180"	"УИК №1181"	"УИК №1182"	"УИК №1183"	"УИК №1184"	"УИК №1185"	"УИК №1186"	"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №1210"	"УИК №1211"	"УИК №1212"	
2707	2594	2377	2018	1826	2747	2654	3017	1172	2958	2651	2274	2336	1968	2535	2342	2089	1905	2568	1522	197	1879	851	1274	556	1968	211	2545	362	414	645	175	1921	501	1334	2032	
2400	2400	2200	1900	1800	2600	2400	2900	1100	2800	2500	2100	2300	1900	2400	2200	2000	1700	2400	1400	150	1800	650	1200	550	1900	150	2400	300	350	550	150	1800	450	1200	1900	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1788	1621	1467	1193	1087	1792	1719	1902	694	1762	1677	1416	1416	1175	1687	1436	1175	1183	1536	772	129	1064	322	777	319	1125	106	1573	231	236	380	115	1096	228	878	1204	
13	20	28	70	28	41	12	8	24	24	20	9	15	19	24	15	18	22	42	14	5	26	184	16	17	27	6	22	4	10	12	1	74	22	12	13	
599	759	705	637	685	767	669	990	382	1014	803	675	869	706	689	749	807	495	822	614	16	710	144	407	214	748	38	805	65	104	158	34	630	200	310	683	
13	20	28	70	28	41	12	8	24	24	20	9	15	19	24	15	18	22	42	14	5	26	184	16	17	27	6	22	4	10	12	1	74	22	12	13	
1788	1601	1467	1193	1087	1792	1719	1901	694	1762	1677	1416	1416	1175	1683	1436	1175	1183	1536	772	129	1064	322	776	319	1125	106	1573	231	236	380	115	1096	228	878	1204	
25	20	21	12	15	19	15	10	14	24	11	29	19	12	26	10	13	14	20	9	1	12	7	4	3	8	1	14	0	1	7	2	13	2	8	16	
1776	1601	1474	1251	1100	1814	1716	1899	704	1762	1686	1396	1412	1182	1681	1441	1180	1191	1558	777	133	1078	499	788	333	1144	111	1581	235	245	385	114	1157	248	882	1201	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	10	21	14	8	8	12	14	9	16	10	9	7	9	11	7	6	9	15	2	0	6	0	5	2	9	2	12	0	1	2	0	8	2	9	10	
191	145	180	115	114	211	221	233	76	210	200	168	147	148	163	153	146	140	156	93	15	114	29	69	24	138	20	178	19	27	61	8	128	15	100	132	
97	98	75	62	66	82	95	65	38	91	93	65	66	59	95	83	65	98	84	51	10	66	43	50	28	88	15	93	12	18	30	16	91	18	40	76	
1362	1252	1108	1014	863	1436	1286	1461	545	1360	1290	1082	1137	923	1303	1123	906	877	1219	602	105	855	396	616	267	878	71	1219	188	185	267	82	886	202	670	911	
47	38	41	19	22	32	38	51	15	38	41	35	21	23	54	37	27	27	36	11	0	14	15	14	2	9	2	43	7	5	10	3	23	5	30	36	
13	7	11	5	8	6	17	10	7	2	12	14	4	4	8	6	8	8	10	5	0	7	6	9	1	9	0	14	0	3	1	3	8	1	7	8	
18	17	11	11	8	12	18	28	5	11	19	6	10	5	19	15	9	15	18	7	1	5	6	4	3	10	1	8	3	1	8	1	6	0	14	12	
39	34	27	11	11	27	29	37	9	34	21	17	20	11	28	17	13	17	20	6	2	11	4	21	6	3	0	14	6	5	6	1	7	5	12	16	
