"УИК №771"	"УИК №772"	"УИК №773"	"УИК №774"	"УИК №775"	"УИК №776"	"УИК №777"	"УИК №778"	"УИК №779"	"УИК №780"	"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №786"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	"УИК №799"	"УИК №800"	"УИК №801"	"УИК №802"	"УИК №803"	"УИК №804"	"УИК №805"	"УИК №806"	"УИК №807"	"УИК №808"	"УИК №809"	"УИК №810"	"УИК №811"	"УИК №812"	"УИК №813"	"УИК №814"	"УИК №815"	"УИК №816"	"УИК №817"	"УИК №818"	
2350	1867	1825	1808	1846	2029	2167	2187	886	601	269	530	189	520	229	282	217	114	482	148	1020	563	610	357	229	559	390	104	1009	1008	283	189	607	936	429	489	320	280	564	624	769	484	160	501	186	141	157	
2100	1750	1700	1700	1700	1850	2000	2100	936	661	284	552	202	553	227	314	256	115	498	140	1074	581	639	364	234	584	393	104	1030	1012	280	192	639	987	431	504	323	283	579	648	811	497	167	517	194	147	156	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1432	1182	1344	1204	1355	1349	1319	1397	680	466	192	365	153	413	191	209	172	96	340	107	848	432	463	299	186	430	261	92	837	844	241	144	477	826	388	450	233	222	452	491	614	351	117	415	133	103	124	
261	124	67	98	102	153	107	91	162	87	50	135	25	76	26	51	31	15	133	32	70	46	65	44	37	77	86	8	83	77	23	22	101	91	34	35	60	37	79	89	99	73	25	48	49	30	23	
407	444	289	398	243	348	574	612	94	108	42	52	24	64	10	54	53	4	25	1	156	103	111	21	11	77	46	4	110	91	16	26	61	70	9	19	30	24	48	68	98	73	25	54	12	14	9	
261	124	67	98	102	153	107	91	162	87	50	135	25	76	26	51	31	15	133	32	70	46	65	44	37	77	86	8	83	77	23	22	101	91	34	35	60	37	79	89	99	73	25	48	49	30	23	
1432	1182	1344	1204	1355	1349	1319	1397	680	466	192	365	153	413	191	209	172	96	340	107	848	432	463	299	186	430	261	92	837	844	241	144	477	826	388	450	233	222	452	491	614	351	117	415	133	103	124	
20	24	9	15	3	13	10	10	2	3	3	0	0	2	0	0	4	0	0	0	0	4	6	0	0	0	0	0	8	1	1	0	0	2	0	0	0	0	2	4	8	2	0	29	0	0	0	
1673	1282	1402	1287	1454	1489	1416	1478	840	550	239	500	178	487	217	260	199	111	473	139	918	474	522	343	223	507	347	100	912	920	263	166	578	915	422	485	293	259	529	576	705	422	142	434	182	133	147	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	5	8	16	3	10	14	8	1	4	0	1	0	1	0	0	1	0	1	0	3	3	1	1	0	3	2	0	4	2	2	1	3	1	2	1	1	0	1	0	0	0	0	1	0	2	0	
204	86	126	190	102	153	232	194	50	15	9	15	5	16	2	2	8	4	2	3	40	42	12	11	5	16	22	5	34	48	20	3	34	25	9	61	6	10	11	19	19	9	9	25	5	6	9	
72	47	58	86	23	55	138	63	10	14	7	24	9	19	3	2	6	4	4	4	22	31	6	1	1	8	29	6	17	22	4	7	8	12	9	5	4	7	7	21	3	6	2	22	2	6	8	
1364	1117	1180	960	1294	1250	999	1183	772	509	222	455	163	445	210	256	184	99	462	130	842	387	498	329	217	475	287	87	842	842	234	149	529	873	397	414	279	242	504	531	677	402	128	380	174	117	129	
8	4	8	9	9	8	7	9	1	3	0	2	0	1	1	0	0	1	1	0	3	2	2	0	0	1	2	1	5	2	1	0	1	2	2	1	1	0	2	2	3	2	0	2	0	0	0	
7	13	14	15	6	8	17	12	2	2	0	1	1	3	0	0	0	0	1	0	3	7	1	1	0	2	4	1	8	2	2	2	2	1	2	2	2	0	3	1	1	2	3	1	0	2	1	
4	5	6	10	8	3	5	5	1	3	0	1	0	1	0	0	0	3	1	1	2	2	1	0	0	1	1	0	1	1	0	3	1	0	0	1	0	0	0	2	1	1	0	3	1	0	0	
2	5	2	1	9	2	4	4	3	0	1	1	0	1	1	0	0	0	1	1	3	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	
