"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	"УИК №1424"	"УИК №1425"	
729	718	694	783	198	157	389	483	1139	642	912	952	751	912	626	922	413	426	491	494	306	125	178	541	372	
741	720	698	791	198	159	376	497	1104	642	897	992	752	927	615	923	415	427	491	496	308	132	180	541	369	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	
648	640	621	713	160	141	372	427	953	615	740	819	522	804	589	867	373	402	471	470	289	78	172	486	336	
26	50	37	58	23	8	0	56	72	9	15	83	33	43	16	39	34	16	9	14	10	0	0	25	18	
26	30	40	20	15	10	4	14	79	18	142	90	197	80	10	17	8	9	11	12	9	7	8	30	15	
67	50	37	58	23	8	0	56	72	9	15	83	33	43	16	39	34	16	9	14	10	47	0	25	18	
648	640	621	713	160	141	372	427	953	615	740	819	522	804	589	867	373	402	471	468	289	78	172	486	336	
0	5	0	0	0	0	0	0	11	2	0	10	6	0	4	4	5	4	0	0	0	0	0	0	0	
715	685	658	771	183	149	372	483	1014	622	755	892	549	847	601	902	402	414	480	482	299	125	172	511	354	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	0	3	3	1	0	0	3	4	2	1	6	4	2	1	4	0	6	2	0	0	1	1	2	0	
30	21	20	63	12	4	12	25	42	35	52	23	75	18	16	51	4	19	11	12	15	1	5	29	0	
38	77	65	46	7	13	15	29	60	41	23	34	62	26	49	56	10	39	60	38	20	7	8	38	42	
639	579	563	648	161	124	340	422	883	535	677	808	391	796	528	781	387	347	406	418	261	115	156	436	312	
3	6	3	5	0	4	0	1	10	7	1	6	4	2	2	3	0	3	1	9	0	0	0	2	0	
1	0	4	2	2	0	3	2	7	0	1	8	7	2	2	4	1	0	0	0	0	1	2	1	0	
1	2	0	3	0	2	0	1	5	1	0	3	2	1	2	1	0	0	0	3	3	0	0	2	0	
1	0	0	1	0	2	2	0	3	1	0	4	4	0	1	2	0	0	0	2	0	0	0	1	0	
