"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	"УИК №666"	"УИК №667"	"УИК №668"	"УИК №669"	"УИК №670"	"УИК №671"	"УИК №672"	"УИК №673"	"УИК №674"	"УИК №675"	
489	177	172	220	334	242	644	656	157	341	381	288	156	580	265	492	702	718	596	657	674	246	210	
527	178	175	206	370	220	639	668	147	355	366	279	150	575	251	488	715	716	619	670	690	231	215	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
421	162	148	197	288	196	485	564	130	302	339	255	142	509	221	413	500	625	550	594	609	205	172	
44	6	12	9	27	19	60	41	13	19	26	23	5	32	12	64	39	38	34	39	43	20	12	
62	10	15	0	55	5	94	63	4	34	1	1	3	34	18	11	176	53	35	36	38	6	31	
44	6	12	9	27	19	60	41	13	19	26	23	5	32	12	64	39	38	34	39	43	20	12	
421	162	148	197	288	196	485	564	130	302	339	255	142	509	221	413	500	625	550	594	609	205	172	
0	0	0	0	0	0	16	0	0	0	0	0	0	3	3	0	8	0	0	5	0	1	0	
465	168	160	206	315	215	529	605	143	321	365	278	147	538	230	477	531	663	584	628	652	224	184	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
3	8	6	3	6	7	71	9	11	4	32	3	5	7	16	11	58	7	7	2	4	8	1	
2	2	2	4	4	6	32	17	2	3	2	6	2	3	8	3	20	0	1	1	4	5	6	
459	156	152	197	302	200	420	575	130	314	331	267	140	526	203	461	442	656	572	621	643	207	174	
0	0	0	1	0	0	2	4	0	0	0	2	0	1	1	1	6	0	1	0	1	1	2	
0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	3	1	
0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	
0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	1	1	0	0	0	
