"УИК №1563"	"УИК №1564"	"УИК №1565"	"УИК №1566"	"УИК №1567"	"УИК №1568"	"УИК №1569"	"УИК №1570"	"УИК №1571"	"УИК №1572"	"УИК №1573"	"УИК №1574"	"УИК №1575"	"УИК №1576"	"УИК №1577"	"УИК №1578"	"УИК №1579"	"УИК №1580"	"УИК №1581"	"УИК №1582"	"УИК №1583"	"УИК №1584"	"УИК №1585"	"УИК №1586"	"УИК №1587"	"УИК №1588"	"УИК №1589"	"УИК №1590"	"УИК №1591"	"УИК №1593"	"УИК №1594"	
149	250	1529	209	125	330	1455	680	424	97	1797	1585	447	212	124	90	188	374	416	84	187	373	666	81	268	389	184	244	103	302	21	
130	249	1562	198	129	340	1469	682	409	85	1793	1588	437	201	125	85	202	376	422	84	185	366	665	67	264	385	181	242	98	275	15	
0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
74	155	736	104	66	168	657	349	205	51	937	896	242	102	51	47	94	178	200	46	92	186	365	50	141	203	89	141	67	212	9	
7	7	62	10	21	6	42	22	26	0	36	25	7	7	9	8	26	23	40	3	13	13	21	9	29	32	16	33	1	18	2	
49	87	764	82	39	166	770	311	178	34	820	667	188	92	65	30	82	175	182	35	80	167	279	8	94	150	76	68	30	45	4	
7	7	62	12	24	6	42	22	26	0	36	25	7	7	9	8	26	23	40	3	13	13	21	9	29	32	16	33	1	18	2	
74	155	736	104	66	168	657	349	205	51	937	896	242	102	51	47	94	178	200	46	92	186	365	50	141	203	89	141	67	212	9	
1	1	16	1	0	0	20	3	0	0	9	12	1	2	0	0	2	3	0	0	1	1	5	0	1	1	0	2	0	1	0	
80	161	782	115	90	174	679	368	231	51	964	909	248	107	60	55	118	198	240	49	104	198	381	59	169	234	105	172	68	229	11	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	1	4	0	1	1	4	2	0	0	6	6	2	0	0	1	0	1	1	0	0	4	0	0	2	2	0	4	1	1	0	
9	8	77	6	1	14	97	33	16	3	149	122	16	6	4	4	11	17	27	5	4	14	45	3	10	29	8	14	3	18	0	
7	16	82	5	14	21	92	28	49	8	100	143	23	19	3	6	8	25	3	3	14	22	39	7	22	25	7	13	3	18	3	
63	131	598	103	71	130	471	298	162	40	691	616	202	80	53	44	98	153	206	41	83	154	290	49	131	173	88	132	59	190	8	
0	4	11	1	1	2	4	5	1	0	4	9	2	1	0	0	1	1	2	0	1	1	2	0	3	0	1	6	0	0	0	
0	0	8	0	0	4	2	2	2	0	9	2	1	0	0	0	0	1	1	0	1	1	2	0	1	4	0	3	2	0	0	
0	0	1	0	1	0	3	0	0	0	4	6	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	
0	1	1	0	1	2	6	0	1	0	1	5	1	1	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	1	0	
