"УИК №1027"	"УИК №1028"	"УИК №1029"	"УИК №1030"	"УИК №1031"	"УИК №1032"	"УИК №1033"	"УИК №1034"	"УИК №1035"	"УИК №1036"	"УИК №1037"	"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1062"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	"УИК №1069"	"УИК №1070"	"УИК №1071"	"УИК №1072"	"УИК №1073"	
510	932	101	97	712	148	190	628	387	255	105	264	372	787	183	171	170	580	220	571	273	170	1044	80	151	178	149	91	589	339	319	164	451	136	750	607	1327	130	333	184	1317	1227	725	1333	1153	877	517	
524	959	106	96	762	148	186	645	415	271	117	281	378	821	195	173	175	600	204	575	280	175	1094	104	161	204	174	94	620	334	333	168	448	132	776	663	1329	129	341	190	1369	1286	747	1388	1192	900	514	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
291	579	84	71	452	110	118	342	250	165	52	177	222	361	90	117	84	283	143	384	184	114	615	79	97	134	110	82	479	226	207	97	162	88	458	406	649	75	189	113	751	657	444	733	717	497	313	
30	31	12	0	73	4	15	44	20	8	7	6	16	107	14	3	24	21	9	20	7	6	46	0	4	10	10	0	28	15	8	14	24	0	46	58	49	11	21	12	60	62	27	55	88	33	62	
203	349	10	25	237	34	53	259	145	98	58	98	140	353	91	53	67	296	52	171	89	55	433	25	60	60	54	12	113	93	118	57	262	44	272	199	631	43	131	65	558	567	276	600	387	370	139	
30	31	12	0	73	4	15	44	20	8	7	6	16	107	14	3	24	21	9	20	7	6	46	0	4	10	10	0	28	15	8	14	24	0	46	58	49	11	21	12	60	62	27	55	88	33	62	
291	579	84	71	452	110	118	342	250	165	52	177	222	361	90	117	84	283	143	384	184	114	615	79	97	134	110	82	479	226	207	97	162	88	458	406	649	75	189	113	751	657	444	733	716	497	313	
5	0	1	0	3	0	4	4	2	0	1	3	4	5	1	1	1	5	2	5	1	0	11	0	1	1	3	2	0	0	3	0	12	0	6	2	4	2	1	0	8	15	15	13	14	14	1	
316	610	95	71	522	114	129	382	268	173	58	180	234	463	103	119	107	299	150	399	190	120	650	79	100	143	117	80	507	241	212	111	174	88	498	462	694	84	209	125	803	704	456	775	790	516	374	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	8	0	2	2	1	0	5	2	3	0	1	2	2	0	0	0	1	0	2	1	4	5	0	2	2	3	0	4	1	1	0	4	0	7	5	2	1	1	1	17	5	11	12	8	5	1	
84	83	17	6	84	6	21	55	65	25	2	21	31	94	9	2	17	35	10	34	25	15	117	15	7	7	8	14	46	41	17	9	33	8	16	40	107	13	8	11	205	148	105	186	178	124	83	
20	56	9	0	65	10	14	24	16	15	1	10	12	28	8	16	7	25	5	32	18	10	20	0	4	3	2	1	18	13	26	6	10	11	37	29	75	6	18	14	56	51	31	60	38	33	22	
196	452	69	60	367	97	91	290	183	125	54	146	184	328	85	101	82	236	134	324	142	89	499	62	87	126	99	61	435	182	165	96	107	66	428	381	497	63	181	92	503	486	295	500	541	339	255	
2	7	0	0	2	0	2	3	0	2	0	1	2	4	1	0	1	1	0	2	4	1	2	2	0	1	0	2	0	0	1	0	1	0	0	3	3	0	1	3	10	7	2	8	14	7	3	
5	1	0	3	2	0	1	5	1	1	0	0	2	1	0	0	0	1	0	2	0	1	4	0	0	4	5	2	2	3	2	0	4	2	7	1	6	1	0	2	7	5	6	3	5	1	5	
3	3	0	0	0	0	0	0	0	1	1	1	1	3	0	0	0	0	1	3	0	0	2	0	0	0	0	0	0	1	0	0	3	1	2	3	3	0	0	2	2	1	4	6	3	2	3	
1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	12	0	1	0	1	0	0	0	3	1	2	0	3	5	2	
