"УИК №763"	"УИК №764"	"УИК №765"	"УИК №766"	"УИК №767"	"УИК №768"	"УИК №769"	"УИК №770"	"УИК №771"	"УИК №772"	"УИК №773"	"УИК №774"	"УИК №775"	"УИК №776"	"УИК №777"	"УИК №778"	"УИК №779"	"УИК №780"	"УИК №781"	"УИК №782"	"УИК №783"	"УИК №784"	"УИК №785"	"УИК №786"	"УИК №787"	"УИК №788"	"УИК №789"	"УИК №790"	"УИК №791"	"УИК №792"	"УИК №793"	"УИК №794"	"УИК №795"	"УИК №796"	"УИК №797"	"УИК №798"	
2426	2631	1620	2487	2282	1308	1396	1851	2954	2335	2698	2713	2212	2273	1252	1210	1150	1320	2562	2383	2809	2569	1518	1639	2036	2636	2730	1894	1834	2121	2416	1793	2304	2438	2814	1332	
2300	2500	1600	2400	2200	1200	1300	1700	2500	2400	2400	2500	2000	2200	1000	1000	1000	1100	2300	2200	2600	2400	1300	1500	2000	2400	2500	1700	1500	2000	2500	1600	2100	2300	2600	1100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1351	1366	1368	1437	1212	687	810	1009	1514	1318	1553	1391	1054	1186	576	697	603	654	1431	1318	1843	1454	807	926	900	1243	1370	911	947	1061	1687	873	1248	1293	1500	567	
66	71	23	54	73	26	41	37	93	51	61	50	94	43	63	67	34	56	109	33	48	56	55	58	34	70	61	70	35	71	33	77	69	84	41	28	
883	1063	209	909	915	487	449	654	893	1031	786	1059	852	971	361	236	363	390	760	849	709	890	438	516	1066	1087	1069	719	518	868	780	650	783	923	1059	505	
66	71	23	54	73	26	41	37	93	51	61	50	94	43	63	67	34	56	109	33	48	56	55	58	34	70	61	70	35	71	33	77	69	84	41	28	
1351	1366	1368	1437	1212	687	810	1008	1514	1315	1553	1389	1054	1186	576	697	603	654	1431	1318	1842	1454	807	924	900	1243	1370	911	947	1061	1685	873	1248	1293	1500	567	
28	15	16	25	12	12	12	11	28	12	24	11	11	10	6	6	5	17	17	15	30	17	6	10	9	14	20	10	14	13	30	10	16	8	24	9	
1389	1422	1375	1466	1273	701	839	1034	1579	1354	1590	1428	1137	1219	633	758	632	693	1523	1336	1860	1493	856	972	925	1299	1411	971	968	1119	1688	940	1301	1369	1517	586	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	8	5	10	15	0	0	18	8	14	11	18	8	7	4	5	4	7	3	17	20	7	9	9	10	13	21	14	7	7	9	4	9	16	14	3	
181	176	135	208	138	126	115	147	215	204	230	173	160	146	74	108	80	65	225	175	267	200	131	119	112	207	204	133	151	149	163	55	196	204	210	77	
77	72	108	69	66	45	57	80	100	90	87	93	72	116	32	57	44	38	91	81	93	93	64	51	73	97	90	61	72	93	117	16	88	82	90	48	
1052	1111	1044	1111	1014	508	634	741	1180	974	1191	1084	854	895	503	558	484	548	1151	1002	1395	1131	609	768	703	921	1029	724	694	812	1263	856	949	1008	1141	441	
36	25	57	25	13	8	13	15	28	27	21	21	13	28	3	9	12	14	18	28	31	23	22	7	14	28	14	16	17	24	70	2	18	26	22	4	
14	8	5	10	9	8	9	13	15	13	12	15	11	10	6	12	3	4	9	8	19	12	6	6	7	13	24	7	11	11	10	3	17	15	17	5	
1	9	13	15	5	4	8	14	15	8	11	7	10	9	4	4	0	6	10	13	12	9	6	7	4	10	9	5	8	6	31	1	9	6	11	4	
20	13	8	18	13	2	3	6	18	24	27	17	9	8	7	5	5	11	16	12	23	18	9	5	2	10	20	11	8	17	25	3	15	12	12	4	
