"УИК №1401"	"УИК №1402"	"УИК №1403"	"УИК №1404"	"УИК №1405"	"УИК №1406"	"УИК №1407"	"УИК №1408"	"УИК №1409"	"УИК №1410"	"УИК №1411"	"УИК №1412"	"УИК №1413"	"УИК №1414"	"УИК №1415"	"УИК №1416"	"УИК №1417"	"УИК №1418"	"УИК №1419"	"УИК №1420"	"УИК №1421"	"УИК №1422"	"УИК №1423"	
593	347	1368	1170	1258	1334	447	202	182	213	397	225	148	375	465	445	256	310	212	199	332	156	168	
610	410	1450	1260	1250	1400	480	220	200	220	440	230	160	390	480	460	290	340	220	210	340	160	180	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
468	304	1265	1064	1114	1233	354	173	146	167	337	186	92	261	339	344	177	236	172	165	241	121	136	
73	33	78	64	111	61	58	23	23	31	55	35	43	91	108	79	55	53	32	28	83	20	29	
69	73	107	132	25	106	68	24	31	22	48	9	25	38	33	37	58	51	16	17	16	19	15	
73	33	78	64	111	61	58	23	23	31	55	35	43	91	108	79	55	53	32	28	83	20	29	
468	304	1265	1064	1114	1233	354	173	146	167	337	186	92	261	339	344	177	236	172	165	241	121	136	
0	20	0	8	0	16	0	15	0	8	0	10	0	20	2	7	0	0	0	0	8	2	0	
541	317	1343	1120	1225	1278	412	181	169	190	392	211	135	332	445	416	232	289	204	193	316	139	165	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	1	5	7	4	4	1	0	1	1	2	1	0	6	0	1	1	0	1	2	0	2	
42	5	42	93	24	49	17	12	4	21	5	11	7	19	33	31	20	12	9	4	11	15	2	
22	20	27	46	3	29	36	6	6	9	12	7	7	23	17	12	8	16	4	8	6	4	10	
470	286	1266	949	1176	1168	351	160	155	156	371	189	118	281	388	365	200	257	187	178	286	117	148	
3	2	2	13	5	14	1	1	0	0	0	0	0	2	0	4	0	1	4	1	5	1	2	
2	2	4	6	3	7	2	1	4	2	2	2	2	3	1	4	3	0	0	1	4	1	1	
0	0	0	3	4	5	1	0	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	
1	0	1	5	3	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	
