"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	
2062	1370	2586	2889	667	1013	1055	169	1389	1687	1422	1110	1050	1589	1465	1436	1364	1435	1331	1161	1409	1410	1803	1318	1069	1477	1341	1296	1500	1069	1435	1267	1350	1307	1916	1041	986	1715	1284	1657	1250	1641	1256	2831	143	
2010	1360	2615	2875	660	1010	1075	165	1345	1655	1425	1100	1085	1555	1400	1300	1385	1420	1315	1140	1420	1390	1780	1305	1060	1450	1315	1305	1490	1080	1410	1240	1325	1290	1815	1025	990	1715	1275	1620	1205	1620	1300	2730	145	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1223	800	1552	1649	374	665	600	125	849	1019	915	612	633	975	974	903	880	853	860	789	831	851	1316	952	664	898	839	760	1159	863	1083	787	848	861	1134	719	527	1049	797	1008	756	1064	745	1283	99	
30	23	37	67	22	23	14	7	35	15	37	45	22	36	63	137	36	30	29	25	55	19	54	12	6	35	48	29	39	20	38	37	46	38	28	64	27	28	73	94	56	29	28	18	8	
757	537	1026	1159	264	322	461	33	461	621	473	443	430	544	363	260	469	537	426	326	534	520	410	341	390	517	428	516	292	197	289	416	431	391	653	242	436	638	405	518	393	527	527	1429	38	
30	23	37	67	22	23	14	7	35	15	37	45	22	36	63	137	36	30	29	25	55	19	54	12	6	35	48	29	39	20	38	37	46	38	28	64	27	28	73	94	56	29	28	18	8	
1223	800	1552	1649	374	665	600	125	849	1019	915	612	633	975	974	903	880	853	860	788	830	851	1316	952	664	898	839	760	1159	863	1083	787	848	861	1134	719	527	1049	797	1008	756	1064	744	1283	99	
16	4	12	15	5	4	10	0	5	11	0	2	11	9	28	9	5	8	7	7	11	9	0	4	7	10	8	12	14	5	0	12	7	7	6	7	5	5	6	4	3	9	9	14	1	
1237	819	1577	1701	391	684	604	132	879	1023	952	655	644	1002	1009	1031	911	875	882	806	874	861	1370	960	663	923	879	777	1184	878	1121	812	887	892	1156	776	549	1072	864	1098	809	1084	763	1287	106	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	5	4	8	3	3	4	1	6	4	14	4	4	5	4	8	9	6	6	10	4	7	5	7	1	7	4	5	4	5	7	2	3	5	8	4	1	4	10	7	6	12	7	6	2	
154	108	212	137	48	73	73	4	113	115	120	52	45	124	104	119	141	111	126	87	103	93	139	122	84	130	88	96	151	70	166	93	72	103	147	96	50	136	81	131	93	157	100	168	8	
60	47	71	83	18	30	24	8	26	56	46	20	14	45	42	39	36	33	32	20	31	49	56	35	21	50	40	30	42	30	69	31	31	32	57	34	34	49	26	55	41	52	29	94	8	
977	631	1255	1430	313	555	490	118	706	797	741	560	561	788	822	816	694	693	682	662	710	674	1113	775	537	696	726	623	965	753	847	658	758	712	905	613	455	846	724	874	654	835	611	981	84	
14	7	7	17	3	4	6	1	6	22	15	5	4	14	6	13	7	10	12	9	9	13	12	8	4	11	7	7	4	5	11	8	13	17	8	15	5	9	5	8	5	9	6	14	1	
10	9	7	9	6	9	2	0	5	12	5	6	6	10	6	4	11	4	7	0	8	10	7	4	5	8	4	4	4	6	6	7	4	9	16	0	2	9	7	8	1	8	5	10	3	
11	5	11	8	0	4	3	0	3	7	6	3	6	7	10	7	10	10	9	10	6	7	33	5	4	10	6	4	7	2	11	3	3	4	4	9	2	9	5	8	4	3	2	8	0	
5	7	10	9	0	6	2	0	14	10	5	5	4	9	15	25	3	8	8	8	3	8	5	4	7	11	4	8	7	7	4	10	3	10	11	5	0	10	6	7	5	8	3	6	0	
