"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	"УИК №137"	"УИК №138"	"УИК №139"	"УИК №140"	"УИК №141"	"УИК №142"	"УИК №143"	"УИК №144"	"УИК №145"	"УИК №146"	"УИК №147"	"УИК №148"	"УИК №149"	"УИК №150"	"УИК №151"	"УИК №152"	"УИК №153"	"УИК №786"	
1657	1586	1800	1669	2314	2215	1958	2119	2073	2039	1664	1767	2056	1485	1538	1967	1631	1914	1612	2398	1924	1693	1918	2207	2098	2170	1927	2140	2019	2160	1991	1447	1416	1863	1811	1855	1655	1929	183	
1600	1400	1500	1500	2000	2000	1800	1900	1800	1700	1500	1400	1900	1400	1400	1700	1400	1700	1400	2000	1600	1500	1700	1900	1900	1900	1700	1900	1700	1900	1800	1300	1100	1400	1400	1700	1500	1500	190	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
812	834	995	862	1429	1379	1084	1270	1190	1197	914	977	1282	829	934	857	769	1057	1025	1523	1137	1007	1175	1401	1220	1389	1127	1387	1313	1322	909	1003	904	1189	1099	892	910	1106	106	
110	89	85	155	71	78	96	93	100	57	60	65	101	90	54	116	94	49	36	59	45	51	76	90	83	82	100	231	148	74	121	38	52	124	54	97	55	42	55	
678	477	420	483	500	543	620	537	510	446	526	358	517	481	412	727	537	594	339	418	418	442	449	409	597	429	473	282	239	504	770	259	144	87	247	711	535	352	29	
110	89	85	155	71	78	96	93	100	57	60	65	101	90	54	116	94	49	36	59	45	51	76	90	83	82	100	231	148	74	121	37	52	124	54	97	55	42	55	
812	834	995	861	1429	1377	1084	1270	1190	1197	913	977	1282	829	932	855	769	1055	1024	1517	1137	1007	1175	1400	1220	1389	1126	1386	1313	1322	909	1003	904	1188	1095	886	909	1104	106	
9	9	7	12	19	16	8	25	12	13	8	9	13	7	6	5	25	33	7	19	10	10	16	14	13	19	19	18	11	15	14	7	3	16	10	15	12	14	4	
913	914	1073	1004	1481	1439	1172	1338	1278	1241	965	1033	1370	912	980	966	838	1071	1053	1557	1172	1048	1235	1476	1290	1452	1207	1599	1450	1381	1016	1033	953	1296	1139	968	952	1132	157	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	10	2	9	15	11	7	13	10	16	11	5	13	4	6	5	7	8	12	18	17	4	11	15	3	12	16	12	12	14	7	9	15	10	12	11	15	10	1	
123	100	99	110	160	148	143	142	147	154	115	117	121	87	136	136	98	151	119	206	126	104	150	179	176	179	153	198	202	188	131	166	138	159	138	149	116	139	9	
44	74	64	72	90	92	87	82	93	92	70	75	55	31	70	60	76	98	76	90	86	72	73	103	79	70	80	91	69	69	53	42	30	73	66	73	51	69	1	
674	673	851	765	1117	1100	874	1029	960	929	732	778	1098	758	716	717	606	725	806	1138	872	819	931	1084	958	1083	871	1201	1067	1011	776	736	707	973	837	684	723	826	146	
42	23	25	21	36	36	26	30	27	23	12	19	36	10	21	18	15	47	18	44	27	14	25	39	34	44	35	37	42	46	17	36	28	33	39	23	29	36	0	
2	19	15	10	14	12	10	13	15	7	5	12	17	7	11	9	13	7	8	13	18	14	12	20	13	13	19	12	10	6	15	4	8	8	8	8	4	11	0	
10	5	9	9	18	13	6	11	8	9	6	7	12	6	7	7	12	11	10	20	10	12	13	15	7	18	19	11	21	11	9	13	9	19	14	7	7	21	0	
13	10	8	8	31	27	19	18	18	11	14	20	18	9	13	14	11	24	4	28	16	9	20	21	20	33	14	37	27	36	8	27	18	21	25	13	7	20	0	
