"УИК №106"	"УИК №107"	"УИК №108"	"УИК №109"	"УИК №110"	"УИК №111"	"УИК №112"	"УИК №113"	"УИК №114"	"УИК №115"	"УИК №116"	"УИК №117"	"УИК №118"	"УИК №119"	"УИК №120"	"УИК №121"	"УИК №122"	"УИК №123"	"УИК №124"	"УИК №125"	"УИК №126"	"УИК №127"	"УИК №128"	"УИК №129"	"УИК №130"	"УИК №131"	"УИК №132"	"УИК №133"	"УИК №134"	"УИК №135"	"УИК №136"	
1102	1160	683	1263	547	99	1128	1099	673	156	181	234	334	918	875	720	75	581	1045	537	77	521	312	117	603	237	890	106	530	562	183	
1050	1070	635	1160	510	90	1040	1070	630	150	170	215	320	850	830	680	70	570	1000	500	70	490	300	110	590	210	870	100	630	530	170	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1007	1024	577	1020	483	87	864	1036	592	145	121	210	286	784	789	653	70	423	951	432	66	421	274	101	552	183	803	94	524	430	151	
0	0	4	0	1	0	23	1	3	0	0	0	3	1	2	3	0	3	0	5	0	0	0	0	0	0	6	0	6	20	0	
43	46	54	140	26	3	153	33	35	5	49	5	31	65	39	24	0	144	49	63	4	69	26	9	38	27	61	6	100	80	19	
0	0	4	0	1	0	23	1	3	0	0	0	3	1	2	3	0	3	0	5	0	0	0	0	0	0	6	0	6	20	0	
1007	1024	577	1020	483	87	864	1036	592	145	121	210	286	784	789	653	70	423	951	432	66	421	274	101	552	183	803	94	524	430	151	
1	4	2	0	0	5	0	6	3	0	0	0	1	0	0	0	0	0	4	0	0	1	2	0	1	0	3	0	0	0	0	
1006	1020	579	1020	484	82	887	1031	592	145	121	210	288	785	791	656	70	426	947	437	66	420	272	101	551	183	806	94	530	450	151	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
69	34	75	66	54	6	83	53	48	2	12	12	29	61	49	38	0	26	57	44	6	17	16	10	32	12	49	9	24	32	12	
3	1	2	1	0	0	5	4	4	0	0	0	0	1	2	2	0	1	1	0	0	1	0	0	1	1	0	0	2	0	0	
931	977	495	940	426	76	777	968	538	143	108	197	254	716	737	614	70	397	883	384	60	396	255	91	517	167	755	85	498	417	138	
0	4	5	12	4	0	6	0	0	0	1	1	0	4	1	1	0	2	2	4	0	2	0	0	1	3	2	0	2	0	1	
0	4	2	0	0	0	4	3	2	0	0	0	4	3	0	1	0	0	3	5	0	4	0	0	0	0	0	0	1	0	0	
3	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	5	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	
