"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	
1453	329	1639	1582	1557	1775	407	234	198	248	125	119	125	420	376	117	249	118	222	719	259	417	657	236	
1450	320	1610	1600	1500	1800	380	240	190	220	140	130	110	435	375	100	270	120	200	700	280	400	700	230	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
733	191	820	833	827	921	194	115	102	147	71	47	46	198	198	48	129	69	98	367	100	163	323	121	
64	18	60	58	145	62	83	49	39	27	21	31	13	71	75	25	24	9	23	28	72	103	122	21	
653	111	730	709	528	817	103	76	49	46	48	52	51	166	102	27	117	42	79	305	108	134	255	88	
64	18	60	58	145	62	83	49	39	27	21	31	13	71	75	25	24	9	23	28	72	103	122	21	
733	191	820	833	827	921	194	115	102	147	71	47	46	198	198	48	129	69	98	367	100	163	323	121	
10	1	10	10	8	10	6	0	0	1	0	0	0	4	3	0	0	1	1	2	0	0	2	0	
787	208	870	881	964	973	271	164	141	173	92	78	59	265	270	73	153	77	120	393	172	266	443	142	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	4	5	4	9	9	1	0	0	0	1	1	2	1	2	0	4	0	2	0	1	4	6	1	
146	18	134	152	158	162	33	16	10	8	10	13	2	38	20	5	16	1	12	32	14	15	48	7	
64	20	87	70	66	111	31	14	10	19	11	6	4	37	18	8	15	12	17	41	23	35	64	19	
546	158	617	637	698	646	199	131	120	144	67	53	50	182	222	56	115	62	85	313	133	204	307	111	
10	2	10	7	11	23	2	1	0	1	3	4	0	4	0	1	1	2	1	6	0	0	7	1	
8	4	6	4	10	10	3	1	0	0	0	1	1	1	2	3	0	0	1	0	0	3	5	3	
6	2	9	3	7	7	0	0	1	1	0	0	0	1	5	0	1	0	1	0	1	3	6	0	
2	0	2	4	5	5	2	1	0	0	0	0	0	1	1	0	1	0	1	1	0	2	0	0	
