"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	
1284	1078	1257	233	76	106	146	177	129	286	224	352	402	114	122	478	294	133	335	169	204	178	
1318	1108	1312	229	75	105	139	174	130	280	227	382	426	115	129	489	303	142	342	175	206	175	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1105	947	1057	208	67	97	107	163	108	259	200	327	386	110	110	427	226	124	288	157	195	167	
13	15	38	0	0	0	0	0	9	11	8	25	0	0	0	17	52	0	15	3	0	0	
200	146	217	21	8	8	32	11	13	10	19	30	40	5	19	45	25	18	39	15	11	8	
13	15	38	0	0	0	0	0	9	11	8	25	0	0	0	17	52	0	15	3	0	0	
1105	947	1057	208	67	97	107	163	108	259	200	327	386	110	110	427	226	124	288	157	195	167	
1	36	11	1	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	
1117	926	1084	207	67	97	107	163	117	268	208	352	386	110	109	444	276	124	303	160	195	167	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	
98	46	58	16	3	7	1	8	7	24	7	10	8	2	0	23	5	6	15	1	4	2	
7	17	13	5	6	4	0	1	2	8	6	6	4	6	7	13	4	6	17	1	3	1	
1011	856	994	182	58	84	106	147	102	232	194	331	370	100	101	402	260	107	266	157	188	162	
0	2	5	1	0	0	0	6	1	0	0	0	1	0	0	3	1	0	1	1	0	1	
1	2	7	3	0	2	0	0	4	4	0	5	1	2	1	3	6	4	1	0	0	0	
0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	
