"УИК №1038"	"УИК №1039"	"УИК №1040"	"УИК №1041"	"УИК №1042"	"УИК №1043"	"УИК №1044"	"УИК №1045"	"УИК №1046"	"УИК №1047"	"УИК №1048"	"УИК №1049"	"УИК №1050"	"УИК №1051"	"УИК №1052"	"УИК №1053"	"УИК №1054"	"УИК №1055"	"УИК №1056"	"УИК №1057"	"УИК №1058"	"УИК №1059"	"УИК №1060"	"УИК №1061"	"УИК №1062"	"УИК №1063"	"УИК №1064"	"УИК №1065"	"УИК №1066"	"УИК №1067"	"УИК №1068"	"УИК №1069"	"УИК №1070"	"УИК №1071"	"УИК №1072"	"УИК №1073"	"УИК №1074"	"УИК №1075"	
990	721	910	767	846	757	936	839	879	685	415	791	995	946	452	395	280	360	1283	666	653	236	492	571	450	631	596	609	892	422	502	881	861	567	586	495	757	566	
864	672	835	716	792	700	870	780	827	640	390	730	758	717	417	370	250	345	1184	620	616	220	460	527	420	670	560	564	850	392	478	820	814	570	540	477	703	520	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
514	406	511	399	473	419	500	476	451	397	243	391	590	612	289	250	166	232	636	458	420	127	345	392	348	501	441	522	600	278	394	593	635	390	488	389	422	466	
107	56	39	41	95	106	60	56	70	54	50	56	47	52	32	18	19	26	160	47	35	15	25	34	40	46	64	35	140	42	34	79	85	51	25	23	53	52	
243	210	285	276	224	175	310	248	306	189	97	283	121	53	96	102	65	87	388	115	161	78	90	101	32	123	55	7	110	72	50	148	94	129	27	65	228	2	
107	56	39	41	95	106	60	56	70	54	50	56	47	52	32	18	19	26	160	47	35	15	25	34	40	46	64	35	140	42	34	79	85	51	25	23	53	52	
514	406	511	399	473	419	500	476	451	397	243	391	590	612	289	250	166	232	636	458	420	127	345	392	348	501	441	522	600	278	394	593	635	390	488	389	422	466	
22	3	2	4	10	9	8	13	14	8	8	16	12	10	5	5	2	0	16	6	3	4	9	8	24	18	5	12	12	14	3	9	2	7	4	3	10	10	
599	459	548	436	558	516	552	519	507	443	285	431	625	654	316	263	183	258	780	499	452	138	361	418	364	529	500	545	728	306	425	663	718	434	509	409	465	508	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	2	1	0	4	1	2	7	0	6	0	0	3	4	2	1	4	2	6	0	3	2	4	7	1	6	0	2	1	2	0	8	5	0	1	1	3	3	
123	76	134	91	97	108	108	109	82	98	48	71	168	142	72	36	34	49	120	56	89	16	45	76	16	53	31	75	42	42	38	112	85	49	11	47	77	16	
62	55	42	36	35	48	55	59	48	31	20	50	50	42	14	25	10	29	71	34	28	12	26	33	15	16	28	28	41	17	7	56	51	27	7	23	46	22	
397	320	358	300	414	345	369	335	361	300	209	302	390	431	223	200	131	173	573	403	328	104	281	288	327	440	434	425	632	241	376	476	556	355	488	329	326	462	
6	2	4	6	0	8	5	1	8	3	2	4	4	15	1	0	3	1	4	4	2	1	2	0	1	5	2	8	2	0	1	5	6	1	1	3	5	5	
2	0	6	2	4	3	4	3	2	3	2	3	6	3	2	1	0	2	2	1	0	2	1	7	3	5	3	3	7	4	2	4	4	1	0	2	5	0	
2	3	0	0	2	3	4	4	1	1	1	0	1	8	2	0	0	1	3	0	1	1	1	5	1	3	2	1	0	0	1	2	3	1	1	3	3	0	
2	1	3	1	2	0	5	1	5	1	3	1	3	9	0	0	1	1	1	1	1	0	1	2	0	1	0	3	3	0	0	0	8	0	0	1	0	0	
