"УИК №1301"	"УИК №1302"	"УИК №1303"	"УИК №1304"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1309"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	"УИК №1319"	"УИК №1320"	"УИК №1321"	"УИК №1322"	"УИК №1323"	"УИК №1324"	"УИК №1325"	"УИК №1326"	"УИК №1327"	
1655	2523	135	103	363	509	80	593	150	136	836	104	83	429	619	147	492	74	100	400	162	80	764	348	374	574	83	
1300	1900	150	100	350	450	100	500	150	110	650	110	90	450	650	150	400	70	100	350	150	80	600	300	380	500	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
878	1395	84	72	225	256	45	322	105	65	389	78	44	268	382	97	236	52	67	230	70	54	367	151	206	328	48	
140	232	10	10	39	141	10	80	13	24	160	26	32	78	111	21	55	12	19	47	45	12	141	65	86	77	12	
282	273	56	18	86	53	45	98	32	21	101	6	14	104	157	32	109	6	14	73	35	14	92	84	88	95	40	
140	232	10	10	39	141	10	80	13	24	160	26	32	78	111	21	55	12	19	47	45	12	141	65	86	77	12	
878	1395	84	72	225	256	45	322	105	65	389	78	44	268	382	97	236	52	67	230	70	54	367	151	206	328	48	
8	8	0	1	3	1	0	2	0	0	3	0	2	6	2	2	0	0	0	3	0	2	1	3	4	2	0	
1010	1619	94	81	261	396	55	400	118	89	546	104	74	340	491	116	291	64	86	274	115	64	507	213	288	403	60	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	4	1	0	1	5	0	2	0	1	3	0	0	3	7	3	0	0	1	0	2	1	6	2	0	1	0	
241	364	29	7	37	91	8	61	20	8	56	15	6	42	77	13	53	5	14	45	20	4	65	32	44	52	13	
65	115	6	17	12	31	3	52	27	6	39	6	6	34	52	12	23	6	9	22	12	2	35	39	18	36	2	
673	1089	58	56	206	257	41	273	67	73	442	79	61	252	346	85	211	51	60	199	78	57	397	137	212	305	45	
2	16	0	0	1	4	0	5	0	0	0	1	0	1	3	2	1	0	2	2	1	0	1	2	4	3	0	
14	13	0	1	2	7	3	6	2	1	2	2	1	6	4	1	1	1	0	4	1	0	2	1	6	4	0	
7	14	0	0	1	0	0	1	2	0	0	1	0	1	2	0	1	1	0	2	1	0	0	0	2	1	0	
5	4	0	0	1	1	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	
