"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №652"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	"УИК №661"	"УИК №662"	"УИК №663"	"УИК №664"	"УИК №665"	
133	323	449	229	130	221	443	133	448	346	236	272	85	128	50	255	453	405	278	259	361	113	333	236	467	264	168	251	927	1088	879	917	1030	827	369	
140	344	488	253	140	242	463	136	496	373	245	293	90	138	59	274	500	459	309	288	402	120	357	233	503	287	182	262	969	1064	929	975	1034	888	396	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
75	249	299	168	92	168	398	116	350	261	161	182	50	72	39	204	362	307	176	194	284	79	215	143	395	185	108	202	669	592	677	680	673	506	249	
51	48	80	39	27	34	31	13	69	39	57	42	32	40	6	24	46	51	67	43	57	23	93	76	58	57	48	33	64	141	43	84	56	88	49	
14	47	109	46	21	40	34	7	77	73	27	69	8	26	14	46	92	101	66	51	61	18	49	14	50	45	26	27	236	331	209	211	305	294	98	
51	48	80	39	27	34	31	13	69	39	57	42	32	40	6	24	46	51	67	43	57	23	93	76	58	57	48	33	64	141	43	84	56	88	49	
75	249	299	168	92	168	398	116	350	261	161	182	50	72	39	204	362	307	176	194	284	79	215	143	395	185	108	202	669	592	677	680	673	506	249	
0	1	0	1	0	0	1	9	1	2	2	3	0	0	1	1	0	4	0	0	4	1	2	0	0	0	2	0	10	11	9	6	12	6	5	
126	296	379	206	119	202	428	120	418	298	216	221	82	112	44	227	408	354	243	237	337	101	306	219	453	242	154	235	723	722	711	758	717	588	293	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	2	0	1	0	2	2	1	3	1	0	1	0	0	0	0	2	1	4	0	0	0	2	0	6	0	0	1	6	4	3	1	6	4	5	
7	5	50	19	6	11	19	5	32	30	15	13	2	11	1	13	15	28	23	10	22	4	13	9	19	16	7	9	87	81	50	86	89	89	28	
3	10	26	6	2	7	16	3	9	15	7	10	6	1	0	16	20	24	8	10	12	3	6	4	13	8	3	11	34	51	38	41	42	37	12	
114	276	301	176	110	178	387	109	365	250	190	195	74	100	43	198	369	300	207	211	296	93	282	201	414	217	144	212	580	559	612	617	563	447	239	
0	1	0	1	0	1	2	0	0	0	3	2	0	0	0	0	0	0	1	2	4	0	0	4	1	0	0	1	4	11	3	5	5	5	5	
1	0	1	2	0	2	1	2	5	1	1	0	0	0	0	0	1	1	0	0	3	1	3	0	0	0	0	1	4	4	1	3	8	2	3	
0	2	1	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	6	5	2	4	3	3	1	
0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	7	2	1	1	1	0	
