"УИК №1708"	"УИК №1709"	"УИК №1710"	"УИК №1711"	"УИК №1712"	"УИК №1713"	"УИК №1714"	"УИК №1715"	"УИК №1716"	"УИК №1717"	"УИК №1718"	"УИК №1719"	"УИК №1720"	"УИК №1721"	"УИК №1722"	"УИК №1723"	"УИК №1724"	"УИК №1725"	"УИК №1726"	"УИК №1727"	"УИК №1728"	"УИК №1729"	"УИК №1730"	"УИК №1731"	"УИК №1732"	"УИК №1733"	"УИК №1734"	"УИК №1735"	"УИК №1736"	"УИК №1737"	"УИК №1738"	"УИК №1739"	"УИК №1740"	"УИК №1741"	"УИК №1742"	"УИК №1743"	"УИК №1744"	"УИК №1745"	"УИК №1746"	"УИК №1747"	"УИК №1748"	"УИК №1749"	"УИК №1750"	"УИК №1751"	"УИК №1752"	"УИК №1753"	"УИК №1754"	"УИК №1755"	"УИК №1756"	"УИК №1757"	"УИК №1758"	"УИК №1759"	"УИК №1760"	"УИК №1761"	"УИК №1762"	
905	666	497	385	71	658	180	336	571	285	334	108	415	834	690	131	72	80	53	272	396	68	786	144	428	103	365	90	70	120	141	229	438	901	105	261	177	141	153	132	70	169	206	299	203	181	476	116	122	148	299	69	185	89	89	
891	651	490	380	70	650	170	330	570	210	300	100	400	800	650	120	60	70	50	270	400	60	780	140	420	100	360	70	70	110	140	230	440	850	100	230	170	140	150	130	70	160	200	250	200	180	442	110	100	150	300	70	180	80	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735	273	445	297	63	640	112	270	559	192	263	80	376	745	591	91	58	66	43	242	331	49	735	110	375	86	263	67	60	110	135	178	370	301	72	230	165	132	145	117	66	153	187	230	175	170	417	67	90	145	270	52	166	68	70	
0	33	0	0	0	0	0	0	0	0	0	6	0	7	10	0	0	0	0	0	0	0	21	16	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156	345	45	83	7	10	58	60	11	18	37	14	24	48	49	29	2	4	7	28	69	11	24	14	45	14	90	3	10	0	5	45	70	549	28	0	5	8	5	13	4	7	13	20	25	10	25	43	10	5	30	18	14	12	30	
0	33	0	0	0	0	0	0	0	0	0	6	0	7	10	0	0	0	0	0	0	0	21	16	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
735	273	445	297	63	640	112	270	559	192	263	80	376	745	591	91	58	66	43	242	331	49	735	110	375	86	263	67	60	110	135	178	370	301	72	230	165	132	145	117	66	153	187	230	175	170	417	67	90	145	270	52	166	68	70	
7	7	4	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	8	0	0	0	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	1	
728	299	441	297	63	640	112	270	554	191	263	86	376	751	601	91	58	66	43	242	331	48	756	123	367	86	270	67	60	109	129	185	370	301	72	229	165	132	145	117	66	153	187	230	175	170	408	67	89	144	270	52	166	68	69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
20	33	18	11	18	15	0	21	3	20	53	4	9	28	21	5	1	3	1	0	5	1	0	1	11	0	13	35	1	1	1	6	10	1	0	4	5	5	0	3	3	9	9	13	21	6	14	7	1	7	23	4	8	6	31	
0	1	1	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	1	1	2	6	0	0	0	5	0	0	0	0	
706	264	421	283	45	610	112	243	550	163	203	79	366	723	578	86	57	63	41	242	326	46	756	122	356	86	255	32	59	108	128	173	360	296	72	220	146	126	139	114	63	144	178	213	150	157	381	57	86	137	236	48	157	62	35	
1	0	0	2	0	12	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	2	0	0	3	1	0	0	0	0	0	1	2	3	3	1	2	0	3	0	0	0	0	
0	1	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	2	0	0	3	0	1	0	0	
0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
1	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
