"УИК №616"	"УИК №617"	"УИК №618"	"УИК №619"	"УИК №620"	"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №642"	"УИК №643"	"УИК №644"	"УИК №645"	"УИК №646"	"УИК №647"	"УИК №648"	"УИК №649"	"УИК №650"	"УИК №651"	"УИК №653"	"УИК №654"	"УИК №655"	"УИК №656"	"УИК №657"	"УИК №658"	"УИК №659"	"УИК №660"	
1417	1652	2003	1954	777	384	129	414	639	458	84	446	528	329	828	675	598	211	777	201	365	366	432	883	350	569	676	185	167	147	137	297	257	248	872	229	356	494	226	232	266	387	1206	
1400	1570	1990	1900	770	410	130	420	620	460	90	440	500	320	820	680	630	210	780	200	360	340	420	870	340	570	680	190	170	160	160	320	260	250	860	230	350	500	240	230	270	390	1260	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
789	887	1571	1063	635	324	108	344	508	345	72	377	285	285	672	543	478	150	618	169	271	288	347	688	271	458	577	165	143	137	122	272	208	191	725	187	304	416	188	193	222	319	978	
208	169	209	214	83	38	17	53	78	64	10	51	91	26	104	90	60	26	80	23	49	50	64	168	58	58	67	19	14	7	10	20	34	37	89	32	42	60	31	29	30	45	174	
403	514	210	623	52	48	5	23	34	51	8	12	124	9	44	47	92	34	82	8	40	2	9	14	11	54	36	6	13	16	28	28	18	22	46	11	4	24	21	8	18	26	108	
208	169	209	214	83	38	17	53	78	64	10	51	91	26	104	90	60	26	80	23	49	50	64	168	58	58	67	19	14	7	10	20	34	37	89	32	42	60	31	29	30	45	174	
789	887	1571	1063	635	324	108	344	508	345	72	377	285	285	672	543	478	150	618	169	271	288	347	688	271	458	577	165	143	137	122	272	208	191	725	187	304	416	188	193	222	319	978	
6	10	11	15	5	2	0	6	2	1	1	4	9	2	5	0	1	0	2	1	0	1	0	3	0	0	0	0	1	0	0	2	13	0	0	16	0	19	7	6	0	5	0	
991	1046	1769	1262	713	360	125	391	584	408	81	424	367	309	771	633	537	176	696	191	320	337	411	853	329	516	644	184	156	144	132	290	229	228	814	203	346	457	212	216	252	359	1152	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	5	6	17	3	0	0	2	2	0	0	2	0	1	5	2	3	1	3	1	2	0	0	2	0	1	5	1	0	1	0	0	0	3	0	2	4	3	0	1	1	8	4	
119	91	83	179	61	13	12	14	41	61	4	47	39	19	37	41	29	5	103	4	18	17	20	38	14	30	36	7	4	7	4	6	3	13	37	15	13	20	5	14	10	16	106	
46	103	50	70	59	31	7	27	61	39	1	15	30	6	46	20	29	5	68	12	15	14	22	18	19	32	62	4	11	11	11	8	13	16	65	21	34	39	10	9	4	17	17	
802	828	1610	974	582	307	106	340	475	302	76	358	295	280	679	564	469	162	511	171	271	304	369	784	290	450	531	172	139	122	114	276	213	196	710	163	290	389	194	191	236	314	1022	
1	3	6	6	1	3	0	3	1	0	0	2	0	0	2	2	4	1	3	0	10	1	0	5	1	1	5	0	0	1	0	0	0	0	1	1	0	3	0	0	0	2	2	
7	8	5	7	2	2	0	3	1	3	0	0	0	3	2	0	3	2	4	1	1	1	0	2	2	1	4	0	0	1	3	0	0	0	1	1	4	1	3	0	1	1	0	
5	6	4	3	5	2	0	0	1	2	0	0	3	0	0	4	0	0	3	1	0	0	0	1	3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	
3	2	5	6	0	2	0	2	2	1	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	
