"УИК №994"	"УИК №995"	"УИК №996"	"УИК №997"	"УИК №998"	"УИК №999"	"УИК №1000"	"УИК №1001"	"УИК №1002"	"УИК №1003"	"УИК №1004"	"УИК №1005"	"УИК №1006"	"УИК №1007"	"УИК №1008"	"УИК №1009"	"УИК №1010"	"УИК №1011"	"УИК №1012"	"УИК №1013"	"УИК №1014"	"УИК №1015"	"УИК №1016"	"УИК №1017"	"УИК №1018"	"УИК №1019"	"УИК №1020"	"УИК №1021"	"УИК №1022"	"УИК №1023"	"УИК №1024"	"УИК №1025"	"УИК №1027"	"УИК №1028"	
1575	1824	2019	2405	2664	2773	2806	2807	2319	2386	2292	2339	1109	1744	2008	2475	1961	2018	1295	1356	1370	1331	1843	2091	3026	2541	2715	1723	1395	2301	1216	1323	1055	1379	
1200	1500	1700	2200	2500	2600	2700	2200	2000	2000	2000	2000	900	1500	1800	2200	1600	2000	1000	1200	1200	1100	1700	2000	2300	2650	2600	1500	1300	2000	1300	1100	1000	1400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922	975	1222	1408	1493	1644	1719	1789	1402	1292	1419	1452	674	1047	1094	1428	1102	1162	802	797	729	833	1166	1247	1711	2344	2013	995	969	1462	964	982	629	1377	
128	46	28	71	64	41	34	43	45	232	62	50	29	57	67	34	55	47	23	24	116	111	55	14	195	189	10	17	23	45	94	23	17	0	
150	479	450	721	943	915	947	368	553	476	519	498	197	396	639	738	443	791	175	379	355	156	479	739	394	117	577	488	308	493	242	95	354	23	
128	46	28	71	64	41	34	43	45	232	62	50	29	57	67	34	55	47	23	24	116	111	55	14	195	189	10	17	23	45	94	23	17	0	
921	975	1222	1408	1493	1644	1719	1787	1402	1291	1417	1452	674	1047	1093	1428	1102	1160	802	797	729	833	1165	1247	1709	2343	2013	995	967	1462	964	982	629	1377	
6	6	14	14	17	13	17	17	22	8	15	14	4	11	7	10	10	9	8	10	7	4	9	20	151	36	40	8	8	18	15	12	3	10	
1043	1015	1236	1465	1540	1672	1736	1813	1425	1515	1464	1488	699	1093	1153	1452	1147	1198	817	811	838	940	1211	1241	1753	2496	1983	1004	982	1489	1043	993	643	1367	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	6	11	9	11	7	11	15	12	9	13	15	5	9	4	13	7	15	12	14	6	4	11	11	15	3	7	8	12	10	4	6	2	1	
137	173	194	198	196	239	257	267	171	313	227	248	129	161	168	213	153	163	116	138	125	105	205	181	203	115	281	160	201	227	161	150	99	18	
49	63	77	72	117	102	85	138	89	74	63	51	23	46	65	81	73	91	50	34	47	68	72	85	108	64	101	55	50	60	66	53	43	24	
791	724	878	1107	1144	1240	1267	1317	1082	1056	1081	1083	518	808	858	1064	834	871	591	568	627	721	875	910	1339	2291	1506	726	654	1093	763	716	472	1300	
26	21	36	25	27	38	64	38	31	30	27	34	7	30	26	34	30	26	16	29	12	21	22	26	38	11	44	23	35	46	26	32	7	19	
7	9	8	15	9	9	5	14	11	4	13	11	4	4	7	7	3	11	5	5	6	9	6	4	9	3	9	5	12	7	7	5	4	1	
9	7	14	15	17	21	21	11	16	12	18	27	4	16	7	20	28	15	15	12	15	5	8	12	19	4	9	16	5	21	10	10	9	4	
15	12	18	24	19	16	26	13	13	17	22	19	9	19	18	20	19	6	12	11	0	7	12	12	22	5	26	11	13	25	6	21	7	0	
