"УИК №1"	"УИК №2"	"УИК №3"	"УИК №4"	"УИК №5"	"УИК №6"	"УИК №7"	"УИК №8"	"УИК №9"	"УИК №10"	"УИК №11"	"УИК №12"	"УИК №13"	"УИК №14"	"УИК №15"	"УИК №16"	"УИК №17"	"УИК №18"	"УИК №19"	"УИК №20"	"УИК №21"	"УИК №22"	"УИК №23"	"УИК №24"	"УИК №25"	"УИК №26"	"УИК №27"	"УИК №28"	"УИК №29"	"УИК №30"	"УИК №31"	"УИК №32"	"УИК №33"	"УИК №34"	"УИК №35"	"УИК №36"	"УИК №37"	"УИК №38"	"УИК №39"	"УИК №40"	"УИК №41"	"УИК №42"	"УИК №43"	"УИК №44"	"УИК №45"	"УИК №46"	"УИК №47"	"УИК №48"	"УИК №49"	"УИК №50"	"УИК №51"	"УИК №52"	"УИК №53"	"УИК №807"	"УИК №808"	
2532	2508	2518	2481	2022	556	2619	2545	2633	2523	2239	3020	1706	1526	1719	2007	1675	1464	2170	2180	2500	622	2081	2510	2449	2144	2325	2359	2226	2332	2015	2400	2222	2059	2020	2223	2472	602	1628	2720	2638	2521	2512	2280	1808	2004	2141	2126	236	1394	3130	2271	2633	139	315	
2350	2550	2300	2400	2100	500	2650	2600	2600	2500	2300	2600	1500	1500	1750	2000	1700	1400	2100	2300	2400	650	2100	2500	2400	2100	2400	2600	2100	2300	2050	2400	2150	2150	2000	2250	2500	700	1500	2500	2400	2400	2200	2000	1800	1950	2250	2100	400	1200	3000	2300	3900	300	350	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1494	1229	1867	1445	1104	317	1419	1726	1615	1647	1409	2183	1046	776	908	1219	1036	878	1333	1439	1494	414	1047	1251	1512	1430	1247	1631	1414	1454	1288	1431	1277	1339	1219	1497	1601	346	1056	1842	1739	1678	1658	1402	1086	1683	1210	1026	24	923	1384	1177	2204	139	315	
70	38	31	42	57	6	25	31	21	22	53	39	23	14	29	61	20	23	23	38	50	190	36	35	57	36	38	55	26	58	44	38	37	36	35	33	29	256	42	23	31	23	83	48	69	10	41	26	212	19	32	37	12	0	0	
786	1283	402	913	939	177	1206	843	964	831	838	378	431	710	813	720	644	499	744	823	856	46	1017	1214	831	634	1115	914	660	788	718	931	836	775	746	720	870	98	402	635	630	699	459	550	645	257	999	1048	164	258	1584	1086	1684	161	35	
70	38	31	42	57	6	25	31	21	22	53	39	23	14	29	61	20	23	23	38	50	190	36	35	57	36	38	55	26	58	44	38	37	36	34	33	29	256	42	23	31	23	83	48	69	10	41	26	212	19	32	37	12	0	0	
1494	1228	1867	1445	1104	316	1418	1726	1615	1646	1409	2180	1046	775	908	1218	1036	878	1333	1439	1494	414	1047	1251	1512	1430	1247	1628	1414	1453	1288	1431	1277	1339	1219	1497	1601	346	1056	1842	1739	1678	1658	1400	1086	1683	1210	1026	24	923	1384	1177	2204	139	315	
21	15	30	20	16	7	35	31	18	22	17	23	17	9	17	12	20	9	18	24	23	25	21	13	20	21	17	23	17	12	13	18	23	12	14	15	16	7	19	19	12	34	33	19	10	33	14	11	1	8	12	21	29	1	5	
1543	1251	1868	1467	1145	315	1408	1726	1618	1646	1445	2196	1052	780	920	1267	1036	892	1338	1453	1521	579	1062	1273	1549	1445	1268	1660	1423	1499	1319	1451	1291	1363	1239	1515	1614	595	1079	1846	1758	1667	1708	1429	1145	1660	1237	1041	235	934	1404	1193	2187	138	310	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

9	3	12	11	10	4	9	8	10	12	15	18	5	4	5	10	5	7	11	12	9	9	6	13	13	9	10	15	11	8	8	12	11	12	10	11	17	8	5	12	16	19	22	10	13	10	7	3	0	3	8	8	12	1	4	
301	262	319	268	227	54	281	317	293	290	258	400	151	167	169	230	187	167	253	275	299	45	189	248	273	276	237	340	263	246	264	281	287	222	246	298	306	93	147	313	316	267	323	272	209	468	223	224	30	164	316	228	318	34	73	
172	129	210	150	128	25	131	104	140	129	85	218	96	81	103	115	82	86	133	100	129	37	81	128	131	119	100	101	98	132	126	98	104	118	82	124	100	66	60	136	108	124	115	96	87	112	101	98	30	62	97	91	136	19	38	
973	810	1229	959	730	224	937	1227	1099	1162	1020	1446	749	494	612	872	710	598	884	1009	1028	481	734	811	1046	953	864	1120	967	1050	872	995	829	949	829	986	1087	411	822	1289	1214	1159	1132	953	755	949	849	656	168	670	920	813	1634	80	178	
37	25	53	36	20	2	21	26	36	25	31	63	22	15	15	15	24	12	22	28	24	1	18	35	29	37	23	35	35	26	22	25	18	21	39	53	58	6	18	40	48	41	51	45	31	55	22	22	2	18	26	24	41	2	11	
18	11	18	14	6	2	3	15	7	6	8	18	6	4	4	10	11	6	8	5	5	3	8	7	10	15	10	14	12	8	4	10	13	13	7	7	7	1	6	11	10	12	11	13	11	10	11	5	1	7	10	14	12	0	3	
16	5	11	13	15	0	9	18	21	10	14	20	11	9	2	9	4	9	14	10	13	3	10	12	20	20	11	23	18	13	12	15	13	16	17	20	27	2	10	21	26	22	27	14	20	32	9	12	1	5	14	5	22	0	2	
17	6	16	16	9	4	17	11	12	12	14	13	12	6	10	6	13	7	13	14	14	0	16	19	27	16	13	12	19	16	11	15	16	12	9	16	12	8	11	24	20	23	27	26	19	24	15	21	3	5	13	10	12	2	1	
