"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1580"	
766	148	686	213	731	714	661	675	454	93	253	125	674	415	495	442	538	136	279	283	105	268	449	166	210	218	249	39	
829	142	811	233	811	811	763	744	457	83	283	114	727	439	531	464	583	140	290	304	111	286	452	170	239	275	257	51	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
431	64	371	57	415	366	388	309	292	73	148	79	420	268	319	268	341	83	141	179	55	153	275	112	102	62	146	19	
27	0	19	0	16	18	8	25	14	3	14	5	21	19	6	27	23	7	9	0	2	8	13	0	2	3	11	20	
371	78	421	176	380	427	367	410	151	7	121	30	286	152	206	169	219	50	140	125	54	125	164	58	135	210	100	12	
27	0	19	0	16	18	8	25	14	3	14	5	21	19	6	27	23	7	9	0	2	8	13	0	2	3	11	20	
431	64	371	57	415	366	388	309	292	73	148	79	420	268	319	268	340	83	141	179	55	153	275	112	102	62	146	19	
12	0	19	2	10	9	10	7	8	0	3	0	6	1	4	5	8	3	2	3	0	2	2	0	2	5	4	0	
446	64	371	55	421	375	386	327	298	76	159	84	435	286	321	290	355	87	148	176	57	159	286	112	102	60	153	39	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	0	6	0	0	7	2	1	1	0	2	1	2	2	3	4	2	0	0	1	0	1	2	0	1	0	1	0	
86	13	88	5	83	73	82	82	40	7	31	15	131	66	91	69	89	4	21	22	6	24	44	9	16	9	29	5	
38	7	23	8	29	27	24	30	39	6	11	7	29	29	22	15	32	8	20	14	2	17	33	14	14	6	17	1	
299	43	240	42	296	260	263	207	212	62	110	61	256	184	197	197	221	74	105	136	49	113	200	84	68	45	103	32	
6	0	7	0	4	2	4	4	3	0	2	0	8	3	3	4	5	0	0	0	0	1	3	1	2	0	1	0	
3	0	0	0	0	2	2	2	1	0	1	0	4	0	2	0	3	0	1	0	0	1	3	0	0	0	0	0	
3	0	2	0	4	2	6	0	1	1	2	0	3	1	0	0	1	0	1	2	0	0	0	1	0	0	0	1	
6	1	5	0	5	2	3	1	1	0	0	0	2	1	3	1	2	1	0	1	0	2	1	3	1	0	2	0	
