"УИК №621"	"УИК №622"	"УИК №623"	"УИК №624"	"УИК №625"	"УИК №626"	"УИК №627"	"УИК №628"	"УИК №629"	"УИК №630"	"УИК №631"	"УИК №632"	"УИК №633"	"УИК №634"	"УИК №635"	"УИК №636"	"УИК №637"	"УИК №638"	"УИК №639"	"УИК №640"	"УИК №641"	"УИК №642"	"УИК №643"	"УИК №644"	
964	2130	1246	1194	738	1027	428	906	562	659	1447	1711	484	807	324	111	75	216	166	259	143	124	195	216	
930	2000	1200	1200	740	1050	450	930	530	650	1480	1780	490	810	320	110	70	210	170	250	150	140	190	216	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
548	1259	753	587	406	578	250	512	298	319	786	872	200	369	206	43	30	92	118	170	77	84	98	216	
20	91	37	76	22	18	17	27	26	41	43	53	22	37	22	7	2	63	4	17	9	14	23	0	
362	650	410	537	312	454	183	391	206	290	651	855	268	404	92	60	38	55	48	63	64	42	69	0	
20	91	37	76	22	18	17	27	26	41	43	53	22	37	22	7	2	63	4	17	9	14	23	0	
548	1259	753	587	406	578	250	512	298	319	786	872	200	369	206	43	30	92	118	170	77	84	98	216	
17	16	8	6	3	10	1	4	2	3	11	15	4	7	1	1	0	3	1	1	1	1	0	3	
551	1334	782	657	425	586	266	535	322	357	818	910	218	399	227	49	32	152	121	186	85	97	121	213	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	13	4	6	5	5	0	3	1	4	8	3	0	1	2	0	0	0	0	0	0	0	1	4	
75	153	78	72	64	67	43	60	35	37	118	115	15	45	17	4	1	1	2	7	6	12	6	16	
55	116	57	67	53	64	28	48	42	29	64	76	21	41	26	4	3	16	16	8	7	6	19	54	
400	1007	627	496	292	441	191	408	238	268	597	685	174	298	182	41	28	133	102	165	71	77	93	124	
5	23	7	7	5	5	1	7	3	6	10	8	4	7	0	0	0	1	1	2	0	0	1	13	
2	7	4	2	1	3	0	3	1	3	4	5	1	3	0	0	0	0	0	2	0	1	0	1	
4	8	1	4	4	0	2	5	1	9	11	12	1	4	0	0	0	1	0	1	1	1	1	0	
4	7	4	3	1	1	1	1	1	1	6	6	2	0	0	0	0	0	0	1	0	0	0	1	
