"УИК №2172"	"УИК №2173"	"УИК №2174"	"УИК №2175"	"УИК №2176"	"УИК №2177"	"УИК №2178"	"УИК №2179"	"УИК №2180"	"УИК №2181"	"УИК №2182"	"УИК №2183"	"УИК №2184"	"УИК №2185"	"УИК №2186"	"УИК №2187"	"УИК №2188"	"УИК №2189"	"УИК №2190"	"УИК №2191"	"УИК №2192"	"УИК №2193"	"УИК №2194"	"УИК №2195"	"УИК №2196"	"УИК №2197"	"УИК №2198"	"УИК №2199"	"УИК №2200"	"УИК №2201"	"УИК №2202"	"УИК №2203"	"УИК №3740"	"УИК №3741"	
2199	2174	2315	2299	2143	2110	2227	2356	2431	2366	2070	2302	2219	2356	2401	2218	2402	2383	2368	2330	2619	2589	1895	1855	1893	2893	2850	1064	2377	2163	2043	2267	497	80	
1850	1700	1950	1950	1900	1800	1750	2000	2100	2050	1800	2000	1700	1950	2000	1650	1950	2000	1950	2000	2150	2200	1600	1650	1650	2400	2300	800	1900	1750	1700	1900	600	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1191	1109	1265	1232	1123	1132	1253	1341	1206	1250	1084	1291	1241	1326	1329	1317	1302	1274	1383	1398	1497	1348	979	979	1029	1560	1532	625	1357	1193	1124	1294	92	43	
28	49	41	39	51	65	44	45	47	65	72	55	89	49	36	21	45	73	61	67	32	53	45	45	43	53	51	21	34	39	46	20	404	34	
631	542	644	679	726	603	453	614	847	735	644	654	370	575	635	312	603	653	506	535	621	799	576	626	578	787	717	154	509	518	530	586	104	23	
28	49	41	39	51	65	44	45	47	65	72	55	89	49	36	21	45	73	61	67	32	53	45	45	43	53	51	21	34	39	46	20	404	34	
1190	1108	1265	1230	1122	1130	1252	1341	1206	1250	1083	1287	1241	1323	1329	1317	1302	1264	1383	1393	1496	1347	979	979	1028	1557	1529	624	1357	1193	1124	1291	92	43	
13	17	32	26	11	14	37	15	12	15	10	14	24	21	10	31	22	50	19	26	17	29	8	16	11	22	25	8	27	12	14	21	7	2	
1205	1140	1274	1243	1162	1181	1259	1371	1241	1300	1145	1328	1306	1351	1355	1307	1325	1287	1425	1434	1511	1371	1016	1008	1060	1588	1555	637	1364	1220	1156	1290	489	75	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

13	18	11	12	17	11	24	17	9	18	18	13	12	18	7	13	11	21	9	14	11	8	8	7	11	18	16	6	21	9	11	9	5	2	
147	120	147	162	146	153	150	185	134	172	167	187	204	174	194	161	159	186	203	187	216	189	119	100	121	197	214	80	201	157	154	170	52	7	
69	66	56	59	47	55	53	79	64	58	38	70	54	57	67	33	62	41	63	56	55	55	52	54	49	81	49	30	53	58	47	45	93	3	
860	835	952	899	853	863	936	972	892	903	783	926	850	933	962	921	961	889	1006	1037	1044	961	743	760	800	1129	1071	452	929	870	824	916	317	56	
41	37	45	45	35	30	33	52	51	71	41	45	83	61	61	85	65	64	53	55	62	70	44	41	38	71	107	30	77	53	61	81	13	6	
10	8	8	16	8	10	9	12	12	12	17	14	7	5	7	8	8	12	12	13	6	10	6	4	10	17	9	5	8	8	8	5	4	0	
24	15	16	7	22	21	11	15	18	14	24	27	33	28	16	29	21	20	23	19	40	27	12	14	11	14	29	6	28	15	12	29	2	0	
41	41	39	43	34	38	43	39	61	52	57	46	63	75	41	57	38	54	56	53	77	51	32	28	20	61	60	28	47	50	39	35	3	1	
