"УИК №2291"	"УИК №2292"	"УИК №2293"	"УИК №2294"	"УИК №2295"	"УИК №2296"	"УИК №2297"	"УИК №2298"	"УИК №2299"	"УИК №2300"	"УИК №2301"	"УИК №2302"	"УИК №2303"	"УИК №2304"	"УИК №2305"	"УИК №2306"	"УИК №2307"	"УИК №2308"	"УИК №2309"	"УИК №2310"	"УИК №2311"	"УИК №2312"	"УИК №2313"	"УИК №2314"	"УИК №2315"	"УИК №2316"	"УИК №2317"	"УИК №2318"	"УИК №2319"	"УИК №2320"	"УИК №2321"	"УИК №2322"	"УИК №2323"	"УИК №2324"	"УИК №2325"	"УИК №2326"	"УИК №2327"	"УИК №2328"	"УИК №2329"	"УИК №2330"	"УИК №2331"	"УИК №2332"	"УИК №2333"	"УИК №2614"	
2157	1675	1798	1904	1095	2199	2356	1235	1402	1884	834	380	1925	1875	1360	2058	1724	2184	1512	1985	1922	1900	1875	2019	1775	1886	1948	1768	822	1165	1963	2516	1880	1801	2584	1781	2055	232	1198	214	956	1139	1656	2730	
2100	1600	1700	1800	1000	2100	2200	1300	1200	1800	700	500	1800	1800	1300	2000	1600	2100	1400	1900	1900	1800	1800	1900	1700	1800	1800	1700	700	1100	1900	2500	1800	1700	2600	1700	1900	200	1100	200	800	1000	1600	2700	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1299	1055	1077	1254	686	1386	1386	850	896	1024	501	111	1178	1110	756	1257	1008	1172	929	1230	1128	1290	1293	1293	1161	1168	1165	1128	516	697	1179	1527	1195	1029	1652	1110	1354	76	647	70	488	782	1066	1569	
40	21	33	20	14	23	62	12	32	50	36	188	58	87	47	37	32	53	27	32	24	21	25	31	33	43	47	17	3	24	38	62	19	56	22	26	16	11	24	13	29	11	16	37	
761	524	590	526	300	691	752	438	272	726	163	201	564	603	497	706	560	875	444	638	748	489	482	576	506	589	588	555	181	379	683	911	586	615	926	564	530	113	429	117	283	207	518	1094	
40	21	33	20	14	23	62	12	32	50	36	188	58	87	47	37	32	53	27	32	24	21	25	31	33	43	47	17	3	24	38	62	19	56	22	26	16	11	24	13	29	11	16	37	
1299	1055	1077	1254	686	1386	1385	850	896	1024	501	111	1178	1110	756	1257	1008	1172	929	1230	1128	1290	1292	1292	1161	1168	1165	1127	516	697	1179	1527	1195	1028	1652	1110	1354	76	647	70	488	782	1066	1569	
22	11	16	18	6	18	16	6	12	11	10	2	17	11	11	11	10	11	14	29	18	19	15	17	24	14	127	11	4	3	17	23	10	11	26	10	11	1	8	3	3	6	6	32	
1317	1065	1094	1256	694	1391	1431	856	916	1063	527	297	1219	1186	792	1283	1030	1214	942	1233	1134	1292	1302	1306	1170	1197	1085	1133	515	718	1200	1566	1204	1073	1648	1126	1359	86	663	80	514	787	1076	1574	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	7	8	11	2	13	9	7	4	11	3	3	20	10	1	3	12	13	5	10	9	12	9	15	10	7	12	5	3	11	11	15	9	14	22	14	10	0	5	0	0	5	13	16	
200	159	158	183	93	196	190	121	141	161	61	31	186	213	129	197	163	201	139	203	187	185	215	216	192	199	159	183	92	127	217	220	194	166	237	173	278	7	104	7	63	117	179	268	
99	91	86	80	59	101	113	98	80	103	39	35	79	76	61	109	101	99	74	85	94	98	102	105	98	90	90	75	30	56	110	117	90	64	148	90	108	11	45	9	37	56	66	122	
944	752	785	906	506	1011	1037	574	649	733	381	216	852	820	560	905	707	849	676	878	799	935	903	900	797	844	773	788	335	481	781	1104	798	782	1134	786	885	64	485	62	393	563	762	1088	
25	22	21	28	17	26	28	22	11	22	20	8	21	36	18	27	19	21	12	24	16	19	29	32	26	27	25	28	28	16	35	46	62	21	42	25	41	1	9	0	4	20	29	40	
10	14	7	13	3	11	13	7	3	12	3	0	10	7	7	11	4	11	4	9	10	5	7	12	13	9	9	12	4	9	7	13	10	5	17	10	3	3	3	0	5	8	9	7	
15	11	17	12	5	16	18	10	11	10	9	1	15	8	7	16	14	6	12	10	6	21	16	11	19	9	7	16	12	10	25	28	20	15	21	11	17	0	7	1	6	11	10	19	
13	9	12	23	9	17	23	17	17	11	11	3	36	16	9	15	10	14	20	14	13	17	21	15	15	12	10	26	11	8	14	23	21	6	27	17	17	0	5	1	6	7	8	14	
