"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1528"	"УИК №1530"	"УИК №1531"	"УИК №1532"	"УИК №1533"	"УИК №1534"	"УИК №1537"	"УИК №1538"	"УИК №1540"	"УИК №1541"	"УИК №1542"	"УИК №1543"	"УИК №1544"	"УИК №1545"	"УИК №1546"	"УИК №1547"	"УИК №1548"	"УИК №1549"	"УИК №1550"	
953	1059	941	1524	128	885	1102	546	143	389	164	527	344	230	1213	734	127	443	293	66	44	509	106	74	394	61	69	52	382	62	89	
1000	1000	900	1400	140	900	1100	550	150	400	200	550	400	250	1200	800	120	600	300	120	70	500	120	70	430	65	85	55	400	100	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
496	533	570	817	67	481	691	307	84	194	121	292	170	149	601	409	78	268	237	55	34	275	73	53	197	52	55	40	244	45	44	
45	54	39	52	21	70	33	45	16	58	10	35	37	18	24	33	4	82	12	3	7	73	11	0	46	0	1	3	25	4	3	
459	413	291	531	52	349	376	198	50	148	69	223	193	83	575	358	38	250	51	62	29	152	36	17	187	13	29	12	131	51	53	
45	54	39	52	21	70	33	45	16	58	10	35	37	18	24	33	4	82	12	3	7	73	11	0	46	0	1	3	25	4	3	
496	533	570	817	67	481	691	307	84	194	121	292	170	149	601	409	78	268	237	55	34	275	73	53	197	52	55	40	244	45	44	
8	10	6	19	4	3	12	5	0	1	0	2	6	2	12	2	0	5	4	0	0	4	0	2	4	0	1	0	5	0	0	
533	577	603	850	84	548	712	347	100	251	131	325	201	165	613	440	82	345	245	58	41	344	84	51	239	52	55	43	264	49	47	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	5	6	7	0	3	7	4	0	2	1	1	2	2	5	5	0	4	2	0	2	2	0	0	1	0	2	0	3	0	1	
112	128	157	180	15	103	186	60	20	41	14	47	51	25	121	90	13	34	60	10	4	45	1	11	19	10	7	7	30	8	9	
49	51	40	77	7	48	46	24	5	10	23	10	14	9	39	29	2	32	16	2	6	24	8	5	17	5	0	2	9	2	1	
361	388	386	574	59	381	465	251	75	193	89	266	127	127	435	312	64	269	163	44	29	269	74	34	199	37	45	33	217	39	36	
3	2	7	2	2	6	2	0	0	3	2	1	3	0	5	2	1	3	2	2	0	0	0	1	0	0	0	0	0	0	0	
2	0	1	8	1	3	2	4	0	1	2	0	2	1	5	1	0	3	0	0	0	1	0	0	2	0	1	0	2	0	0	
1	1	2	2	0	2	0	1	0	0	0	0	1	0	3	1	1	0	1	0	0	3	1	0	1	0	0	1	1	0	0	
2	2	4	0	0	2	4	3	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	
