"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	
1765	580	817	669	806	580	625	601	963	242	108	178	182	267	311	145	250	178	327	214	158	1144	761	820	435	195	260	340	281	
1534	552	770	698	754	540	611	599	884	250	108	191	168	257	332	140	245	174	347	214	170	1103	700	746	422	181	244	324	294	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1124	387	541	459	513	318	332	347	691	147	56	108	113	171	134	75	184	125	200	124	108	697	421	450	252	111	155	206	132	
64	26	16	52	18	28	92	54	74	29	33	36	34	39	96	50	22	29	60	44	17	48	47	75	35	67	55	77	80	
346	139	213	187	223	194	187	198	119	74	19	47	21	47	102	15	39	20	87	46	45	358	232	221	135	3	34	41	82	
64	26	16	52	18	28	92	54	74	29	33	36	34	39	96	50	22	29	60	44	17	48	47	75	35	67	55	77	80	
1124	387	536	459	513	318	332	347	691	147	56	108	113	171	134	75	184	125	200	124	108	697	421	450	252	111	155	206	132	
15	10	6	7	3	2	4	4	8	1	0	3	0	1	3	0	0	0	3	0	0	17	1	6	4	1	0	3	1	
1173	403	546	504	528	344	420	397	757	175	89	141	147	209	227	125	206	154	257	168	125	728	467	519	283	177	210	280	211	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

10	5	11	8	4	4	9	5	8	0	2	0	1	4	4	1	2	0	1	3	0	7	10	4	2	1	5	3	1	
130	54	65	50	86	44	58	52	76	17	4	24	8	28	26	7	44	12	34	14	9	102	66	60	28	9	24	26	20	
100	29	55	44	61	37	51	35	52	16	9	14	9	28	20	8	13	13	31	15	11	56	47	59	25	10	16	28	27	
871	295	386	377	353	245	286	290	587	136	69	99	126	143	168	104	145	127	176	133	97	532	328	376	222	151	158	213	160	
29	6	14	13	12	8	9	6	16	4	3	2	0	4	4	2	0	0	4	1	6	15	8	6	0	3	3	8	3	
7	2	6	3	5	3	3	0	2	1	1	0	1	0	1	0	1	1	4	2	1	4	2	6	0	1	1	1	0	
15	6	3	2	2	3	1	5	9	1	1	0	1	2	2	3	1	0	2	0	1	7	5	5	2	1	2	0	0	
11	6	6	7	5	0	3	4	7	0	0	2	1	0	2	0	0	1	5	0	0	5	1	3	4	1	1	1	0	
