"УИК №54"	"УИК №55"	"УИК №56"	"УИК №57"	"УИК №58"	"УИК №59"	"УИК №60"	"УИК №61"	"УИК №62"	"УИК №63"	"УИК №64"	"УИК №65"	"УИК №66"	"УИК №67"	"УИК №68"	"УИК №69"	"УИК №70"	"УИК №71"	"УИК №72"	"УИК №73"	"УИК №74"	"УИК №75"	"УИК №76"	"УИК №77"	"УИК №78"	"УИК №79"	"УИК №80"	"УИК №81"	"УИК №82"	"УИК №1278"	"УИК №1279"	"УИК №1289"	"УИК №1290"	"УИК №1295"	"УИК №1296"	
1300	1011	1395	1092	1054	2146	2154	1798	1362	1494	2102	2393	2844	1652	2252	2217	2136	2552	2301	2326	2073	2422	2445	1990	2384	2113	508	2631	2296	1825	3017	505	335	133	107	
1300	1050	1200	1000	1102	2100	2150	1850	1300	1450	2150	2300	2850	1600	2100	2160	2200	2400	2350	2300	2100	2450	2350	2000	2300	2200	509	2700	2200	1850	2850	505	332	133	107	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
999	782	1127	853	777	1764	1765	1578	812	1173	1947	1794	2670	1213	1902	1914	1737	2225	1834	1897	1848	1994	1886	1130	1413	1790	294	2165	1859	1649	2445	463	258	113	107	
106	124	73	72	75	61	55	42	57	97	52	248	38	123	37	63	137	63	158	129	147	65	197	16	18	48	214	61	93	176	34	37	74	20	0	
195	144	0	75	250	275	330	230	431	180	151	258	142	264	161	183	326	112	358	274	105	391	267	854	869	362	1	474	248	25	371	5	0	0	0	
106	124	73	72	75	61	55	42	57	97	52	248	38	123	37	63	137	63	158	129	147	65	197	16	18	48	214	61	93	176	34	37	74	20	0	
999	782	1127	853	777	1764	1765	1573	812	1173	1947	1794	2670	1213	1902	1914	1737	2225	1834	1897	1848	1994	1886	1130	1412	1790	294	2165	1859	1649	2445	463	258	113	107	
7	3	5	5	12	21	17	14	13	10	0	4	3	3	16	0	7	17	0	3	3	14	10	20	23	8	8	0	2	18	15	3	3	1	1	
1098	903	1195	920	840	1804	1803	1601	856	1260	1999	2038	2705	1333	1923	1977	1867	2271	1992	2023	1992	2045	2073	1126	1407	1830	500	2226	1950	1807	2464	497	329	132	106	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

3	7	9	4	11	15	13	12	1	5	2	4	3	2	12	6	15	9	9	6	7	11	10	2	11	9	4	15	16	5	12	3	0	2	1	
125	101	65	98	83	196	146	110	97	100	43	151	34	119	221	181	218	202	152	103	175	197	157	150	249	109	48	201	135	99	312	48	18	16	18	
15	32	40	15	35	81	51	53	41	40	26	53	18	29	63	66	77	68	47	29	78	76	45	71	74	41	20	54	63	65	65	22	10	8	4	
927	732	1020	785	675	1435	1546	1379	679	1080	1899	1736	2624	1163	1570	1683	1523	1945	1745	1863	1681	1696	1801	864	1025	1612	416	1892	1681	1606	1979	415	301	104	79	
9	9	16	7	15	24	20	16	15	17	14	6	10	8	20	17	9	11	7	8	17	33	19	16	21	28	6	25	18	16	44	4	0	1	0	
6	4	13	3	3	16	5	9	5	6	5	40	2	2	9	5	9	12	16	7	11	7	7	9	6	7	3	14	7	4	16	0	0	1	3	
7	10	19	3	5	16	12	14	8	6	7	22	4	5	17	12	8	16	6	3	12	16	17	7	13	6	3	13	11	8	22	2	0	0	1	
6	8	13	5	13	21	10	8	10	6	3	26	10	5	11	7	8	8	10	4	11	9	17	7	8	18	0	12	19	4	14	3	0	0	0	
