"УИК №1286"	"УИК №1287"	"УИК №1288"	"УИК №1289"	"УИК №1290"	"УИК №1292"	"УИК №1293"	"УИК №1294"	"УИК №1295"	"УИК №1296"	"УИК №1297"	"УИК №1298"	"УИК №1299"	"УИК №1300"	"УИК №1301"	"УИК №1302"	"УИК №1305"	"УИК №1306"	"УИК №1307"	"УИК №1308"	"УИК №1310"	"УИК №1311"	"УИК №1312"	"УИК №1313"	"УИК №1314"	"УИК №1315"	"УИК №1316"	"УИК №1317"	"УИК №1318"	
908	838	861	836	905	94	561	302	148	648	132	139	551	99	83	881	116	77	506	53	525	125	52	35	55	1047	103	113	104	
890	840	860	840	940	90	590	330	160	650	125	140	580	95	95	880	115	75	560	52	560	125	57	35	58	1050	105	115	105	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501	529	470	464	497	65	355	214	92	378	97	87	371	52	63	540	80	48	409	42	296	84	38	19	35	544	71	60	68	
99	38	43	52	28	6	74	30	26	54	9	11	31	10	10	48	15	13	38	5	56	21	3	0	4	37	6	3	5	
290	273	347	324	415	19	161	86	42	218	19	42	178	33	22	292	20	14	113	5	208	20	16	16	19	469	28	52	32	
99	38	43	52	28	6	74	30	26	54	9	11	31	10	10	48	15	13	38	5	56	21	3	0	4	37	6	3	5	
501	529	470	464	497	65	355	214	92	378	97	87	371	52	63	540	80	48	409	42	296	84	38	19	35	544	71	60	68	
4	7	6	6	5	0	6	1	1	17	2	2	2	2	1	7	0	0	5	0	13	1	0	0	0	10	0	2	2	
596	560	507	510	520	71	423	243	117	415	104	96	400	60	72	581	95	61	442	47	339	104	41	19	39	571	77	61	71	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

6	3	7	5	5	0	2	4	1	4	0	0	3	0	0	5	1	2	0	0	2	0	0	0	0	9	1	1	0	
153	173	153	154	152	29	41	36	20	70	10	10	66	4	13	140	3	2	44	2	68	14	3	4	7	90	1	19	3	
34	21	50	33	41	16	22	14	9	29	2	8	35	6	8	36	18	6	35	3	31	9	4	7	0	49	10	3	16	
389	353	289	313	309	26	356	186	85	307	91	78	287	48	51	386	73	51	359	41	225	81	30	8	32	409	65	38	52	
5	4	3	3	5	0	1	0	1	4	0	0	3	0	0	4	0	0	1	0	8	0	0	0	0	5	0	0	0	
6	5	1	1	4	0	1	1	1	1	0	0	3	2	0	2	0	0	2	1	2	0	4	0	0	4	0	0	0	
2	0	3	0	4	0	0	2	0	0	0	0	0	0	0	5	0	0	1	0	2	0	0	0	0	2	0	0	0	
1	1	1	1	0	0	0	0	0	0	1	0	3	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	0	
