"УИК №1801"	"УИК №1802"	"УИК №1803"	"УИК №1804"	"УИК №1805"	"УИК №1806"	"УИК №1807"	"УИК №1808"	"УИК №1809"	"УИК №1810"	"УИК №1811"	"УИК №1812"	"УИК №1813"	"УИК №1814"	"УИК №1815"	"УИК №1816"	"УИК №1817"	"УИК №1818"	"УИК №1819"	"УИК №1820"	"УИК №1821"	"УИК №1822"	"УИК №1823"	"УИК №1824"	"УИК №1825"	"УИК №1826"	"УИК №1827"	"УИК №1828"	"УИК №1829"	"УИК №1830"	"УИК №1831"	"УИК №1832"	"УИК №1833"	"УИК №1834"	"УИК №1835"	"УИК №1836"	"УИК №1837"	"УИК №1838"	"УИК №1839"	
2176	815	1186	2198	1899	2092	807	1481	1986	1206	822	957	562	897	671	424	462	133	1119	1102	638	330	283	404	182	864	234	212	570	500	283	167	546	398	881	446	419	188	176	
2220	820	1200	2260	1920	2160	800	1520	2060	1220	830	960	570	900	700	440	490	145	1140	1130	670	348	300	430	196	890	231	213	615	520	285	168	556	436	900	450	440	200	177	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1225	397	541	1166	1004	1224	443	909	1257	802	534	511	298	422	506	313	297	100	659	633	450	215	184	231	132	641	153	146	268	377	183	134	435	264	522	236	220	110	117	
42	35	26	80	79	33	51	24	41	33	15	42	21	57	18	24	40	11	85	70	36	26	23	37	14	52	10	8	70	27	20	16	25	17	32	32	43	15	4	
953	388	633	1014	837	903	306	587	762	385	281	407	251	421	176	103	153	34	396	427	184	107	93	162	50	197	68	59	277	116	82	18	96	155	346	182	177	75	56	
42	35	26	80	79	33	51	24	41	33	15	42	21	57	18	24	40	11	85	70	36	26	23	37	14	52	10	8	70	27	20	16	25	17	32	32	43	15	4	
1225	397	540	1166	1004	1224	443	909	1257	802	533	511	298	422	506	313	297	100	659	633	450	215	184	231	132	641	153	146	268	377	183	134	435	264	522	236	220	110	117	
15	3	6	22	14	25	8	8	14	13	7	11	4	7	3	6	4	0	6	15	0	4	3	0	2	5	0	0	1	2	0	0	3	2	4	6	2	2	0	
1252	429	560	1224	1069	1232	486	925	1284	822	541	542	315	472	521	331	333	111	738	688	486	237	204	268	144	688	163	154	337	402	203	150	457	279	550	262	261	123	121	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

5	1	2	1	4	7	3	5	8	5	6	3	3	2	3	1	2	1	6	3	0	0	1	1	0	2	0	0	0	2	0	1	0	2	3	2	3	0	0	
115	28	33	92	71	150	55	102	133	98	61	46	26	33	26	18	21	2	84	100	31	6	6	12	11	60	6	7	20	29	18	16	24	7	39	12	17	4	5	
75	39	36	106	82	87	37	70	87	60	39	45	30	49	24	24	20	6	50	56	30	7	12	18	16	62	10	9	30	21	19	5	10	22	60	16	16	4	13	
1029	349	477	993	888	940	380	720	1028	635	425	433	247	376	460	287	283	101	588	507	421	220	180	233	112	548	147	133	278	337	163	126	418	242	435	222	214	115	99	
12	5	6	14	8	22	3	8	12	13	3	9	0	6	3	0	1	0	2	8	2	1	2	1	2	7	0	2	5	3	0	0	3	0	6	4	7	0	1	
7	3	3	9	5	11	3	6	7	7	4	4	6	2	4	0	4	1	7	7	1	0	1	2	2	3	0	1	4	4	2	0	2	2	3	2	1	0	1	
4	2	2	6	9	9	4	5	5	4	1	1	2	3	1	1	2	0	1	4	0	1	1	1	1	3	0	2	0	2	0	2	0	1	3	1	2	0	1	
5	2	1	3	2	6	1	9	4	0	2	1	1	1	0	0	0	0	0	3	1	2	1	0	0	3	0	0	0	4	1	0	0	3	1	3	1	0	1	
