"УИК №269"	"УИК №270"	"УИК №271"	"УИК №272"	"УИК №273"	"УИК №274"	"УИК №275"	"УИК №276"	"УИК №277"	"УИК №278"	"УИК №279"	"УИК №280"	"УИК №281"	"УИК №282"	"УИК №283"	"УИК №284"	"УИК №285"	"УИК №286"	"УИК №287"	"УИК №288"	"УИК №289"	"УИК №290"	"УИК №291"	"УИК №292"	"УИК №293"	"УИК №294"	"УИК №295"	"УИК №296"	
2275	311	267	891	104	532	230	642	1408	362	155	608	242	431	543	1116	103	396	125	194	187	269	293	146	665	750	849	395	
2120	280	260	880	90	500	220	600	1330	350	140	580	230	420	520	1050	100	350	120	250	160	260	280	120	650	680	795	370	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1369	197	175	531	66	322	103	434	865	219	91	391	120	316	373	643	58	261	78	156	125	190	166	93	411	562	529	281	
127	24	39	95	13	78	65	60	48	14	9	38	38	44	67	79	14	34	8	38	8	38	47	24	99	91	78	41	
624	59	46	254	11	100	52	106	417	117	40	151	72	60	80	328	28	55	34	56	27	32	67	3	140	27	188	48	
127	24	39	95	13	78	65	60	48	14	9	38	38	44	67	79	14	34	8	38	8	38	47	24	99	91	78	41	
1369	197	175	531	66	322	103	434	865	219	91	391	120	316	373	643	58	261	78	156	125	190	166	93	411	562	529	281	
12	2	1	11	1	0	1	2	7	0	2	8	0	1	1	4	0	6	0	5	1	3	0	0	9	4	5	0	
1484	219	213	615	78	400	167	492	906	233	98	421	158	359	439	718	72	289	86	189	132	225	213	117	501	649	602	322	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	1	3	2	0	3	1	0	1	1	0	3	1	2	2	2	1	2	1	4	0	1	1	1	1	0	3	0	
190	21	20	44	7	26	3	23	69	10	3	39	10	11	21	77	2	9	3	4	14	14	12	1	61	22	60	9	
80	16	11	29	7	9	9	31	53	3	7	26	5	11	11	42	2	21	5	12	13	15	17	4	17	41	31	15	
1182	176	177	535	63	356	148	432	764	219	87	345	142	332	404	590	66	256	75	166	101	192	183	111	419	581	500	295	
10	0	0	2	1	3	3	4	7	0	1	1	0	2	1	1	0	0	0	1	3	1	0	0	1	2	3	3	
9	3	1	1	0	2	3	2	10	0	0	4	0	1	0	4	0	1	2	1	1	1	0	0	1	2	2	0	
2	2	1	1	0	1	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	
4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	
