"УИК №465"	"УИК №466"	"УИК №467"	"УИК №468"	"УИК №469"	"УИК №470"	"УИК №471"	"УИК №472"	"УИК №473"	"УИК №474"	"УИК №475"	"УИК №476"	"УИК №477"	"УИК №478"	"УИК №479"	"УИК №480"	"УИК №481"	"УИК №482"	"УИК №483"	"УИК №484"	"УИК №485"	"УИК №486"	"УИК №487"	"УИК №488"	"УИК №489"	"УИК №490"	"УИК №491"	"УИК №492"	"УИК №493"	
119	421	34	24	431	99	27	140	208	132	50	1281	759	969	345	793	982	1305	682	93	96	457	146	201	50	61	560	111	153	
163	569	41	50	629	136	33	193	359	208	104	1409	796	1037	342	763	1090	1303	1039	149	152	545	182	195	73	78	617	187	234	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99	313	29	20	303	71	22	93	170	107	41	709	373	538	188	458	622	881	454	78	89	294	79	84	27	26	465	63	94	
6	24	0	0	12	4	0	2	7	14	4	25	23	17	13	30	23	40	41	11	6	18	12	4	0	0	10	22	2	
58	232	12	30	314	61	11	98	182	87	59	675	400	482	141	275	445	382	544	60	57	233	91	107	46	52	142	102	138	
6	24	0	0	12	4	0	2	7	14	4	25	23	17	13	30	23	40	41	11	6	18	12	4	0	0	10	22	2	
99	313	29	20	303	71	22	93	170	107	41	709	373	538	188	458	622	881	454	78	89	294	79	84	27	26	465	63	94	
2	5	0	0	4	1	0	2	3	0	0	8	7	7	2	40	4	17	9	1	1	5	0	0	1	1	4	0	0	
103	332	29	20	311	74	22	93	174	121	45	726	389	548	199	448	641	904	486	88	94	307	91	88	26	25	471	85	96	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	0	0	0	2	1	0	1	1	0	0	3	3	2	0	2	2	8	1	1	0	0	1	0	0	1	4	1	1	
14	55	6	0	55	16	9	27	48	15	8	233	130	187	43	142	159	276	119	8	15	99	24	20	4	8	134	28	20	
3	10	0	1	11	10	2	7	3	3	1	29	23	32	28	26	31	62	14	1	2	19	2	6	4	0	34	2	2	
84	263	22	19	223	46	11	55	119	101	36	455	225	317	125	263	440	544	340	75	76	185	62	61	18	15	281	54	72	
0	0	1	0	10	1	0	2	3	0	0	2	4	3	2	3	3	5	7	1	1	2	2	0	0	0	6	0	1	
1	2	0	0	5	0	0	0	0	2	0	2	2	2	0	6	4	5	3	1	0	2	0	0	0	1	3	0	0	
0	0	0	0	4	0	0	1	0	0	0	1	1	0	1	2	1	1	2	0	0	0	0	1	0	0	8	0	0	
0	2	0	0	1	0	0	0	0	0	0	1	1	5	0	4	1	3	0	1	0	0	0	0	0	0	1	0	0	
