"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	"УИК №571"	"УИК №572"	"УИК №573"	"УИК №574"	"УИК №575"	"УИК №576"	"УИК №577"	"УИК №578"	"УИК №579"	"УИК №580"	"УИК №581"	"УИК №582"	"УИК №583"	"УИК №584"	"УИК №585"	"УИК №586"	"УИК №587"	"УИК №588"	"УИК №589"	"УИК №590"	"УИК №591"	"УИК №592"	"УИК №593"	"УИК №594"	"УИК №595"	"УИК №596"	"УИК №597"	"УИК №598"	"УИК №599"	"УИК №600"	"УИК №601"	"УИК №602"	"УИК №603"	"УИК №604"	"УИК №605"	"УИК №606"	"УИК №607"	"УИК №608"	"УИК №609"	"УИК №610"	"УИК №611"	"УИК №612"	"УИК №799"	"УИК №807"	
1608	1416	1620	2547	1566	1505	1295	1415	2477	2452	2307	1645	2159	3001	1197	2182	2335	2294	1657	2097	1877	2089	1489	2642	2211	1511	2391	1661	2480	2115	1351	1876	1528	1733	2566	2625	2576	1511	2648	2300	2295	1877	2236	1941	2547	2676	2369	1928	2004	2683	1651	726	
1350	1200	1500	2400	1350	1400	1200	1300	2150	2300	2150	1450	1950	2350	1000	2000	2200	2100	1500	1900	1800	1900	1400	2450	2000	1400	2150	1500	2300	1900	1150	1750	1450	1600	2300	2450	2400	1350	2150	2100	2100	1750	2050	1800	2450	2400	2200	1700	1750	2450	1550	1000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
945	876	969	1374	851	749	697	646	1377	1599	1006	1004	1317	1874	809	1291	1394	1370	845	1320	1040	1298	863	1708	1404	927	1362	958	1439	1233	764	1193	875	998	1602	1562	1610	826	1663	1453	1424	1149	1413	1143	1570	1800	1559	1274	1167	1712	1019	473	
82	37	36	52	39	37	42	42	147	26	41	51	109	64	12	51	54	32	2	40	73	29	29	28	50	25	46	34	42	54	120	47	27	35	41	39	22	16	45	38	31	28	34	25	39	18	34	17	10	35	33	253	
323	287	495	974	460	614	461	612	626	675	1103	395	524	412	179	658	752	698	653	540	687	573	508	714	546	448	742	508	819	613	266	510	548	567	657	849	768	508	442	609	645	573	603	632	841	582	607	409	573	703	498	274	
82	37	36	52	39	37	42	42	147	26	41	51	109	64	12	51	54	32	2	40	73	29	29	28	50	25	46	34	42	54	120	47	27	35	41	39	22	16	45	38	31	28	34	25	39	18	34	17	10	35	32	253	
945	876	969	1374	851	749	697	646	1376	1597	1006	1004	1317	1874	809	1291	1394	1370	845	1317	1040	1298	863	1708	1402	927	1362	958	1439	1233	764	1193	875	998	1602	1562	1610	826	1663	1453	1424	1149	1413	1143	1570	1799	1559	1274	1165	1710	1018	473	
14	11	9	15	13	4	8	6	28	22	16	14	17	12	10	17	19	15	12	14	6	20	21	21	18	9	13	20	26	12	9	21	9	19	71	17	13	6	24	11	19	16	19	11	12	21	14	17	15	10	6	13	
1013	902	996	1411	877	782	731	682	1495	1601	1031	1041	1409	1926	811	1325	1429	1387	835	1343	1107	1307	871	1715	1434	943	1395	972	1455	1275	875	1219	893	1014	1572	1584	1619	836	1684	1480	1436	1161	1428	1157	1597	1796	1579	1274	1160	1735	1044	713	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

7	10	18	14	4	7	6	5	13	15	18	15	13	26	9	11	18	10	6	12	11	14	14	16	9	10	14	15	18	15	7	13	6	8	8	18	17	6	12	12	12	9	13	9	12	15	9	14	2	18	11	3	
143	94	172	189	104	109	121	93	211	255	149	133	214	311	133	164	170	205	130	206	124	157	101	253	187	145	162	109	185	165	129	180	106	135	205	240	228	132	232	211	203	149	202	142	243	254	265	213	155	207	125	82	
63	66	62	81	37	44	37	46	86	96	77	73	72	125	43	84	85	82	96	88	62	94	74	73	92	46	115	64	107	89	65	79	80	76	105	119	139	70	99	80	94	73	88	101	81	107	97	53	83	121	76	66	
731	685	668	1057	670	590	523	510	1084	1124	738	742	1018	1359	573	989	1064	998	575	977	871	977	634	1266	1069	701	1032	734	1083	949	634	881	658	749	1178	1106	1175	607	1234	1117	1060	867	1053	853	1170	1314	1133	929	870	1305	778	546	
28	20	22	27	20	10	16	8	37	38	20	34	29	41	18	31	34	35	13	26	14	29	13	49	26	18	26	20	25	23	12	34	21	17	34	40	27	7	45	26	28	24	24	20	35	44	24	34	20	24	19	4	
8	5	12	14	8	8	8	7	8	20	7	3	13	18	9	12	18	14	5	4	10	4	10	11	23	9	12	9	14	12	9	14	5	5	10	27	11	6	16	15	15	13	9	5	9	16	12	8	7	34	11	6	
7	15	17	12	15	6	4	3	21	18	11	20	14	8	12	11	11	18	4	12	7	18	10	28	15	4	8	12	11	8	6	7	6	10	19	18	10	5	22	11	10	12	17	13	21	19	24	11	8	14	13	4	
26	7	25	17	19	8	16	10	35	35	11	21	36	38	14	23	29	25	6	18	8	14	15	19	13	10	26	9	12	14	13	11	11	14	13	16	12	3	24	8	14	14	22	14	26	27	15	12	15	12	11	2	
