"УИК №2396"	"УИК №2397"	"УИК №2398"	"УИК №2399"	"УИК №2400"	"УИК №2401"	"УИК №2402"	"УИК №2403"	"УИК №2404"	"УИК №2405"	"УИК №2406"	"УИК №2407"	"УИК №4013"	"УИК №4014"	"УИК №4015"	"УИК №4016"	"УИК №4017"	"УИК №4018"	"УИК №4019"	"УИК №4020"	
1492	1330	1590	1518	1223	1215	1463	1423	1402	1562	1613	1246	1588	1449	1305	1411	1597	1278	1749	1693	
1360	1180	1430	1370	1010	1110	1340	1300	1280	1420	1480	1130	1440	1330	1230	1310	1460	1170	1600	1550	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
837	819	991	965	723	736	920	791	861	977	1015	770	851	877	715	821	968	767	1096	986	
37	21	27	30	21	25	39	26	28	15	7	22	16	36	19	32	28	17	21	10	
486	340	412	375	266	349	381	483	391	428	458	338	573	417	496	457	464	386	483	554	
37	21	27	30	21	25	39	26	28	15	7	22	16	36	19	32	28	17	21	10	
836	818	990	965	723	736	919	791	859	976	1014	770	850	877	715	821	968	767	1095	985	
12	19	23	17	12	8	15	15	3	15	11	13	11	11	8	12	9	9	9	6	
861	820	994	978	732	753	943	802	884	976	1010	779	855	902	726	841	987	775	1107	989	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

8	6	12	5	10	10	5	4	6	18	11	7	13	5	7	11	14	5	8	6	
143	148	178	131	115	137	159	132	158	164	198	133	131	143	94	151	173	123	209	160	
49	53	42	44	45	39	38	51	54	33	37	38	51	51	46	36	58	42	57	62	
616	567	694	732	519	519	671	575	633	676	691	552	621	657	529	590	704	563	788	712	
21	12	22	23	17	19	25	22	13	37	31	17	12	18	21	18	17	18	14	22	
6	5	7	12	7	9	8	5	8	8	7	10	5	5	4	8	3	7	10	11	
8	13	11	15	8	8	14	3	4	13	10	8	9	9	19	12	5	11	11	9	
10	16	28	16	11	12	23	10	8	27	25	14	13	14	6	15	13	6	10	7	
