"УИК №543"	"УИК №544"	"УИК №545"	"УИК №546"	"УИК №547"	"УИК №548"	"УИК №549"	"УИК №551"	"УИК №552"	"УИК №553"	"УИК №554"	"УИК №555"	"УИК №556"	"УИК №557"	"УИК №558"	"УИК №559"	"УИК №560"	"УИК №561"	"УИК №562"	"УИК №563"	"УИК №564"	"УИК №565"	"УИК №566"	"УИК №567"	"УИК №568"	"УИК №569"	"УИК №570"	
2125	1732	2818	2447	2351	252	2834	2123	2288	2299	2487	2762	2381	1611	2235	2221	2220	2511	2230	2140	1914	1506	2206	267	2876	2533	2252	
1800	1600	2600	2000	2200	500	2500	2000	2100	2100	2200	2600	1900	1500	2000	2000	2100	2200	2000	1900	1700	1400	1800	500	2200	2000	2000	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1205	922	1469	1224	998	252	1467	1147	1428	1294	1169	1501	1245	791	1249	1289	1379	1469	1302	1382	1252	962	1240	12	1620	1713	1125	
44	41	44	40	146	0	85	61	46	30	59	50	41	46	38	76	56	43	84	49	31	24	56	217	68	18	39	
551	637	1087	736	1056	248	948	792	626	776	972	1049	614	663	713	635	665	688	614	469	417	414	504	271	512	269	836	
44	41	44	40	146	0	85	61	46	30	59	50	41	46	38	76	56	43	84	48	31	24	56	217	68	18	39	
1204	922	1469	1224	998	252	1467	1146	1428	1294	1169	1501	1245	791	1249	1289	1378	1469	1302	1382	1252	962	1240	12	1620	1713	1125	
13	6	24	17	18	8	19	13	16	12	15	15	16	6	15	11	21	8	15	13	17	11	17	5	30	9	21	
1235	957	1489	1247	1126	244	1533	1194	1458	1312	1213	1536	1270	831	1272	1354	1413	1504	1371	1417	1266	975	1279	224	1658	1722	1143	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

11	11	7	8	13	2	16	11	14	14	13	15	10	10	7	6	9	16	16	5	15	9	8	0	20	5	7	
204	148	258	179	157	16	223	186	248	206	192	283	212	116	173	216	236	271	239	217	227	159	214	26	262	322	170	
109	71	137	139	92	62	136	85	91	106	122	113	102	87	109	81	98	90	84	92	70	54	130	19	115	117	105	
872	698	1047	886	837	158	1104	877	1063	933	854	1077	911	595	933	1004	1016	1074	978	1049	908	718	896	173	1207	1222	824	
13	17	17	15	8	5	18	19	13	17	9	12	13	10	13	16	26	21	18	21	14	9	10	1	23	24	13	
10	4	11	7	6	0	15	7	8	18	11	14	5	3	13	13	13	12	14	11	12	6	15	3	9	5	10	
6	5	9	7	4	1	11	3	11	6	6	12	9	6	10	9	7	8	8	8	7	11	5	2	10	7	7	
10	3	3	6	9	0	10	6	10	12	6	10	8	4	14	9	8	12	14	14	13	9	1	0	12	20	7	
