"УИК №701"	"УИК №702"	"УИК №703"	"УИК №704"	"УИК №706"	"УИК №707"	"УИК №708"	"УИК №709"	"УИК №710"	"УИК №711"	"УИК №712"	"УИК №713"	"УИК №715"	"УИК №716"	"УИК №717"	"УИК №718"	"УИК №719"	"УИК №720"	"УИК №721"	"УИК №722"	"УИК №723"	"УИК №724"	"УИК №725"	"УИК №726"	"УИК №728"	"УИК №729"	
410	501	774	697	343	916	1003	1307	941	901	910	1533	1455	1428	466	109	162	382	576	613	813	596	653	676	592	292	
409	501	775	698	342	909	995	1310	922	898	909	1547	1457	1430	465	109	162	384	570	614	807	615	656	675	587	293	
0	44	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	45	0	136	0	0	55	
381	404	687	654	315	774	653	1067	628	789	821	1341	1249	1158	424	102	147	350	447	533	615	539	442	568	557	219	
20	36	15	16	16	73	42	35	44	58	43	41	61	63	31	4	10	25	22	59	49	50	43	41	25	12	
8	17	16	28	11	62	300	208	250	51	45	165	147	209	10	3	5	9	0	22	98	26	35	66	5	7	
20	80	72	16	16	73	42	35	44	58	43	41	61	63	31	4	10	25	123	59	94	50	179	41	25	67	
381	404	687	654	315	774	653	1067	628	789	821	1341	1249	1158	424	102	147	350	447	533	615	539	441	568	557	219	
0	3	0	0	0	0	11	12	16	0	0	4	2	0	0	0	0	2	0	2	6	0	1	3	0	0	
401	481	759	670	331	847	684	1090	656	847	864	1378	1308	1221	455	106	157	373	570	590	703	589	619	606	582	286	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

1	3	0	0	5	1	11	14	4	2	2	10	10	1	1	0	0	0	0	3	8	0	1	0	0	1	
13	9	16	97	44	90	134	115	85	251	238	49	71	86	46	1	1	9	20	30	72	40	23	19	14	26	
3	12	20	3	15	70	91	52	73	118	213	28	49	35	41	5	3	3	7	6	73	9	6	3	9	25	
381	453	722	570	265	682	435	891	475	467	407	1266	1178	1088	364	100	153	360	541	547	536	537	587	581	558	229	
1	0	1	0	2	1	5	7	9	4	4	9	0	6	1	0	0	0	2	4	4	1	1	2	0	2	
0	3	0	0	0	1	5	6	4	2	0	8	0	4	0	0	0	0	0	0	5	2	0	0	0	1	
1	1	0	0	0	2	1	3	2	3	0	5	0	1	1	0	0	1	0	0	2	0	0	1	1	1	
1	0	0	0	0	0	2	2	4	0	0	3	0	0	1	0	0	0	0	0	3	0	1	0	0	1	
