"УИК №1187"	"УИК №1188"	"УИК №1189"	"УИК №1190"	"УИК №1191"	"УИК №1192"	"УИК №1193"	"УИК №1194"	"УИК №1195"	"УИК №1196"	"УИК №1197"	"УИК №1198"	"УИК №1199"	"УИК №1200"	"УИК №1201"	"УИК №1202"	"УИК №1203"	"УИК №1204"	"УИК №1205"	"УИК №1206"	"УИК №1207"	"УИК №1208"	"УИК №1209"	"УИК №3681"	"УИК №3682"	
2099	2282	2219	2051	1868	2476	1920	1852	2447	352	2184	2429	2223	2250	2071	2075	2034	2227	2028	2478	2438	2547	2255	579	76	
1500	1800	1800	1500	1400	1700	1400	1400	2000	350	1700	2000	1700	1500	1500	1700	1500	1800	1500	2000	2000	2000	2000	600	80	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1242	1192	1196	1174	1030	1378	1064	1055	1343	243	1290	1355	1242	1301	1182	1075	1152	1254	1140	1400	1287	1522	1324	357	76	
74	30	43	18	24	38	54	51	62	4	53	60	50	41	54	31	37	42	64	70	68	52	53	183	0	
184	578	561	308	346	284	282	294	595	103	357	585	408	158	264	594	311	504	296	530	645	426	623	60	4	
73	30	43	18	24	38	54	51	62	4	53	60	50	41	54	31	37	42	64	70	68	52	53	183	0	
1222	1190	1191	1172	1030	1376	1064	1052	1341	242	1290	1355	1239	1301	1177	1075	1152	1251	1138	1400	1279	1517	1323	357	76	
27	30	22	20	15	18	28	28	26	3	25	16	19	43	19	19	15	89	20	26	25	21	29	25	0	
1268	1190	1212	1170	1039	1396	1090	1075	1377	243	1318	1399	1270	1299	1212	1087	1174	1204	1182	1444	1322	1548	1347	515	76	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

12	12	10	9	15	10	13	16	20	6	14	14	16	13	10	12	16	10	18	21	22	26	15	18	1	
151	164	143	135	140	185	132	144	174	31	155	148	200	165	138	131	156	164	143	189	125	226	182	24	10	
57	45	52	62	41	64	39	45	64	11	65	84	62	79	49	43	51	57	49	65	58	55	59	48	5	
908	820	868	839	764	895	722	764	930	165	942	1020	878	922	843	790	794	841	816	980	928	1033	933	355	53	
54	67	60	51	38	106	63	39	74	15	52	53	42	49	65	46	66	49	57	69	77	94	65	36	6	
10	9	7	6	5	13	4	9	17	0	13	7	8	10	12	7	13	15	13	12	5	16	6	8	0	
26	32	19	28	11	32	24	15	32	4	19	20	15	16	20	14	21	18	25	30	24	30	20	9	1	
50	41	53	40	25	91	93	43	66	11	58	53	49	45	75	44	57	50	61	78	83	68	67	17	0	
