"УИК №1501"	"УИК №1502"	"УИК №1503"	"УИК №1504"	"УИК №1505"	"УИК №1506"	"УИК №1507"	"УИК №1508"	"УИК №1509"	"УИК №1510"	"УИК №1511"	"УИК №1512"	"УИК №1513"	"УИК №1514"	"УИК №1515"	"УИК №1516"	"УИК №1517"	"УИК №1518"	"УИК №1519"	"УИК №1520"	"УИК №1521"	"УИК №1522"	"УИК №1523"	"УИК №1524"	"УИК №1525"	"УИК №1526"	"УИК №1527"	"УИК №1528"	"УИК №1529"	"УИК №1530"	"УИК №1531"	"УИК №1532"	"УИК №1533"	"УИК №1534"	"УИК №1535"	
1188	857	1358	734	1442	1010	817	230	586	256	352	337	481	173	259	153	267	267	201	164	141	277	346	401	200	463	123	266	228	108	287	146	130	201	341	
1170	840	1370	730	1500	1000	820	230	590	260	360	330	500	180	290	150	280	300	220	180	160	280	340	450	210	510	150	310	260	130	330	150	130	210	400	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
896	661	1068	569	1137	711	691	191	460	211	324	294	374	127	216	114	227	218	171	144	106	236	299	339	173	414	100	195	173	74	226	120	110	157	263	
64	72	89	61	71	128	94	30	78	43	22	36	57	32	36	29	35	43	27	16	25	36	30	55	25	44	20	37	38	34	51	21	19	42	75	
210	107	213	100	292	161	35	9	52	6	14	0	69	21	38	7	18	39	22	20	29	8	11	56	12	52	30	78	49	22	53	9	1	11	62	
64	72	89	61	71	128	94	30	78	43	22	36	57	32	36	29	35	43	27	16	25	36	30	55	25	44	20	37	38	34	51	21	19	42	75	
896	661	1058	569	1137	711	691	191	460	211	324	294	374	127	216	114	227	218	171	144	106	236	299	339	173	414	100	195	172	74	226	120	110	157	263	
12	18	22	9	14	9	10	1	7	0	2	0	4	0	2	0	1	3	1	0	1	1	2	3	4	6	3	5	3	0	0	1	3	2	0	
948	715	1125	621	1194	830	775	220	531	254	344	330	427	159	250	143	261	258	197	160	130	271	327	391	194	452	117	227	207	108	277	140	126	197	338	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	

2	1	5	5	5	8	5	1	4	2	1	2	3	0	0	0	1	0	1	1	2	2	1	3	2	3	1	1	1	0	0	1	1	0	0	
144	111	182	102	211	107	72	14	95	46	33	34	21	4	31	24	19	16	9	17	11	40	48	39	33	32	11	49	36	11	27	12	16	26	34	
64	50	74	51	66	73	50	20	37	15	32	32	36	5	21	5	21	14	16	3	13	16	31	34	19	27	6	19	6	5	10	10	9	3	21	
712	541	840	455	885	622	632	181	381	187	269	259	364	148	196	107	210	223	171	139	100	209	240	310	136	381	95	152	162	91	235	109	98	164	273	
8	8	10	1	11	12	4	3	3	2	6	0	0	0	2	2	4	2	0	0	2	4	2	2	2	3	3	4	1	1	4	5	2	2	7	
6	3	6	4	11	5	5	0	8	1	2	1	2	2	0	5	2	1	0	0	1	0	2	2	2	5	1	1	0	0	0	3	0	1	1	
6	1	2	0	2	1	4	1	1	0	1	2	1	0	0	0	3	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	2	
6	0	6	3	3	2	3	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	
